Date,TSLA_Close,DPS_Close,GOOGL_Close,F_Close,AMZN_Close,JACK_Close
2010-09-07,20.540001,38.189999,232.432434,11.8,137.220001,21.530001
2010-09-08,20.9,38.130001,235.525528,11.8,139.139999,21.57
2010-09-09,20.709999,35.59,238.328323,11.75,140.380005,21.540001
2010-09-10,20.17,34.73,238.308304,11.79,142.440002,21.83
2010-09-13,20.719999,34.860001,241.376373,11.99,145.070007,22.030001
2010-09-14,21.120001,34.639999,240.45546,11.98,145.75,22.200001
2010-09-15,21.98,35.599998,240.560562,11.87,145.449997,22.309999
2010-09-16,20.940001,35.189999,240.770767,12.44,148.130005,21.799999
2010-09-17,20.23,35.310001,245.320328,12.49,148.320007,21.52
2010-09-20,21.059999,35.389999,254.394394,12.57,151.300003,21.42
2010-09-21,20.77,34.799999,256.987,12.55,150.729996,21.16
2010-09-22,19.870001,34.43,258.25827,12.38,151.830002,20.92
2010-09-23,19.559999,33.939999,256.997009,12.31,152.850006,20.99
2010-09-24,20.1,34.950001,263.908905,12.56,160.729996,21.01
2010-09-27,20.530001,34.82,265.470459,12.48,159.369995,21.34
2010-09-28,21.4,35.720001,263.848846,12.52,159.699997,21.639999
2010-09-29,21.98,35.380001,264.1091,12.33,158.990005,21.74
2010-09-30,20.41,35.52,263.158173,12.24,157.059998,21.440001
2010-10-01,20.6,35.110001,263.073059,12.26,153.710007,21.469999
2010-10-04,20.99,34.639999,261.436432,12.84,155.389999,21.209999
2010-10-05,21.120001,35.490002,269.384399,13.01,160.869995,21.690001
2010-10-06,20.459999,35.080002,267.442444,13.24,155.399994,21.67
2010-10-07,20.43,34.599998,265.270264,13.32,156.270004,21.68
2010-10-08,20.43,34.73,268.443451,13.66,155.550003,22.07
2010-10-11,20.24,34.880001,269.689697,13.78,153.029999,22.129999
2010-10-12,20.24,34.779999,270.965973,13.78,156.479996,22.33
2010-10-13,20.540001,35.34,271.921936,13.64,155.169998,22.07
2010-10-14,20.75,35.029999,270.735748,13.91,155.529999,22.860001
2010-10-15,20.540001,34.970001,301.026031,13.8,164.639999,23.280001
2010-10-18,20.23,34.360001,309.164154,13.88,163.559998,24.02
2010-10-19,20.049999,33.889999,304.219208,13.32,158.669998,23.51
2010-10-20,20.65,35.110001,304.294281,13.64,158.669998,23.42
2010-10-21,20.75,35.860001,306.3013,13.81,164.970001,23.299999
2010-10-22,20.719999,35.889999,306.571564,13.95,169.130005,23.6
2010-10-25,20.85,35.970001,308.558563,14.15,169.0,23.58
2010-10-26,21.360001,35.689999,309.609619,14.36,169.949997,23.530001
2010-10-27,21.0,36.48,308.543549,14.23,167.509995,23.280001
2010-10-28,21.190001,36.5,309.599609,14.22,166.839996,23.25
2010-10-29,21.84,36.59,307.157166,14.13,165.229996,23.16
2010-11-01,21.41,36.57,307.8078,14.23,162.580002,23.4
2010-11-02,21.25,37.220001,308.108093,14.43,164.610001,23.77
2010-11-03,21.77,37.049999,310.400391,15.18,168.470001,23.83
2010-11-04,24.9,37.220001,312.447449,15.86,168.929993,23.700001
2010-11-05,24.440001,37.150002,312.852844,16.209999,170.770004,23.48
2010-11-08,24.98,36.580002,313.6987,16.41,171.990005,22.870001
2010-11-09,24.629999,36.09,312.722717,16.07,170.270004,22.389999
2010-11-10,29.360001,36.540001,311.75174,16.629999,173.330002,23.32
2010-11-11,28.040001,36.189999,308.9039,16.610001,170.369995,23.809999
2010-11-12,29.84,36.18,301.94696,16.299999,165.679993,23.059999
2010-11-15,30.799999,36.57,298.03302,17.0,158.899994,23.25
2010-11-16,29.67,36.43,292.152161,16.51,157.779999,22.700001
2010-11-17,29.49,36.419998,292.067078,16.68,158.350006,22.879999
2010-11-18,29.889999,37.110001,298.578583,16.120001,164.169998,23.08
2010-11-19,30.99,37.98,295.710724,16.280001,164.820007,23.370001
2010-11-22,33.400002,38.080002,295.905914,16.200001,170.389999,22.57
2010-11-23,34.57,37.369999,291.796783,15.7,168.199997,20.23
2010-11-24,35.470001,37.66,297.782776,15.95,177.25,19.950001
2010-11-26,35.32,37.290001,295.295288,16.1,177.199997,20.049999
2010-11-29,34.330002,36.57,291.346344,16.059999,179.490005,20.389999
2010-11-30,35.330002,36.630001,278.133148,15.94,175.399994,20.120001
2010-12-01,34.349998,37.060001,282.457458,16.459999,176.550003,20.34
2010-12-02,32.349998,37.790001,286.196198,16.780001,176.529999,20.620001
2010-12-03,31.49,37.639999,286.786774,16.799999,175.679993,21.049999
2010-12-06,30.309999,36.880001,289.469482,16.65,178.050003,21.139999
2010-12-07,31.559999,36.73,293.863861,16.559999,176.770004,21.290001
2010-12-08,32.369999,36.59,295.565552,16.690001,176.289993,20.940001
2010-12-09,32.049999,37.630001,296.046051,16.76,174.850006,20.85
2010-12-10,31.52,37.419998,296.401398,16.73,175.619995,21.16
2010-12-13,30.549999,37.040001,297.607605,16.469999,174.25,20.66
2010-12-14,28.530001,37.279999,297.752747,16.42,173.940002,20.42
2010-12-15,29.6,37.25,295.445435,16.549999,175.570007,20.68
2010-12-16,30.809999,37.110001,296.151154,16.77,178.039993,21.040001
