"Winters Heat (Titan, #1)",Cristin Harber," 4.02 avg rating _яс 6,438 ratings",score: 155,/book/show/18247580-winters-heat
"Born in Shame (Born In Trilogy, #3)",Nora Roberts," 4.07 avg rating _яс 26,104 ratings",score: 152,/book/show/98405.Born_in_Shame
"Secrets of a Summer Night (Wallflowers, #1)",Lisa Kleypas," 4.05 avg rating _яс 37,151 ratings",score: 149,/book/show/6587379-secrets-of-a-summer-night
"Into the Wilderness (Wilderness, #1)",Sara Donati," 4.10 avg rating _яс 28,110 ratings",score: 146,/book/show/72854.Into_the_Wilderness
"The Will (Magdalene, #1)",Kristen Ashley," 4.30 avg rating _яс 22,678 ratings",score: 146,/book/show/20603820-the-will
"Soaring (Magdalene, #2)",Kristen Ashley," 4.34 avg rating _яс 11,719 ratings",score: 144,/book/show/24374053-soaring
"Nine Rules to Break When Romancing a Rake (Love By Number, #1)",Sarah MacLean," 4.08 avg rating _яс 30,152 ratings",score: 144,/book/show/8152807-nine-rules-to-break-when-romancing-a-rake
"Over the Edge (Troubleshooters, #3)",Suzanne Brockmann," 4.23 avg rating _яс 10,265 ratings",score: 139,/book/show/174357.Over_the_Edge
"Something About You (FBI/US Attorney, #1)",Julie James," 3.94 avg rating _яс 50,191 ratings",score: 138,/book/show/8231458-something-about-you
Tempt Me Not (Me Not #1),Eve Byron, 4.06 avg rating _яс 93 ratings,score: 137,/book/show/2731480-tempt-me-not
Dance with the Devil (Dark-Hunter #3),Sherrilyn Kenyon," 4.39 avg rating _яс 54,778 ratings",score: 125,/book/show/84145.Dance_with_the_Devil
"The Sweetest Thing (Lucky Harbor, #2)",Jill Shalvis," 4.12 avg rating _яс 16,677 ratings",score: 125,/book/show/10956551-the-sweetest-thing
"The Deal (Off-Campus, #1)",Elle Kennedy," 4.30 avg rating _яс 80,839 ratings",score: 125,/book/show/24920901-the-deal
"A Game of Chance (Mackenzie Family, #4)",Linda Howard," 4.07 avg rating _яс 5,412 ratings",score: 121,/book/show/420747.A_Game_of_Chance
"Running Hot (Arcane Society, #5)",Jayne Ann Krentz," 4.07 avg rating _яс 8,058 ratings",score: 117,/book/show/2974804-running-hot
Master of Swords (Mageverse #4),Angela Knight," 4.19 avg rating _яс 2,751 ratings",score: 111,/book/show/19908.Master_of_Swords
Bite Me If You Can (Argeneau #6),Lynsay Sands," 4.27 avg rating _яс 17,797 ratings",score: 107,/book/show/38529.Bite_Me_If_You_Can
Dancing on Coals,Ellen O'Connell," 4.10 avg rating _яс 2,587 ratings",score: 106,/book/show/12913453-dancing-on-coals
"Megan's Mark (Breeds, #7; Feline Breeds, #5)",Lora Leigh," 4.11 avg rating _яс 10,571 ratings",score: 105,/book/show/319639.Megan_s_Mark
God-Shaped Hole,Tiffanie DeBartolo," 4.04 avg rating _яс 6,052 ratings",score: 100,/book/show/248103.God_Shaped_Hole
A Crack in Forever,Jeannie Brewer, 4.20 avg rating _яс 687 ratings,score: 100,/book/show/1212079.A_Crack_in_Forever
"Conspiracy Game (GhostWalkers, #4)",Christine Feehan," 4.36 avg rating _яс 9,829 ratings",score: 100,/book/show/287632.Conspiracy_Game
Nakoa's Woman,Gayle Rogers, 4.06 avg rating _яс 150 ratings,score: 100,/book/show/2516263.Nakoa_s_Woman
"The Return (The Austin Trilogy, #2)",Brad Boney," 4.23 avg rating _яс 1,210 ratings",score: 100,/book/show/18044109-the-return
"The Black Jewels Trilogy: Daughter of the Blood, Heir to the Shadows, Queen of the Darkness (The Black Jewels, #1-3)",Anne Bishop," 4.39 avg rating _яс 11,138 ratings",score: 100,/book/show/47953.The_Black_Jewels_Trilogy
Jaya: An Illustrated Retelling of the Mahabharata,Devdutt Pattanaik," 4.20 avg rating _яс 10,736 ratings",score: 100,/book/show/9864913-jaya
Dreaming of Love (The Bradens at Trusty #5; The Bradens #11; Love in Bloom #20),Melissa Foster, 4.47 avg rating _яс 930 ratings,score: 100,/book/show/22538958-dreaming-of-love
Love not for sale,Anurag Garg, 4.02 avg rating _яс 54 ratings,score: 100,/book/show/26156557-love-not-for-sale
"Comanche Heart (Comanche, #2)",Catherine Anderson," 4.05 avg rating _яс 3,027 ratings",score: 100,/book/show/8201243-comanche-heart
Naughty Housewives,Ernest Morris, 3.91 avg rating _яс 75 ratings,score: 100,/book/show/32622369-naughty-housewives
"A Million Different Ways (Horn Duet, #1)",P. Dangelico, 4.04 avg rating _яс 311 ratings,score: 100,/book/show/30636413-a-million-different-ways
Next!: The Search for My Last First Date,Robert    James, 4.00 avg rating _яс 30 ratings,score: 100,/book/show/22496572-next
Ella Enchanted,Gail Carson Levine," 3.97 avg rating _яс 347,436 ratings",score: 100,/book/show/24337.Ella_Enchanted
"Crave: Part One (Crave Duet, #1)",E.K. Blair, 4.09 avg rating _яс 461 ratings,score: 100,/book/show/34929050-crave
"The Black Hawk (The Spymaster's Lady, #4)",Joanna Bourne," 4.16 avg rating _яс 2,600 ratings",score: 100,/book/show/11538047-the-black-hawk
The Accidental Wife,C.J. Fosdick, 4.28 avg rating _яс 25 ratings,score: 100,/book/show/25165911-the-accidental-wife
Surrender the Wind,Elizabeth St. Michel, 4.62 avg rating _яс 50 ratings,score: 100,/book/show/30643163-surrender-the-wind
Annie's Song,Catherine Anderson," 4.20 avg rating _яс 10,398 ratings",score: 99,/book/show/659600.Annie_s_Song
"The Rainbow Season (Turner's Rainbows Saga, #1)",Lisa Gregory, 3.97 avg rating _яс 506 ratings,score: 99,/book/show/475006.The_Rainbow_Season
"Stardust of Yesterday (de Piaget, #9; de Paiget/MacLeod, #1)",Lynn Kurland," 4.10 avg rating _яс 3,540 ratings",score: 99,/book/show/17054.Stardust_of_Yesterday
"The Keeper: Revenge (The Keeper, #2)",O.L. Ramos, 4.24 avg rating _яс 124 ratings,score: 99,/book/show/18373829-the-keeper
"Arielle: Immortal Quickening (Immortal Rapture, #4)",Lilian Roberts, 4.45 avg rating _яс 209 ratings,score: 99,/book/show/18126565-arielle
_Е╣_Е▄_к█_Е__Е__Е█_к█_Ег_Е__к█ _Е╣_к╬_Е╘_к█_Е╠_Е__Е█_к█_Ег_Е__к█ [Vandhargal Vendrargal],Madhan," 4.23 avg rating _яс 1,895 ratings",score: 99,/book/show/7493659-vandhargal-vendrargal
The Champion,Carla Capshaw, 4.26 avg rating _яс 452 ratings,score: 99,/book/show/10662095-the-champion
"The Violet Hour (The Violet Hour, #1)",Andrea L. Wells, 3.87 avg rating _яс 170 ratings,score: 99,/book/show/25348861-the-violet-hour
"Flat-Out Love (Flat-Out Love, #1)",Jessica Park," 4.01 avg rating _яс 52,230 ratings",score: 99,/book/show/11096647-flat-out-love
Forbidden,Tabitha Suzuma," 4.06 avg rating _яс 43,580 ratings",score: 99,/book/show/7600924-forbidden
"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James," 3.66 avg rating _яс 1,441,132 ratings",score: 99,/book/show/10818853-fifty-shades-of-grey
Not Quite a Husband,Sherry Thomas," 3.88 avg rating _яс 7,023 ratings",score: 99,/book/show/5841500-not-quite-a-husband
Atonement,Ian McEwan," 3.88 avg rating _яс 367,466 ratings",score: 99,/book/show/6867.Atonement
The Winds of Fate,Elizabeth St. Michel, 3.97 avg rating _яс 194 ratings,score: 99,/book/show/23282635-the-winds-of-fate
Line of Scrimmage,Marie Force," 3.99 avg rating _яс 6,615 ratings",score: 98,/book/show/3564825-line-of-scrimmage
"Point of Retreat (Slammed, #2)",Colleen Hoover," 4.30 avg rating _яс 124,759 ratings",score: 98,/book/show/13496084-point-of-retreat
"Learning To Let Go (Learning, #2)",Cynthia P. O'Neill, 4.06 avg rating _яс 174 ratings,score: 98,/book/show/18802141-learning-to-let-go
"The Opportunist (Love Me with Lies, #1)",Tarryn Fisher," 4.22 avg rating _яс 42,003 ratings",score: 98,/book/show/13312527-the-opportunist
Only By Your Touch,Catherine Anderson," 4.17 avg rating _яс 2,168 ratings",score: 98,/book/show/10835752-only-by-your-touch
"Fool Me Twice (Rules for the Reckless, #2)",Meredith Duran," 3.96 avg rating _яс 3,335 ratings",score: 98,/book/show/18143986-fool-me-twice
"Kings Rising (Captive Prince, #3)",C.S. Pacat," 4.50 avg rating _яс 18,424 ratings",score: 98,/book/show/17158532-kings-rising
Sweet Vengeance: Duke of Rutland Series Book 1,Elizabeth St. Michel, 5.00 avg rating _яс 2 ratings,score: 98,/book/show/36052454-sweet-vengeance
"Starcrossed (Starcrossed, #1)",Josephine Angelini," 4.08 avg rating _яс 55,477 ratings",score: 97,/book/show/9462795-starcrossed
"Touch of Power (Healer, #1)",Maria V. Snyder," 4.17 avg rating _яс 33,683 ratings",score: 97,/book/show/10445208-touch-of-power
"Fired Up (Arcane Society, #7; Dreamlight Trilogy, #1)",Jayne Ann Krentz," 4.05 avg rating _яс 8,207 ratings",score: 97,/book/show/8199591-fired-up
"Assumption (Underground Kings, #1)",Aurora Rose Reynolds," 4.18 avg rating _яс 15,212 ratings",score: 97,/book/show/21063217-assumption
"In the Woods (Dublin Murder Squad, #1)",Tana French," 3.75 avg rating _яс 204,422 ratings",score: 97,/book/show/237209.In_the_Woods
The Duke of Shadows,Meredith Duran," 4.06 avg rating _яс 5,143 ratings",score: 97,/book/show/3112394-the-duke-of-shadows
"Queen of the Darkness (The Black Jewels, #3)",Anne Bishop," 4.37 avg rating _яс 21,656 ratings",score: 97,/book/show/47959.Queen_of_the_Darkness
"Vampire Academy Box Set (Vampire Academy, #1-4)",Richelle Mead," 4.57 avg rating _яс 33,402 ratings",score: 96,/book/show/8718952-vampire-academy-box-set
The Perks of Being a Wallflower,Stephen Chbosky," 4.21 avg rating _яс 961,542 ratings",score: 96,/book/show/13573503-the-perks-of-being-a-wallflower
"Slightly Married (Bedwyn Saga, #1)",Mary Balogh," 3.94 avg rating _яс 10,430 ratings",score: 96,/book/show/6297034-slightly-married
"Fighting Silence (On the Ropes, #1)",Aly Martinez," 4.22 avg rating _яс 11,647 ratings",score: 96,/book/show/23206497-fighting-silence
My Girl,Jack   Jordan," 3.76 avg rating _яс 4,086 ratings",score: 96,/book/show/30109213-my-girl
The Dream Hunter,Laura Kinsale," 3.79 avg rating _яс 1,180 ratings",score: 96,/book/show/802150.The_Dream_Hunter
The Time Traveler's Wife,Audrey Niffenegger," 3.95 avg rating _яс 1,316,351 ratings",score: 96,/book/show/207035.The_Time_Traveler_s_Wife
"The King's Falcon (Roundheads and Cavaliers, #3)",Stella Riley, 4.03 avg rating _яс 62 ratings,score: 96,/book/show/22591549-the-king-s-falcon
The Girl Who Chased the Moon,Sarah Addison Allen," 3.97 avg rating _яс 46,555 ratings",score: 95,/book/show/5126859-the-girl-who-chased-the-moon
The Proposition,Judith Ivory," 3.87 avg rating _яс 3,490 ratings",score: 95,/book/show/720801.The_Proposition
"Beautiful Bad Man (Sutton Family, #1)",Ellen O'Connell," 4.07 avg rating _яс 1,598 ratings",score: 95,/book/show/16048967-beautiful-bad-man
Waking the Witch,Lisa Whitefern, 4.54 avg rating _яс 92 ratings,score: 94,/book/show/6079129-waking-the-witch
The Indiscretion,Judith Ivory, 3.82 avg rating _яс 701 ratings,score: 94,/book/show/222757.The_Indiscretion
"Eyes of Silver, Eyes of Gold (Eyes of Silver, Eyes of Gold, #1)",Ellen O'Connell," 4.23 avg rating _яс 4,052 ratings",score: 94,/book/show/8262550-eyes-of-silver-eyes-of-gold
"Collision Course (Florida Books, #2)",K.A. Mitchell," 3.99 avg rating _яс 3,647 ratings",score: 93,/book/show/5989460-collision-course
"Bared to You (Crossfire, #1)",Sylvia Day," 4.19 avg rating _яс 388,259 ratings",score: 93,/book/show/20448515-bared-to-you
The Sugar Queen,Sarah Addison Allen," 3.98 avg rating _яс 42,367 ratings",score: 93,/book/show/6202183-the-sugar-queen
Black Silk,Judith Ivory, 3.65 avg rating _яс 826 ratings,score: 93,/book/show/1361044.Black_Silk
"My Lord and Spymaster (Spymasters, #2)",Joanna Bourne," 3.89 avg rating _яс 2,028 ratings",score: 93,/book/show/2281319.My_Lord_and_Spymaster
"Nothing But Trouble (Chinooks Hockey Team, #5)",Rachel Gibson," 4.02 avg rating _яс 13,921 ratings",score: 92,/book/show/6950451-nothing-but-trouble
Dear John,Nicholas Sparks," 4.01 avg rating _яс 457,407 ratings",score: 92,/book/show/5526.Dear_John
Untie My Heart,Judith Ivory," 3.89 avg rating _яс 1,559 ratings",score: 92,/book/show/1361045.Untie_My_Heart
A Splendid Defiance,Stella Riley, 4.31 avg rating _яс 169 ratings,score: 92,/book/show/3170789-a-splendid-defiance
"Hawksong (The Kiesha'ra, #1)",Amelia Atwater-Rhodes," 4.15 avg rating _яс 18,857 ratings",score: 91,/book/show/30334.Hawksong
The Wind and the Sea,Marsha Canham, 4.15 avg rating _яс 646 ratings,score: 91,/book/show/891795.The_Wind_and_the_Sea
"Extreme Exposure (I-Team, #1)",Pamela Clare," 3.92 avg rating _яс 12,303 ratings",score: 91,/book/show/6068889-extreme-exposure
"Mr. Impossible (Carsington Brothers, #2)",Loretta Chase," 3.98 avg rating _яс 5,260 ratings",score: 91,/book/show/132606.Mr_Impossible
"Garland of Straw (Roundheads and Cavaliers, #2)",Stella Riley, 4.23 avg rating _яс 94 ratings,score: 91,/book/show/3170787-garland-of-straw
"The Last Arrow (Robin Hood, #3)",Marsha Canham, 4.27 avg rating _яс 693 ratings,score: 90,/book/show/707592.The_Last_Arrow
"Miss Wonderful (Carsington Brothers, #1)",Loretta Chase," 3.67 avg rating _яс 4,152 ratings",score: 90,/book/show/425374.Miss_Wonderful
The Marigold Chain,Stella Riley, 4.03 avg rating _яс 129 ratings,score: 90,/book/show/3099801-the-marigold-chain
"In the Shadow of Midnight (Robin Hood, #2)",Marsha Canham, 4.19 avg rating _яс 617 ratings,score: 89,/book/show/707604.In_the_Shadow_of_Midnight
"A Week to Be Wicked (Spindle Cove, #2)",Tessa Dare," 4.12 avg rating _яс 16,471 ratings",score: 89,/book/show/12944122-a-week-to-be-wicked
"Lord Perfect  (Carsington Brothers, #3)",Loretta Chase," 4.01 avg rating _яс 4,558 ratings",score: 89,/book/show/132598.Lord_Perfect
The Mу╘salliance,Stella Riley, 4.03 avg rating _яс 334 ratings,score: 89,/book/show/3170821-the-m-salliance
"When You Dare (Men Who Walk the Edge of Honor, #1)",Lori Foster," 4.17 avg rating _яс 12,095 ratings",score: 88,/book/show/11048288-when-you-dare
Case of William Smith,Patricia Wentworth, 3.99 avg rating _яс 498 ratings,score: 88,/book/show/2581680-case-of-william-smith
A Woman Scorned (Lorimer Family & Clan Cameron #2),Liz Carlyle, 3.86 avg rating _яс 737 ratings,score: 88,/book/show/490475.A_Woman_Scorned
"The Black Madonna (Roundheads and Cavaliers, #1)",Stella Riley, 4.25 avg rating _яс 119 ratings,score: 88,/book/show/3170793-the-black-madonna
"The Blood of Roses (Highlands, #2)",Marsha Canham," 4.10 avg rating _яс 1,993 ratings",score: 87,/book/show/707222.The_Blood_of_Roses
"My False Heart (Lorimer Family & Clan Cameron, #1)",Liz Carlyle, 3.85 avg rating _яс 971 ratings,score: 87,/book/show/490477.My_False_Heart
Marriage Upon Terms: A Regency Historical Romance (The Gentlemen of Christopher's Book 2),Kate Morrell, 4.37 avg rating _яс 71 ratings,score: 87,/book/show/34521383-marriage-upon-terms
To Love and to Cherish (Wyckerley Trilogy #1),Patricia Gaffney, 3.68 avg rating _яс 768 ratings,score: 86,/book/show/525620.To_Love_and_to_Cherish
"The Wicked Cousin (Rockcliffe, #4)",Stella Riley, 4.19 avg rating _яс 111 ratings,score: 86,/book/show/34836264-the-wicked-cousin
"Tangled Up In You  (Writer Friends, #3; Truly, Idaho, #2)",Rachel Gibson," 3.95 avg rating _яс 10,177 ratings",score: 85,/book/show/5382623-tangled-up-in-you
Written on Your Skin,Meredith Duran," 3.82 avg rating _яс 1,883 ratings",score: 85,/book/show/5841535-written-on-your-skin
Noble Satyr (Roxton Series #1),Lucinda Brant, 3.80 avg rating _яс 787 ratings,score: 85,/book/show/9543037-noble-satyr
"Fool for Love (Gansett Island Series, #2)",Marie Force," 4.22 avg rating _яс 10,118 ratings",score: 84,/book/show/11483403-fool-for-love
"A Highlander's Homecoming (Daughters of the Glen, #6)",Melissa Mayhue," 4.18 avg rating _яс 1,247 ratings",score: 84,/book/show/6503378-a-highlander-s-homecoming
Summer Breeze (Keegan-Paxton #3),Catherine Anderson," 4.13 avg rating _яс 2,623 ratings",score: 84,/book/show/89362.Summer_Breeze
The Wagered Widow,Patricia Veryan, 4.17 avg rating _яс 230 ratings,score: 84,/book/show/271135.The_Wagered_Widow
"Highland Guardian (Daughters of the Glen, #2)",Melissa Mayhue," 4.06 avg rating _яс 1,906 ratings",score: 83,/book/show/1537464.Highland_Guardian
The Snow Child,Eowyn Ivey," 3.95 avg rating _яс 85,817 ratings",score: 83,/book/show/11250053-the-snow-child
The Ideal Man,Julie Garwood," 3.92 avg rating _яс 12,991 ratings",score: 83,/book/show/11350878-the-ideal-man
"Lords of Misrule (Roundheads and Cavaliers, #4)",Stella Riley, 4.20 avg rating _яс 50 ratings,score: 83,/book/show/29499215-lords-of-misrule
The Shoemaker's Wife,Adriana Trigiani," 3.98 avg rating _яс 62,680 ratings",score: 82,/book/show/13127599-the-shoemaker-s-wife
"The Fortune Hunter (Lord Rival, #2)",Diane Farr, 3.86 avg rating _яс 472 ratings,score: 81,/book/show/1377591.The_Fortune_Hunter
Knight's Game (All or Nothing #2),C.C. Gibbs," 4.08 avg rating _яс 4,518 ratings",score: 80,/book/show/18112563-knight-s-game
"The Summer Garden (The Bronze Horseman, #3)",Paullina Simons," 4.12 avg rating _яс 19,348 ratings",score: 80,/book/show/608216.The_Summer_Garden
"Icefire (Pure Wildfire, #2)",Lynne Connolly, 4.12 avg rating _яс 118 ratings,score: 79,/book/show/7105112-icefire
The Do-Over,M.K. Schiller," 4.03 avg rating _яс 8,740 ratings",score: 78,/book/show/18660750-the-do-over
"American Savages (Ruthless People, #3)",J.J. McAvoy," 4.53 avg rating _яс 6,124 ratings",score: 78,/book/show/22237681-american-savages
"Heartbreaker (Buchanan-Renard-McKenna, #1)",Julie Garwood," 4.02 avg rating _яс 21,000 ratings",score: 78,/book/show/6440763-heartbreaker
"Six of Hearts (Hearts, #1)",L.H. Cosway," 4.08 avg rating _яс 13,494 ratings",score: 77,/book/show/22324683-six-of-hearts
"The Untouchables (Ruthless People, #2)",J.J. McAvoy," 4.48 avg rating _яс 6,592 ratings",score: 77,/book/show/22237428-the-untouchables
"Mercy (Buchanan, #2)",Julie Garwood," 4.11 avg rating _яс 15,777 ratings",score: 77,/book/show/6440761-mercy
"One Lucky Vampire (Argeneau, #19)",Lynsay Sands," 4.13 avg rating _яс 7,215 ratings",score: 76,/book/show/17334051-one-lucky-vampire
"Ruthless People (Ruthless People, #1)",J.J. McAvoy," 4.06 avg rating _яс 13,975 ratings",score: 76,/book/show/22237407-ruthless-people
"Simple Jess (Marrying Stone, #2)",Pamela Morsi," 4.09 avg rating _яс 2,281 ratings",score: 75,/book/show/692935.Simple_Jess
The Sea of Tranquility,Katja Millay," 4.34 avg rating _яс 66,540 ratings",score: 75,/book/show/16151178-the-sea-of-tranquility
Black Lies,Alessandra Torre," 4.32 avg rating _яс 23,059 ratings",score: 75,/book/show/22471294-black-lies
"End of the Innocence (Innocence, #3)",Alessandra Torre," 4.21 avg rating _яс 6,722 ratings",score: 74,/book/show/18618994-end-of-the-innocence
"Shadow Dance (Buchanan, #6)",Julie Garwood," 3.97 avg rating _яс 11,170 ratings",score: 74,/book/show/6203084-shadow-dance
"Killjoy (Buchanan, #3)",Julie Garwood," 3.99 avg rating _яс 11,260 ratings",score: 73,/book/show/6440762-killjoy
Christmas Knight (Draycott Abbey #6),Christina Skye, 4.08 avg rating _яс 265 ratings,score: 72,/book/show/1137680.Christmas_Knight
"Mercury's War (Breeds, #16; Feline Breeds, #10)",Lora Leigh," 4.37 avg rating _яс 10,637 ratings",score: 72,/book/show/2981807-mercury-s-war
"Masked Innocence (Innocence, #2)",Alessandra Torre," 4.15 avg rating _яс 7,498 ratings",score: 72,/book/show/18734971-masked-innocence
"Slow Burn (Buchanan, #5)",Julie Garwood," 4.01 avg rating _яс 12,302 ratings",score: 72,/book/show/5644857-slow-burn
"Murder List (Buchanan, #4)",Julie Garwood," 4.01 avg rating _яс 12,520 ratings",score: 71,/book/show/6012263-murder-list
"Wild (Winston Brothers, #4)",Lori Foster," 4.07 avg rating _яс 2,177 ratings",score: 70,/book/show/763212.Wild
"All He Desires (All or Nothing, #3)",C.C. Gibbs," 4.00 avg rating _яс 3,137 ratings",score: 68,/book/show/18051527-all-he-desires
"Completion (The Kane Trilogy, #3.5)",Stylo Fantome," 4.32 avg rating _яс 4,628 ratings",score: 67,/book/show/23570856-completion
"Reparation (The Kane Trilogy, #3)",Stylo Fantome," 4.26 avg rating _яс 7,062 ratings",score: 66,/book/show/23623313-reparation
"To Die For (Blair Mallory, #1)",Linda Howard," 3.97 avg rating _яс 10,447 ratings",score: 66,/book/show/6478145-to-die-for
"Separation (The Kane Trilogy, #2)",Stylo Fantome," 4.15 avg rating _яс 7,814 ratings",score: 65,/book/show/23262732-separation
"Hard and Fast (Fast Track, #2)",Erin McCarthy," 4.04 avg rating _яс 9,754 ratings",score: 64,/book/show/5303134-hard-and-fast
"Degradation (The Kane Trilogy, #1)",Stylo Fantome," 4.22 avg rating _яс 9,915 ratings",score: 64,/book/show/22760746-degradation
"The Heart of a Hero (Spellbound Falls, #4)",Janet Chapman," 4.28 avg rating _яс 1,320 ratings",score: 63,/book/show/15808401-the-heart-of-a-hero
"Love Irresistibly (FBI/US Attorney, #4)",Julie James," 4.10 avg rating _яс 14,332 ratings",score: 63,/book/show/16043810-love-irresistibly
"A Lot Like Love (FBI/US Attorney, #2)",Julie James," 4.09 avg rating _яс 25,908 ratings",score: 62,/book/show/9807853-a-lot-like-love
Tallchief,Dinah McCall, 4.09 avg rating _яс 624 ratings,score: 60,/book/show/582070.Tallchief
"About That Night (FBI/US Attorney, #3)",Julie James," 4.07 avg rating _яс 19,482 ratings",score: 60,/book/show/12387414-about-that-night
Silver Lining,Maggie Osborne," 4.07 avg rating _яс 4,122 ratings",score: 60,/book/show/467409.Silver_Lining
"Roses in Moonlight (MacLeod, #9; de Piaget/MacLeod, #19)",Lynn Kurland, 4.11 avg rating _яс 914 ratings,score: 59,/book/show/15985376-roses-in-moonlight
"Mine Till Midnight (The Hathaways, #1)",Lisa Kleypas," 4.08 avg rating _яс 46,775 ratings",score: 59,/book/show/8205270-mine-till-midnight
True Betrayals / Montana Sky / Sanctuary,Nora Roberts, 4.40 avg rating _яс 638 ratings,score: 58,/book/show/26051.True_Betrayals_Montana_Sky_Sanctuary
"Born In Trilogy Collection (Born In, #1-3)",Nora Roberts," 4.37 avg rating _яс 6,143 ratings",score: 57,/book/show/114178.Born_In_Trilogy_Collection
"The Perfect Match (Blue Heron, #2)",Kristan Higgins," 4.00 avg rating _яс 10,684 ratings",score: 53,/book/show/17738218-the-perfect-match
Confess,Colleen Hoover," 4.25 avg rating _яс 88,221 ratings",score: 48,/book/show/22609310-confess
"A Heart So Wild (Straton Family, #1)",Johanna Lindsey," 4.04 avg rating _яс 5,166 ratings",score: 47,/book/show/7204399-a-heart-so-wild
"Pearl Jinx (Jinx, #2; Cajun, #6)",Sandra Hill, 4.05 avg rating _яс 718 ratings,score: 46,/book/show/632422.Pearl_Jinx
"Lady Of The Knight (Knights, #3;  The Brocade #4)",Jackie Ivie, 4.00 avg rating _яс 429 ratings,score: 46,/book/show/613972.Lady_Of_The_Knight
"Wild Jinx (Jinx, #3; Cajun, #7)",Sandra Hill, 4.09 avg rating _яс 786 ratings,score: 45,/book/show/2006672.Wild_Jinx
"The Red Hot Cajun (Cajun, #4)",Sandra Hill," 4.21 avg rating _яс 1,307 ratings",score: 44,/book/show/1452237.The_Red_Hot_Cajun
"Tall, Dark, and Cajun (Cajun, #2)",Sandra Hill," 4.07 avg rating _яс 1,621 ratings",score: 43,/book/show/680231.Tall_Dark_and_Cajun
Loving Mr. Daniels,Brittainy C. Cherry," 4.28 avg rating _яс 22,178 ratings",score: 43,/book/show/20348781-loving-mr-daniels
"The Cajun Cowboy (Cajun, #3)",Sandra Hill," 4.10 avg rating _яс 1,302 ratings",score: 42,/book/show/1412055.The_Cajun_Cowboy
"Heart-Shaped Hack (Kate and Ian, #1)",Tracey Garvis-Graves," 4.09 avg rating _яс 7,385 ratings",score: 42,/book/show/25630718-heart-shaped-hack
"White-Hot Hack (Kate and Ian, #2)",Tracey Garvis-Graves," 4.03 avg rating _яс 2,106 ratings",score: 40,/book/show/26188799-white-hot-hack
The Proposal (The Survivors' Club #1),Mary Balogh," 3.78 avg rating _яс 6,726 ratings",score: 39,/book/show/12707039-the-proposal
The Arrangement (The Survivors' Club #2),Mary Balogh," 3.83 avg rating _яс 5,899 ratings",score: 38,/book/show/15797358-the-arrangement
"The Score (Off-Campus, #3)",Elle Kennedy," 4.27 avg rating _яс 36,000 ratings",score: 37,/book/show/27252717-the-score
"Sizzle and Burn (Arcane Society, #3)",Jayne Ann Krentz," 4.05 avg rating _яс 7,795 ratings",score: 36,/book/show/689486.Sizzle_and_Burn
"Saddled and Spurred (Blacktop Cowboys, #2)",Lorelei James," 4.24 avg rating _яс 5,578 ratings",score: 35,/book/show/8409257-saddled-and-spurred
The Villa,Nora Roberts," 3.94 avg rating _яс 22,234 ratings",score: 35,/book/show/6448505-the-villa
"Beautiful Secret (Beautiful Bastard, #4)",Christina Lauren," 4.13 avg rating _яс 20,098 ratings",score: 35,/book/show/22431039-beautiful-secret
Montana Sky,Nora Roberts," 4.07 avg rating _яс 38,737 ratings",score: 34,/book/show/6485479-montana-sky
The Hart Brothers: Simon & Callaghan,Diana Palmer, 4.24 avg rating _яс 683 ratings,score: 33,/book/show/959076.The_Hart_Brothers
The Witness,Nora Roberts," 4.19 avg rating _яс 50,054 ratings",score: 33,/book/show/13606595-the-witness
"Charmed by His Love (Spellbound Falls, #2)",Janet Chapman," 4.26 avg rating _яс 1,595 ratings",score: 32,/book/show/13113057-charmed-by-his-love
The Liar,Nora Roberts," 3.95 avg rating _яс 24,944 ratings",score: 32,/book/show/23431131-the-liar
"Cake: A Love Story (Cake, #1)",J. Bengtsson," 4.25 avg rating _яс 5,946 ratings",score: 32,/book/show/30815927-cake
"A Highlander of Her Own (Daughters of the Glen, #4)",Melissa Mayhue," 4.20 avg rating _яс 2,067 ratings",score: 31,/book/show/3537854-a-highlander-of-her-own
Birthright,Nora Roberts," 3.99 avg rating _яс 20,622 ratings",score: 31,/book/show/6606316-birthright
"The Theory of Second Best (Cake, #2)",J. Bengtsson, 4.32 avg rating _яс 981 ratings,score: 31,/book/show/33597338-the-theory-of-second-best
"Hot & Heavy (Viking II, #5)",Sandra Hill, 4.22 avg rating _яс 966 ratings,score: 30,/book/show/1479504.Hot_Heavy
Hidden Riches,Nora Roberts," 3.97 avg rating _яс 14,414 ratings",score: 30,/book/show/6307421-hidden-riches
"Simply Irresistible (Lucky Harbor, #1)",Jill Shalvis," 3.92 avg rating _яс 28,970 ratings",score: 29,/book/show/9419029-simply-irresistible
Lucky Streak (Lucky #2),Carly Phillips," 4.01 avg rating _яс 3,159 ratings",score: 28,/book/show/5022095-lucky-streak
"Head Over Heels (Lucky Harbor, #3)",Jill Shalvis," 4.16 avg rating _яс 17,545 ratings",score: 27,/book/show/10599302-head-over-heels
Hot Number (Hot Zone #2),Carly Phillips," 4.04 avg rating _яс 6,988 ratings",score: 26,/book/show/16222.Hot_Number
"Lucky in Love (Lucky Harbor, #4)",Jill Shalvis," 4.21 avg rating _яс 12,475 ratings",score: 26,/book/show/13327025-lucky-in-love
