,FAKEID,Y2defect,Y1G5,Y1G4,Y1G3,Y1G2,Y1G1,Y1price,YEARS,BACKER,AGE,INCOME,GNDR,OWNHOME,SPORT,PCTMARR,HOMEVAL
4610,800O61TA,0,0,1,1,0,1,15,3,1,19,5,0,1,0.0,42,209
4611,267M38KM,0,0,1,0,0,0,15,3,0,57,3,1,1,0.0,25,16
4613,621N91LI,0,1,0,1,0,1,15,9,1,74,0,0,1,0.0,63,53
4614,578O38KJ,0,0,0,1,0,0,15,3,1,69,6,0,1,0.0,66,111
4615,732G30ZI,1,1,1,0,0,0,25,7,0,63,3,1,0,0.0,64,100
4616,972V08ST,1,0,0,1,0,1,15,4,0,36,4,1,1,0.0,69,90
4617,057S89KM,1,0,1,1,0,0,25,3,0,45,4,0,1,0.0,71,97
4619,163N74ZF,1,0,0,1,0,0,15,2,0,63,1,0,1,0.0,70,172
4620,412G56EU,1,1,1,0,1,0,15,10,1,77,4,0,1,0.0,71,95
4621,330E09MW,1,0,0,0,1,0,25,9,1,48,4,1,1,2.0,64,42
4622,033X00KS,1,1,0,0,0,1,15,3,0,75,1,0,1,0.0,62,177
4623,223H62LC,0,1,0,1,0,0,25,4,1,49,5,1,1,0.0,73,87
4626,485X59WJ,1,0,0,0,1,1,50,11,1,45,6,0,1,0.0,42,501
4627,108X74DR,1,0,0,0,1,1,15,5,1,47,5,1,1,0.0,62,292
4629,138V65GA,0,1,0,0,0,1,15,7,0,73,1,0,1,0.0,68,66
4630,394E10GT,1,1,1,0,0,1,15,11,1,93,2,0,1,0.0,64,80
4631,568B98TW,1,0,1,0,0,0,15,4,0,77,4,1,1,0.0,70,184
4633,345N97KC,1,0,0,1,0,1,15,10,1,60,5,0,1,0.0,71,489
4634,519D50PP,0,0,0,1,1,1,15,10,1,66,4,1,1,0.0,66,66
4635,100H54WI,1,0,0,1,0,0,25,2,0,71,6,0,1,0.0,60,249
4636,766Q72GJ,0,1,1,0,0,0,15,4,0,47,5,1,1,0.0,77,78
4641,095Z28SB,1,0,1,1,0,0,25,3,0,61,6,1,1,0.0,67,134
4642,476T94PJ,1,1,1,1,0,0,15,11,0,69,0,0,1,0.0,66,61
4644,770I02EM,0,0,1,0,1,1,15,3,0,36,1,0,1,0.0,57,72
