,FAKEID,Y2defect,Y1G5,Y1G4,Y1G3,Y1G2,Y1G1,Y1price,YEARS,BACKER,AGE,INCOME,GNDR,OWNHOME,SPORT,PCTMARR,HOMEVAL
2488,193V52ZJ,1,0,1,0,1,0,15,9,1,80,1,0,1,0.0,60,89
2489,982H99QP,0,1,1,0,0,1,15,7,1,40,1,0,1,0.0,66,171
2490,050D77AF,0,1,0,1,0,1,15,8,1,43,3,1,1,0.0,60,57
2492,800D76EU,1,0,0,1,0,0,50,3,0,67,3,1,1,0.0,63,407
2493,431I37IC,1,1,1,1,0,0,25,3,0,49,6,0,1,0.0,64,76
2496,485D20CR,1,1,1,1,1,1,25,10,1,60,3,0,1,0.0,62,113
2497,835B71HY,0,0,0,1,0,0,15,6,0,85,1,0,1,0.0,54,38
2500,660P24DG,0,1,0,1,0,0,25,7,1,56,2,1,1,0.0,67,126
2501,825E49KK,0,0,0,1,1,1,15,11,1,64,5,1,1,0.0,55,92
2502,530L33XH,1,0,1,1,0,0,15,3,0,67,6,0,1,0.0,65,354
2504,308B12YU,0,0,1,1,0,0,15,7,1,52,0,0,1,0.0,49,65
2505,645O12LA,0,1,0,1,0,1,15,10,1,54,2,0,1,0.0,71,79
2507,863E59LL,0,0,1,1,0,1,15,11,1,78,5,1,1,0.0,61,67
2508,711U14NB,0,0,0,1,1,1,15,9,1,73,0,0,1,0.0,54,47
2509,051F17AD,0,0,1,1,1,1,25,9,1,68,4,0,1,0.0,49,137
2511,747M02MF,0,0,0,1,0,0,15,9,1,70,1,0,1,0.0,56,60
2512,950V94GM,1,0,0,0,0,1,15,7,0,87,0,0,1,0.0,69,31
2513,929U24YO,0,0,0,0,0,1,25,10,1,41,1,0,1,0.0,54,78
2514,665T37CH,0,1,1,1,0,1,15,9,0,53,6,1,1,0.0,68,270
2515,497Z70DQ,0,0,0,0,0,1,15,8,0,69,1,1,1,0.0,82,190
2517,181Z42ZX,1,0,0,1,0,0,15,3,0,80,4,0,1,0.0,69,100
2519,577K40KU,0,1,0,1,0,0,15,5,0,56,6,1,1,0.0,68,67
2521,772F76XJ,1,0,1,1,0,0,15,3,0,32,1,1,1,0.0,57,57
2524,677E94XO,0,0,0,1,0,1,15,10,1,40,4,1,1,0.0,63,82
2529,545N87CU,0,0,1,0,1,1,50,7,0,43,5,1,1,0.0,73,82
2532,884H70TP,0,1,1,0,0,0,15,3,0,59,4,1,1,0.0,52,219
2534,238H81CB,1,0,1,1,1,1,15,7,0,74,0,0,1,0.0,54,52
2535,542X52DH,1,1,0,0,0,0,25,7,0,64,6,1,1,0.0,57,198
2536,805B08WH,1,0,0,0,1,0,25,10,0,76,1,0,1,0.0,55,59
2537,965G16KS,0,1,0,1,1,0,25,4,0,40,6,0,1,0.0,77,131
2538,123X26TZ,1,0,1,1,0,0,15,3,0,39,4,0,1,0.0,48,58
2540,559S73BX,1,0,1,1,0,0,15,2,0,75,0,1,0,0.0,65,41
2541,059F89RB,1,1,0,1,0,1,15,4,0,53,4,0,1,0.0,46,76
2543,378K16HA,1,0,1,0,0,0,15,3,0,36,4,1,1,0.0,52,278
2546,848K84DO,1,0,1,1,0,0,50,5,0,67,4,1,1,0.0,64,44
2547,268B68TE,0,1,0,1,0,0,25,5,0,84,6,0,1,0.0,57,390
2548,346X00KM,0,0,0,1,0,1,15,3,0,81,6,0,1,0.0,68,189
2549,707Q19WM,0,1,1,1,1,0,15,6,1,53,3,0,1,0.0,63,47
2550,757G20GM,1,0,0,1,0,0,15,3,0,67,3,0,1,0.0,69,142
2551,152A19YS,0,0,1,0,0,1,15,8,1,76,4,0,1,0.0,64,146
2552,253L15RX,0,0,1,1,0,1,15,6,1,55,3,0,1,0.0,57,50
2554,262A66OM,0,0,0,1,1,1,15,5,1,57,5,1,1,0.0,71,97
2557,264B07UU,1,0,0,0,0,1,15,5,0,80,1,1,0,0.0,48,50
2558,713V14XS,0,0,1,0,1,0,15,4,0,69,5,1,1,0.0,64,101
2560,451I10FF,1,1,0,1,1,1,15,11,1,61,4,0,1,0.0,69,317
2561,793P05IA,1,0,1,0,0,0,15,3,0,54,2,1,1,0.0,77,73
2562,414H62GN,0,1,0,0,1,1,25,11,0,43,3,1,1,0.0,58,151
2563,832V47LE,0,1,0,0,1,0,15,10,1,46,4,0,1,1.0,49,63
2564,543V30NW,0,0,0,1,1,1,50,4,0,72,6,1,1,0.0,63,267
2565,957P04ZA,1,1,0,1,0,0,25,3,0,48,2,1,1,0.0,60,53
2566,756U00LO,0,1,0,1,0,0,50,4,0,45,4,1,1,0.0,68,99
2567,114T44SR,1,0,0,1,0,1,25,3,0,60,1,1,1,0.0,56,55
2568,166A58OV,0,0,1,1,0,1,15,10,1,48,4,0,1,0.0,61,298
2571,554L78MY,1,1,1,0,0,0,15,4,0,37,0,0,1,0.0,41,58
2572,971A86CJ,0,1,0,1,1,0,15,9,1,57,3,0,1,0.0,65,88
2573,394J94JJ,0,0,0,1,0,0,15,3,0,85,0,0,1,0.0,49,60
2576,270R84YH,1,0,0,0,0,1,15,4,0,43,5,0,1,0.0,56,127
2578,538C57AS,0,0,1,0,1,1,50,7,0,80,2,1,1,0.0,76,73
2579,488N75MA,0,1,0,1,0,0,15,11,1,42,6,1,1,0.0,76,64
2582,823Q45HS,1,0,0,1,0,1,15,7,1,70,3,0,1,0.0,57,75
2584,424L51MP,1,1,0,0,0,1,15,6,0,76,3,0,1,0.0,36,91
2590,366G15LO,1,1,1,1,0,1,25,4,0,48,4,0,1,1.0,72,93
2591,072H54YI,0,0,0,1,0,0,15,11,1,79,3,1,1,0.0,68,58
2592,141K25KL,0,1,0,0,0,1,25,5,0,31,2,0,1,0.0,62,53
2593,343E26ZI,1,0,1,0,0,0,15,9,1,77,1,1,1,0.0,59,65
2596,237K80XW,0,1,0,0,0,1,25,5,1,32,3,1,1,0.0,57,165
2597,921Z99GA,1,0,1,1,0,0,15,2,0,45,5,1,1,0.0,65,83
2600,769E17UL,0,0,1,0,0,0,25,3,0,57,5,0,1,0.0,0,0
2601,560I29PL,1,1,1,0,0,0,25,7,0,72,0,0,0,0.0,60,55
2604,608O11JV,0,0,1,0,1,0,15,4,0,30,3,1,1,0.0,57,105
2607,100S19IT,0,1,1,0,1,1,15,11,1,75,3,1,1,0.0,65,69
2608,908S81UG,0,0,1,0,0,1,25,5,0,40,4,0,1,1.0,66,156
2611,452L75GC,0,0,0,0,1,1,15,6,1,78,1,0,0,0.0,53,168
2612,583V96AR,0,1,1,0,0,1,50,6,0,54,4,1,1,0.0,79,86
2615,374A04IR,1,1,1,1,1,1,15,6,1,37,2,0,1,0.0,62,85
2616,029T05UO,1,0,1,0,0,0,15,3,0,70,3,1,1,0.0,57,41
2618,202Y24MN,0,0,1,1,1,1,25,10,1,75,5,1,0,0.0,78,115
2619,659W08WP,1,0,0,1,0,0,15,3,0,57,4,1,1,0.0,69,75
2622,428A04EL,1,1,1,0,0,1,25,7,0,39,3,1,1,0.0,73,141
2624,401L00NL,1,0,0,1,0,0,25,7,0,48,3,0,1,0.0,31,45
2625,797Z38SG,0,0,0,0,0,1,15,3,1,53,4,1,1,0.0,65,75
2627,711V75FN,1,0,1,1,0,0,15,3,0,83,2,1,1,1.0,74,59
2630,600N02SV,1,0,0,1,0,0,15,3,0,70,3,0,1,0.0,54,134
2631,851A78ZC,0,0,1,1,0,1,15,10,1,48,1,1,1,0.0,55,43
2635,891A13LA,1,1,1,0,0,1,15,4,0,44,4,0,1,0.0,54,115
2637,327T26LC,0,0,0,1,0,0,50,4,1,75,6,0,1,0.0,70,115
2638,397T67JI,0,1,0,0,0,0,15,5,0,48,5,0,1,0.0,41,46
2639,338B95ZO,0,1,0,1,0,0,15,9,1,60,5,0,1,0.0,58,53
2640,420E45KI,0,0,1,0,0,0,15,5,0,71,2,1,1,0.0,67,146
2641,093N79FR,1,0,1,1,0,0,15,3,0,67,3,0,1,0.0,63,216
2645,939W26IM,1,1,0,0,0,1,15,5,0,38,4,0,1,0.0,38,41
2646,580H62ZF,1,0,1,1,0,0,15,3,1,73,2,1,1,0.0,67,83
2649,331S59QP,1,0,1,1,0,1,15,6,1,73,2,0,1,0.0,65,139
2651,968X15FG,0,0,0,1,1,1,15,9,0,56,2,1,1,0.0,56,91
2653,807U65VF,1,0,1,1,0,0,25,8,0,37,4,1,1,0.0,71,88
2655,655G59PI,0,0,1,1,1,0,15,7,0,62,3,0,1,0.0,70,63
2656,797E72DV,1,0,0,0,0,1,15,11,1,83,0,1,1,0.0,72,35
2658,256X09QV,1,1,1,0,0,1,15,10,1,78,1,1,1,1.0,58,268
2660,074A29GE,0,0,0,0,1,0,15,11,1,86,5,1,1,0.0,68,85
2663,022H99LF,1,1,1,1,0,1,15,3,0,85,4,1,1,0.0,75,108
2664,653L07AH,1,1,1,1,0,0,25,11,1,79,0,1,1,0.0,63,108
2667,732D96UQ,0,1,1,0,0,1,15,5,1,56,2,1,1,0.0,72,99
2668,002A23FE,0,0,0,1,1,1,25,3,1,49,3,0,1,0.0,78,79
2670,854Z55NR,0,0,1,1,0,1,15,4,0,47,4,1,1,0.0,68,54
2671,687E71ES,1,0,1,1,0,0,25,4,0,94,4,1,1,0.0,39,265
2673,170W95RD,1,0,0,1,0,0,15,11,1,87,5,0,1,0.0,45,93
2674,319M82DK,0,0,1,1,0,0,15,6,1,45,1,0,1,0.0,67,153
2675,261T87WJ,1,0,0,0,0,1,15,3,0,82,3,1,1,0.0,54,294
2677,636W85QM,1,1,0,1,1,1,15,11,1,77,2,0,1,0.0,69,105
2678,471F83GO,0,0,1,1,0,1,15,11,1,69,3,1,1,0.0,69,384
2679,277Z33KG,0,0,1,1,0,0,25,4,1,43,6,1,1,0.0,63,86
2680,624C10LE,1,0,0,1,1,1,25,7,0,76,2,1,1,0.0,54,97
2681,332Z19HK,1,1,1,1,1,0,50,9,0,88,1,0,1,0.0,65,38
2682,919C23CQ,0,0,1,0,1,0,15,5,1,71,2,1,1,0.0,62,183
2683,198F41TQ,0,1,0,1,0,1,15,3,0,60,4,1,1,0.0,66,66
2684,209A96VH,1,0,0,1,0,1,15,10,0,43,6,0,1,0.0,64,218
2686,685G36ZI,0,1,0,0,1,1,25,8,0,65,1,0,1,0.0,50,223
2690,727C89UF,1,0,0,1,1,0,25,11,1,54,6,1,1,0.0,53,124
2692,055R21NS,1,0,0,1,0,0,15,5,1,51,4,0,1,0.0,60,59
2693,302G34ES,1,1,0,1,0,0,25,4,0,60,3,0,1,0.0,72,54
2694,991U12OV,0,0,0,1,0,0,25,3,0,39,4,0,1,0.0,43,447
2695,159U77DR,0,1,0,0,1,1,25,9,1,37,6,0,1,0.0,63,50
2697,724J45LQ,0,0,1,1,1,1,15,8,1,77,0,0,1,0.0,45,40
2700,034Z69EH,0,1,0,0,0,1,15,8,1,73,4,0,0,0.0,71,68
2705,708W72HH,1,0,1,1,0,0,50,6,0,65,6,0,1,0.0,63,355
2706,095F07BL,1,0,1,1,0,0,15,11,1,66,2,0,1,0.0,72,88
2707,066M14GZ,1,0,1,0,0,0,15,3,0,54,1,1,1,0.0,47,423
2708,385B73FU,1,0,1,1,1,0,15,11,1,38,4,0,1,0.0,59,78
2714,636H04NQ,0,0,1,0,1,1,15,5,1,65,5,1,1,0.0,72,212
2717,851U61HE,0,1,1,1,1,0,15,4,1,30,5,1,1,0.0,51,298
2721,258R26NA,1,0,1,0,0,0,25,3,0,47,5,1,1,0.0,61,469
2722,121R44LN,0,1,1,1,1,1,15,11,1,75,1,1,1,0.0,61,66
2724,954D74EW,0,1,0,1,1,1,25,3,1,81,3,0,1,0.0,57,79
2725,050E57YZ,0,0,1,1,0,1,15,7,1,30,5,1,1,0.0,61,53
2726,231K73YT,1,0,0,0,0,1,15,11,0,46,3,1,1,0.0,69,76
2727,629A79BP,1,1,1,1,0,0,15,4,0,31,4,0,1,0.0,67,65
2729,089G27SW,1,1,1,0,0,1,25,4,0,39,4,1,1,0.0,75,70
2731,460G80KR,0,1,0,0,1,0,25,3,0,67,1,0,1,0.0,47,43
2732,341D94PS,0,0,1,0,0,1,15,4,1,35,6,1,1,2.0,60,149
2733,678T97DX,1,0,1,0,0,0,15,3,0,35,3,1,1,0.0,67,70
2735,218Y66FK,1,1,1,1,0,0,15,10,1,76,2,0,1,0.0,59,94
2740,903N39WZ,0,0,0,1,0,1,50,7,1,47,3,1,1,0.0,72,97
2742,426J78ZH,1,1,0,1,0,0,15,5,1,67,2,1,0,0.0,69,93
2746,460F76FC,1,1,0,0,0,0,15,10,0,61,2,0,1,0.0,56,31
2747,948U03VH,1,1,1,1,0,0,15,4,0,61,4,1,1,0.0,44,128
2748,024W76XI,0,0,0,1,1,0,50,9,0,43,6,1,1,0.0,27,49
2749,089R62PS,1,1,1,1,0,1,25,7,0,57,4,0,1,0.0,75,124
2750,126E73JE,1,0,0,1,0,0,15,2,0,51,6,0,1,0.0,56,127
2754,108P58XR,1,1,1,1,0,0,25,6,0,58,4,0,1,0.0,67,83
2755,328W46CI,1,0,0,0,1,1,15,8,1,70,3,1,1,0.0,50,63
2762,042Q91RK,0,1,1,1,1,1,15,10,1,75,4,0,1,1.0,66,82
2767,965O56NT,1,1,1,1,0,0,15,5,0,39,3,0,1,0.0,60,79
2768,070M08LD,1,0,1,0,0,0,25,6,0,46,6,0,1,0.0,74,127
2769,944W71FM,0,1,1,0,0,0,25,3,0,49,4,0,1,0.0,69,197
2770,797F88LH,0,0,1,0,1,0,25,9,1,85,5,0,1,0.0,71,102
2771,278U04FL,0,1,0,1,0,1,15,8,1,80,2,0,1,0.0,64,164
2772,016S44CB,1,0,0,0,0,1,15,9,1,48,5,0,1,0.0,68,93
2774,461J90XD,1,1,0,0,0,0,50,10,0,62,3,1,1,0.0,59,65
2777,077I10BH,0,1,0,1,1,1,25,7,1,62,1,0,1,0.0,65,152
2782,574W33EF,1,0,1,1,0,0,25,5,0,49,5,1,1,0.0,58,271
2784,699C02IV,0,0,0,1,0,0,15,11,1,63,3,1,1,0.0,42,50
2787,508G77CY,1,0,1,0,0,1,15,7,0,55,3,1,1,0.0,49,76
2789,493S18BJ,0,1,0,1,1,0,15,6,0,76,4,0,1,0.0,51,110
2790,082S44LD,0,1,1,1,0,0,15,5,1,40,3,0,1,0.0,66,61
2792,624B40LP,1,0,0,1,0,0,15,3,1,85,1,0,1,0.0,58,59
2793,742B14IB,1,0,0,1,1,0,25,11,1,82,0,0,1,0.0,58,60
2794,254I12OE,0,0,1,0,0,0,15,11,1,90,2,0,0,0.0,69,32
2795,317T29ZG,0,0,0,1,1,1,15,11,1,87,4,0,1,0.0,73,132
2800,654J24RJ,0,1,1,0,1,1,15,4,1,79,3,0,1,0.0,60,64
2804,122D54ZY,0,1,0,1,1,1,25,10,1,49,6,1,1,0.0,67,129
2805,933R38TI,1,0,1,0,0,0,15,3,0,65,4,1,1,0.0,58,62
2806,869W58LH,1,0,0,1,0,0,15,10,1,88,4,0,1,0.0,65,73
2807,389V54SS,1,1,0,1,0,0,25,5,0,77,3,0,1,0.0,58,67
2809,443H14MK,0,1,0,1,1,1,15,8,1,66,6,0,1,0.0,57,130
2810,595N56NI,1,0,1,0,0,1,25,6,1,79,5,1,1,0.0,0,0
2811,166L64BO,0,0,1,0,0,1,15,7,1,77,0,0,1,0.0,64,79
2812,590O95AM,0,0,1,0,0,0,25,7,0,73,5,0,1,0.0,56,89
2814,873C66ON,0,1,1,1,1,1,15,10,1,72,3,0,1,0.0,65,74
2815,355I49YX,1,0,1,1,0,0,15,3,0,63,3,1,1,0.0,73,193
2818,421K68EL,1,0,0,1,0,1,25,9,1,76,2,1,1,0.0,52,53
2822,642M87UL,0,0,1,0,1,0,15,5,0,78,2,1,1,0.0,46,299
2824,807P11NP,0,0,0,1,0,1,15,8,1,89,1,0,1,0.0,66,180
2825,780L68IF,0,0,0,1,1,0,15,4,1,63,5,1,1,0.0,70,101
2829,018G36YV,1,1,1,0,0,1,25,10,1,59,4,1,1,0.0,71,64
2831,565R50GD,1,0,1,1,0,1,15,10,1,45,1,1,1,0.0,48,49
2832,884R27KE,0,0,0,0,1,1,15,4,1,45,5,0,1,0.0,61,355
2834,189C19NW,1,0,0,0,0,1,15,10,1,81,4,0,1,0.0,53,60
2839,160C69KW,1,0,1,1,0,0,25,5,0,38,5,0,1,0.0,45,401
2841,771I70GB,1,0,0,1,0,0,15,10,1,69,1,1,1,0.0,58,57
2842,025U74BW,0,0,0,0,0,1,15,6,1,65,2,1,1,0.0,65,55
2845,808N08BY,0,0,1,1,1,1,25,4,0,37,4,1,1,0.0,77,174
2846,833Q14VX,0,0,0,1,1,0,15,7,0,28,3,1,1,0.0,29,47
2847,479I87AW,1,0,0,1,1,0,25,8,1,57,5,0,1,0.0,65,99
2848,252B52WY,1,0,0,0,0,1,15,11,0,61,3,0,1,0.0,46,43
2850,307L04ZO,1,0,1,1,0,0,15,3,0,35,6,1,1,0.0,58,240
2853,739W93UV,0,0,1,1,0,0,15,10,1,75,4,0,1,0.0,57,68
2855,162P38SV,1,1,1,1,0,0,25,5,0,42,4,0,1,0.0,34,248
2857,584L18WE,1,0,1,1,0,0,15,2,0,61,6,0,1,0.0,18,16
2858,021A99KC,0,0,0,1,0,1,15,4,0,53,1,0,1,0.0,77,64
2859,271O60OU,1,0,1,1,0,0,25,3,0,72,3,0,1,0.0,30,118
2860,730B14UM,0,0,0,1,1,1,15,7,1,65,6,0,1,0.0,58,74
2861,948L45QJ,0,0,0,1,1,1,25,10,1,59,4,1,1,0.0,65,324
2862,077P21VP,0,0,1,0,0,0,25,5,0,73,2,1,1,0.0,63,41
2865,836M35QJ,0,0,1,0,0,1,15,5,1,74,3,1,1,0.0,48,92
2866,650I60DR,1,0,1,1,0,0,15,9,1,88,0,1,1,0.0,55,109
2867,586D08KF,0,1,0,1,0,0,15,5,0,35,4,0,1,0.0,60,204
2868,565G36OO,0,0,0,1,0,1,15,8,1,77,5,0,1,0.0,66,89
2869,226L66SD,1,0,1,1,0,0,15,3,1,66,4,1,1,0.0,67,66
2870,728H00DB,0,1,1,1,0,0,15,6,0,46,4,0,1,0.0,59,38
2871,443X88FY,0,1,0,1,1,1,15,10,1,69,1,1,1,0.0,55,73
2873,604B68EI,1,1,0,1,1,1,50,7,0,41,4,0,1,0.0,64,51
2874,867K09IM,1,0,1,1,0,0,15,3,0,61,1,0,1,0.0,51,65
2876,560U44CM,1,0,0,0,1,1,25,10,1,42,3,1,1,0.0,67,89
2877,113S25HD,0,1,0,1,0,0,15,6,1,75,1,1,1,0.0,66,57
2880,518F68NM,1,0,0,1,0,1,15,11,1,75,5,0,1,0.0,71,124
2883,875T95DR,0,0,1,0,0,0,15,11,0,63,6,1,1,0.0,71,84
2885,660N22AK,0,0,1,0,1,0,25,7,0,75,1,0,1,0.0,65,77
2887,828A73MN,0,1,0,1,0,1,15,3,1,81,4,1,1,0.0,53,136
2889,141V64IT,0,1,0,0,0,1,15,4,0,72,6,1,1,0.0,48,316
2891,923F66LO,0,0,0,1,1,1,15,7,1,80,4,0,1,0.0,45,206
2896,497F53EQ,1,1,1,0,1,1,15,8,1,90,1,0,1,0.0,56,97
2897,419H17YT,0,0,1,1,1,1,15,11,1,75,4,1,1,0.0,80,201
2898,586X93JX,0,1,1,1,1,1,15,4,0,55,3,1,1,0.0,77,84
2899,056A85TQ,0,0,1,1,0,0,25,4,0,53,1,1,1,0.0,47,91
2901,913A74LL,0,1,1,0,0,0,25,6,0,61,0,1,1,0.0,64,64
2903,027X37CA,1,1,1,1,0,0,15,6,0,71,4,0,1,0.0,69,111
2907,025R28YC,1,0,1,1,0,0,15,3,0,53,4,0,1,0.0,53,64
2909,270W15ZT,0,0,1,1,0,1,15,4,0,53,4,1,1,0.0,31,41
2910,178O13UU,0,1,0,1,0,0,15,3,0,39,4,1,1,0.0,60,59
2913,583U32UT,0,0,0,1,1,1,15,6,1,55,6,1,1,0.0,56,217
2914,101I65FI,0,0,0,1,1,1,15,5,0,71,3,0,1,0.0,66,82
2915,126U60RJ,0,0,1,0,0,1,15,11,0,56,4,1,1,0.0,59,81
2916,152I53OY,1,0,1,0,0,1,25,4,0,50,1,0,1,3.0,55,61
2917,898I18YZ,1,0,0,1,0,1,25,8,1,65,5,0,1,0.0,59,130
2920,475Y95PH,1,0,0,1,0,0,15,5,1,40,6,0,1,0.0,71,164
2922,975H63QD,1,1,0,0,1,0,15,6,1,48,6,0,1,0.0,48,40
2924,842T06TX,0,0,0,1,0,1,15,3,0,68,4,1,1,0.0,73,117
2926,453R40XX,1,1,0,0,1,1,15,9,1,68,5,0,1,0.0,71,370
2927,955S68JN,1,1,0,1,0,0,25,3,0,43,2,0,1,0.0,53,46
2929,875V83SW,1,1,0,1,1,1,15,11,1,70,5,0,1,0.0,61,373
2930,901Q92IZ,0,1,1,1,0,0,25,4,0,66,4,0,1,0.0,71,87
2931,398B40YT,0,0,0,0,1,1,15,11,1,67,4,0,1,0.0,71,79
2932,983F32LO,0,1,1,0,0,0,50,5,1,63,0,1,0,0.0,69,58
2933,465D75EU,0,0,1,1,1,1,15,9,1,65,3,0,1,0.0,72,137
2937,939U42CQ,1,0,0,1,1,1,15,9,1,56,4,0,1,0.0,71,102
2941,959P58VC,1,0,0,0,1,0,15,11,1,75,4,0,1,0.0,37,32
2942,165Z50YQ,0,1,1,1,0,0,15,8,1,34,4,0,1,0.0,72,170
2945,296N50EZ,0,0,0,1,1,1,15,11,1,76,5,1,1,0.0,61,98
2946,461Q19BK,0,0,0,1,0,0,25,8,0,56,4,1,1,0.0,61,76
2947,529L66FL,0,0,0,1,0,0,15,4,0,44,3,0,1,0.0,56,60
2951,074I66AQ,0,0,0,1,0,0,15,9,1,67,3,0,1,0.0,72,66
2954,290V52KF,1,0,1,1,0,0,15,2,0,49,6,1,1,0.0,71,246
2956,802F84IT,0,0,0,1,1,1,15,6,1,75,1,1,1,0.0,69,65
2957,238R44EK,1,0,1,1,0,1,15,5,0,57,4,0,1,0.0,60,57
2963,772W85ST,1,0,1,0,0,0,15,3,1,41,3,0,1,0.0,63,90
2964,475I44TS,1,1,1,0,1,1,25,5,0,36,3,1,1,0.0,73,74
2965,091D21YT,1,0,1,0,1,1,15,9,1,70,1,0,1,0.0,43,100
2967,044K85OY,1,0,1,0,0,1,15,4,0,49,3,1,1,0.0,69,223
2969,644Q43HH,0,0,1,1,0,0,15,3,0,61,0,0,1,0.0,36,28
2972,528H14QL,1,0,1,0,0,0,15,3,0,83,1,0,1,0.0,42,73
2974,236N54AH,1,0,1,1,0,0,15,3,1,44,3,0,1,0.0,73,67
2975,508Y65GR,1,1,1,1,1,1,15,11,1,79,1,1,1,0.0,69,82
2977,375A99NW,1,0,1,0,1,0,15,6,0,37,3,0,1,0.0,68,273
2979,777I20ZT,1,1,1,1,0,1,15,5,1,39,4,1,1,0.0,63,61
2980,470K54MB,1,0,0,1,0,0,15,7,1,61,4,1,1,0.0,68,47
2983,176R14KV,0,0,0,0,0,1,15,6,0,67,2,0,1,0.0,51,52
2986,863R77XZ,1,0,1,1,0,0,15,2,0,60,4,1,1,0.0,57,78
2989,681F26PE,0,1,1,0,0,0,15,4,0,45,4,0,1,0.0,68,85
2993,254R98ZC,1,0,0,1,0,0,15,3,1,74,0,0,1,0.0,68,75
2995,100E63OP,0,1,1,1,0,1,15,10,1,94,1,0,1,0.0,50,37
2996,631Z11FU,0,0,0,1,0,0,15,11,1,66,4,1,1,0.0,66,57
3000,253A29UE,1,0,0,1,0,0,15,2,0,72,5,0,1,0.0,70,105
3005,478Y20CB,0,1,1,1,0,1,15,10,1,91,4,0,1,0.0,45,271
3006,639H99QL,1,0,0,1,0,0,25,4,0,44,6,0,1,0.0,54,399
3007,614P56LE,1,0,1,0,0,0,25,3,0,46,6,0,1,0.0,44,330
3010,281W91NX,0,1,1,1,1,1,15,5,1,41,4,0,1,0.0,77,136
3013,966E52FK,0,0,1,0,0,0,15,5,0,36,4,0,1,0.0,65,103
3015,353O36XO,1,0,0,1,0,1,25,11,0,68,2,1,1,0.0,62,75
3017,045J40FM,1,0,1,1,0,0,15,10,1,53,3,0,1,0.0,61,59
3018,704R30AH,0,1,1,1,1,1,15,11,1,78,2,1,1,0.0,31,467
3020,425Q56FD,1,0,0,0,1,1,25,4,1,46,4,1,1,0.0,50,99
3023,295L90CA,0,0,1,0,0,0,15,3,0,75,5,1,1,0.0,69,82
3027,468M10TB,1,0,1,1,0,1,15,4,0,51,6,1,1,0.0,54,108
3028,481C39DR,0,0,1,1,0,0,25,4,0,29,5,1,1,0.0,68,293
3029,891H98RC,0,1,1,0,0,0,25,11,1,50,6,1,1,0.0,69,199
3031,737S26TU,0,0,0,1,0,0,15,5,0,55,6,0,1,0.0,63,57
3032,213N91JC,1,0,1,0,0,0,15,3,0,48,3,1,1,0.0,60,75
3033,701V70GC,0,0,1,1,1,1,15,10,1,90,4,0,1,0.0,58,59
3035,289M72SJ,1,0,1,1,0,1,25,7,0,61,1,0,1,0.0,59,53
3036,876H64SX,1,0,1,0,1,1,25,8,1,77,6,1,1,0.0,59,135
3037,527P52NW,0,0,1,1,0,0,15,5,0,31,3,0,1,0.0,63,151
3038,085A47BC,1,1,1,1,0,1,25,6,0,76,4,0,1,0.0,50,37
3039,756Q80BE,0,0,0,1,1,1,15,5,1,63,6,0,1,0.0,67,405
3040,365G38AD,1,1,0,0,0,1,15,6,0,39,4,1,1,0.0,57,104
3042,213P14DV,0,1,1,1,1,0,15,10,1,79,0,0,1,0.0,39,72
3046,050O79LV,1,1,1,1,0,0,15,6,1,69,4,0,1,0.0,70,53
3048,907N24GD,1,1,0,1,1,0,15,5,0,45,3,1,1,0.0,63,72
3050,883L38RU,1,0,0,1,0,0,25,3,0,43,4,1,1,0.0,69,377
3051,997H01DM,0,0,1,1,0,0,15,4,1,44,1,0,1,0.0,62,83
3052,916G08AI,1,0,0,0,1,0,25,8,1,75,4,0,1,0.0,59,46
3054,891M40RS,1,0,0,1,1,1,25,5,0,54,3,0,1,1.0,36,48
3056,936U05MT,1,1,0,0,0,1,15,10,1,64,2,0,1,0.0,76,96
3059,420F25KY,0,1,0,0,0,1,25,11,0,77,3,1,1,0.0,73,141
3061,695C20QK,0,0,0,1,0,1,15,11,1,74,1,0,1,0.0,53,45
3066,757D73KP,0,1,1,1,0,0,15,6,1,60,5,1,1,0.0,60,134
3067,214D73VP,1,0,0,0,0,1,50,9,0,82,3,0,1,1.0,58,130
3068,940F36BG,1,0,0,1,0,0,15,3,0,31,3,1,1,0.0,56,140
3069,134L78ZA,1,0,1,1,1,1,15,6,1,74,2,0,1,0.0,71,65
3070,192K75BP,0,1,0,1,0,0,25,4,0,45,2,0,1,0.0,55,64
3073,680G36XH,0,0,0,1,1,1,15,10,1,69,0,1,1,0.0,51,33
3080,458Q49XM,0,0,0,1,0,0,15,11,0,77,2,0,1,0.0,61,52
3085,177C58JM,0,0,0,0,1,1,15,8,0,71,3,0,1,0.0,65,78
3086,142R94CS,1,0,0,1,0,0,15,3,0,57,4,0,1,0.0,57,225
3087,364Z92LY,1,0,1,1,0,0,15,3,0,43,4,0,1,0.0,61,50
3090,197Z83PC,0,0,1,1,0,1,15,9,1,61,3,0,1,0.0,65,100
3096,359Y40GR,0,0,0,1,0,1,25,11,1,67,4,1,1,0.0,62,186
3097,750B47KL,0,0,1,1,0,0,25,7,1,76,1,1,1,0.0,68,81
3099,149S97YM,0,0,0,1,0,0,15,7,0,64,3,1,1,0.0,68,82
3100,183O86FR,1,0,1,0,0,0,25,7,1,53,3,1,1,0.0,67,89
3101,240A19RI,0,0,1,1,0,1,15,4,1,55,6,0,1,1.0,63,135
3103,079F79IF,1,0,1,1,0,0,25,5,0,59,1,0,1,0.0,34,72
