,FAKEID,Y2defect,Y1G5,Y1G4,Y1G3,Y1G2,Y1G1,Y1price,YEARS,BACKER,AGE,INCOME,GNDR,OWNHOME,SPORT,PCTMARR,HOMEVAL
8165,359Q55GV,1,0,1,0,0,0,25,11,1,70.0,0.0,0.0,1.0,0.0,56,46
8166,810R27VF,0,1,0,1,0,1,15,5,1,85.0,0.0,1.0,1.0,0.0,65,56
8167,414O84UX,1,1,1,0,1,0,25,9,0,35.0,6.0,1.0,1.0,0.0,56,229
8169,938U67BA,1,0,0,0,0,1,25,4,0,69.0,3.0,0.0,1.0,0.0,56,190
8170,432A04MD,1,1,1,1,0,0,25,5,0,42.0,6.0,0.0,1.0,0.0,78,154
8171,290S31YX,1,0,1,1,1,1,25,6,1,81.0,1.0,0.0,1.0,0.0,60,46
8172,870F22UK,1,0,0,1,0,0,15,9,1,84.0,4.0,1.0,1.0,0.0,65,75
8173,716F45NF,0,1,1,0,0,0,15,4,0,68.0,3.0,1.0,1.0,0.0,74,111
8174,671U64AK,1,0,1,1,0,0,50,7,0,45.0,5.0,0.0,1.0,0.0,70,247
8179,780L25RP,0,1,1,1,0,0,15,10,1,69.0,3.0,1.0,1.0,0.0,51,54
8180,023Z89SK,0,0,1,0,0,1,15,3,1,63.0,3.0,0.0,1.0,0.0,41,203
8181,915Q62XM,0,0,0,1,0,0,50,11,1,67.0,5.0,0.0,1.0,0.0,54,63
8182,244B02IB,1,1,1,1,1,0,15,6,0,41.0,1.0,1.0,1.0,0.0,63,33
8183,153H63GC,1,1,0,0,0,1,25,4,0,35.0,6.0,0.0,1.0,0.0,72,106
8184,677T26TS,0,1,1,1,1,0,15,8,1,85.0,5.0,1.0,1.0,0.0,65,59
8185,878Q96FB,0,0,0,1,1,1,15,4,1,37.0,0.0,0.0,1.0,0.0,57,160
8186,486N35TZ,0,0,0,1,0,1,25,6,1,83.0,0.0,1.0,1.0,0.0,55,81
8188,456M11PS,1,0,1,1,0,0,15,2,0,45.0,1.0,1.0,1.0,0.0,62,83
8190,357C71NW,0,1,1,0,1,1,15,9,0,63.0,6.0,0.0,1.0,0.0,69,68
8191,126O44YU,0,1,1,1,0,1,15,10,1,83.0,1.0,0.0,1.0,0.0,56,151
8192,110O08BS,1,0,1,0,0,1,25,4,1,45.0,2.0,0.0,1.0,0.0,65,84
8194,448P24VW,1,1,1,1,0,1,15,4,1,63.0,1.0,0.0,1.0,0.0,0,0
8197,306K98DE,0,0,1,0,1,0,15,9,0,87.0,0.0,0.0,1.0,0.0,45,83
8199,682X95XT,1,0,0,1,1,1,15,8,1,93.0,0.0,0.0,1.0,0.0,0,0
8200,788D03RD,0,0,0,0,1,1,15,6,1,44.0,5.0,1.0,1.0,0.0,45,102
8201,346W03TZ,1,0,1,1,0,0,15,3,0,39.0,0.0,0.0,1.0,0.0,62,101
8202,471R28TP,1,1,0,1,0,0,25,6,0,63.0,0.0,0.0,1.0,0.0,68,34
8204,076O34YU,0,1,0,0,0,1,15,11,1,63.0,2.0,1.0,1.0,0.0,67,41
8206,541M84HT,1,0,0,1,0,0,15,9,0,55.0,4.0,0.0,1.0,0.0,48,34
8207,611Q50DY,1,0,1,0,0,0,15,3,0,41.0,5.0,1.0,1.0,0.0,62,227
8208,663T50BW,1,0,0,0,1,0,15,10,1,60.0,3.0,1.0,1.0,0.0,48,235
8209,436H40EP,0,1,1,0,0,0,50,9,0,73.0,4.0,0.0,1.0,0.0,62,94
8210,951I57YW,1,0,1,1,0,0,15,3,0,69.0,3.0,0.0,1.0,0.0,54,180
8211,922R33SH,1,0,0,0,0,1,15,7,1,39.0,3.0,0.0,1.0,0.0,65,153
8212,319V11TF,0,0,0,1,1,1,25,7,0,55.0,3.0,1.0,1.0,0.0,66,89
8214,516K78KG,0,0,0,1,1,1,15,5,1,37.0,3.0,1.0,1.0,0.0,64,31
8216,790E57FB,0,1,1,0,0,0,15,4,0,63.0,3.0,0.0,1.0,0.0,41,84
8217,020M79CW,0,0,0,0,1,0,15,9,0,88.0,1.0,0.0,1.0,0.0,57,90
8218,694R67HU,0,0,1,1,0,0,25,5,0,53.0,5.0,1.0,1.0,0.0,65,107
8219,727D61MZ,0,0,1,0,0,0,15,6,1,72.0,2.0,0.0,1.0,0.0,56,256
8220,586K28BL,0,0,0,1,0,0,15,11,1,36.0,2.0,0.0,1.0,0.0,54,116
8221,869W76GE,0,1,1,1,0,1,15,10,0,58.0,2.0,1.0,1.0,0.0,66,78
8222,441T42HC,0,1,1,1,0,0,25,4,0,58.0,0.0,1.0,1.0,0.0,72,44
8223,767B49QL,1,1,0,1,1,1,25,9,1,74.0,3.0,1.0,1.0,0.0,61,75
8224,683Q35ZK,0,0,0,1,0,1,15,6,0,50.0,3.0,1.0,1.0,0.0,71,103
8225,840O33ME,1,0,0,1,0,1,25,9,1,82.0,3.0,0.0,1.0,0.0,56,276
8226,775Y75RQ,0,0,0,1,1,1,15,4,1,40.0,3.0,0.0,1.0,0.0,40,57
8227,650Z04XQ,0,0,1,1,1,0,25,6,1,81.0,4.0,1.0,1.0,0.0,65,110
8230,823V70HD,1,0,1,1,0,0,15,8,1,63.0,0.0,1.0,1.0,0.0,45,29
8231,890J58JI,1,1,0,1,0,0,15,3,0,53.0,6.0,0.0,1.0,0.0,54,186
8232,510U32BZ,0,0,1,0,0,0,25,7,0,67.0,5.0,1.0,1.0,0.0,65,364
8233,900E61TU,1,1,1,0,0,0,25,3,0,34.0,1.0,0.0,1.0,0.0,51,161
8234,321Y75EJ,1,0,0,1,0,1,15,9,1,65.0,2.0,0.0,1.0,0.0,63,47
8236,575Y79GY,1,1,1,0,0,1,15,11,1,81.0,2.0,0.0,1.0,0.0,65,65
8238,032E74OT,1,1,1,1,1,0,15,7,0,39.0,3.0,1.0,1.0,0.0,63,104
8239,570J73AH,1,1,0,0,0,0,25,4,0,71.0,5.0,0.0,1.0,0.0,72,72
8241,429U16VT,1,0,1,0,0,1,25,8,1,63.0,3.0,0.0,1.0,0.0,68,58
8242,216I35TM,0,0,1,1,1,1,15,10,1,59.0,0.0,0.0,1.0,0.0,47,34
8243,448K58DZ,0,1,0,0,0,1,50,7,0,41.0,2.0,1.0,1.0,0.0,66,74
8245,896S13PM,0,0,0,1,0,0,15,9,1,84.0,0.0,1.0,1.0,0.0,54,330
8246,885D03MJ,1,1,1,1,0,0,15,7,1,42.0,3.0,1.0,1.0,0.0,73,71
8249,661O43UY,1,0,0,1,0,0,25,4,0,27.0,0.0,1.0,1.0,0.0,70,33
8251,015D72RV,0,0,0,0,0,1,15,5,1,79.0,5.0,0.0,1.0,0.0,71,80
8252,785Z09DU,1,0,1,1,0,0,15,4,0,39.0,2.0,0.0,1.0,0.0,71,214
8254,495X53AA,0,0,1,1,0,0,25,10,1,81.0,3.0,1.0,1.0,0.0,63,76
8255,630P74TB,0,0,0,1,0,0,15,6,0,61.0,3.0,1.0,1.0,0.0,65,47
8256,481S38WL,0,1,1,0,0,1,15,10,1,75.0,1.0,1.0,1.0,0.0,31,19
8258,604W72XC,0,1,0,1,0,1,15,6,0,63.0,5.0,0.0,1.0,0.0,64,288
8259,222F86VJ,0,1,1,0,1,1,15,8,1,73.0,4.0,1.0,1.0,0.0,61,62
8260,788D66SS,0,1,0,1,1,0,15,7,0,62.0,0.0,0.0,1.0,0.0,56,70
8265,723T16BO,1,0,0,1,1,1,25,7,1,73.0,0.0,1.0,1.0,0.0,70,44
8267,619V20BX,1,0,0,0,1,0,15,9,0,77.0,5.0,1.0,1.0,0.0,80,154
8268,683N06LS,0,0,1,0,1,0,15,9,1,63.0,1.0,0.0,1.0,0.0,51,81
8269,175V08XJ,0,0,0,1,0,1,15,7,1,67.0,2.0,0.0,1.0,0.0,57,65
8270,733B17GJ,1,0,1,1,0,0,25,5,0,82.0,1.0,0.0,1.0,0.0,27,21
8271,447B32VM,1,0,0,1,0,0,50,4,0,54.0,6.0,0.0,1.0,0.0,69,447
8272,216Y22GZ,1,0,0,1,0,0,15,9,1,41.0,6.0,1.0,1.0,0.0,64,60
8273,093I13ZL,1,0,0,1,0,0,15,10,1,49.0,4.0,0.0,1.0,0.0,73,82
8275,422H85JK,0,0,0,1,1,1,50,11,1,63.0,1.0,0.0,1.0,0.0,50,28
8276,507O65FJ,1,1,0,1,1,1,15,8,1,69.0,4.0,1.0,1.0,0.0,53,193
8277,841R29QV,1,1,0,0,0,0,15,4,0,69.0,3.0,0.0,1.0,0.0,67,511
8278,979H90YJ,0,0,1,0,0,0,15,11,1,63.0,1.0,0.0,1.0,0.0,76,58
8279,045I26AC,1,1,0,1,0,0,25,7,1,62.0,4.0,1.0,1.0,0.0,66,125
8280,759J09ZY,0,0,0,1,0,0,15,6,1,57.0,5.0,1.0,1.0,0.0,64,114
8282,691N26EK,0,0,1,0,0,0,25,7,0,41.0,0.0,0.0,1.0,0.0,66,42
8283,857I31XO,1,0,1,1,1,1,15,5,1,66.0,0.0,0.0,1.0,0.0,65,321
8285,395G68RA,1,0,1,0,0,0,25,5,0,43.0,6.0,1.0,1.0,0.0,69,226
8286,099Q44FS,0,0,0,1,1,0,50,9,0,26.0,4.0,0.0,1.0,0.0,72,95
8289,069T48XQ,1,1,0,0,0,1,15,5,0,41.0,4.0,0.0,1.0,0.0,71,72
8292,938H13OK,0,0,0,1,0,0,15,4,0,68.0,1.0,1.0,1.0,0.0,67,47
8293,045P41UM,1,1,1,1,1,0,15,10,1,59.0,3.0,1.0,1.0,0.0,77,90
8294,911C58QK,1,0,0,0,1,1,15,10,1,81.0,4.0,1.0,1.0,0.0,50,78
8295,557T24WZ,0,1,1,0,0,0,15,11,1,80.0,3.0,1.0,1.0,0.0,42,76
8296,105J39IJ,1,0,0,1,0,1,15,5,1,77.0,1.0,0.0,1.0,0.0,56,33
8297,718J30OY,0,0,0,0,0,1,15,8,1,77.0,4.0,1.0,1.0,0.0,57,58
8298,019I49CB,1,0,1,1,0,0,15,3,0,47.0,3.0,1.0,1.0,0.0,62,83
8299,081S47BW,1,0,1,0,0,0,25,11,1,39.0,4.0,1.0,1.0,0.0,72,72
8301,219S64OU,1,1,1,1,1,1,50,10,1,63.0,4.0,0.0,1.0,0.0,48,92
8302,095N95AO,0,0,1,1,0,0,15,2,0,66.0,0.0,0.0,1.0,1.0,66,80
8303,250O28ZZ,1,0,1,1,0,0,15,3,0,29.0,1.0,1.0,1.0,0.0,68,27
8304,432O30ZD,1,0,0,0,0,1,15,10,1,88.0,1.0,1.0,1.0,0.0,55,110
8305,582Z57MI,0,0,0,1,0,1,15,6,1,46.0,4.0,1.0,1.0,0.0,59,47
8306,555Q82EX,1,1,1,0,1,0,25,6,1,75.0,4.0,1.0,1.0,0.0,53,46
8307,096Z99KF,0,1,0,1,1,1,15,7,1,71.0,2.0,1.0,1.0,0.0,73,81
8308,047P53EY,1,0,0,0,1,0,15,4,0,62.0,0.0,0.0,1.0,0.0,52,59
8309,345Z61FW,1,1,1,0,1,0,15,7,1,60.0,4.0,1.0,1.0,0.0,76,77
8310,300V11UY,0,1,0,0,1,0,15,8,1,74.0,3.0,1.0,1.0,1.0,53,54
8311,648Y31WN,0,0,1,1,0,0,15,3,1,25.0,6.0,1.0,1.0,0.0,29,307
8312,797S33GT,0,0,1,0,0,1,15,3,0,55.0,2.0,0.0,1.0,0.0,64,72
8315,803R72KL,0,1,1,0,1,1,15,10,1,63.0,4.0,1.0,1.0,0.0,64,67
8317,580Z80JU,1,0,1,0,0,1,15,6,0,70.0,0.0,1.0,1.0,0.0,66,132
8318,996K74PT,0,0,0,0,0,1,15,8,1,80.0,4.0,0.0,1.0,0.0,70,89
8320,352V55ZZ,1,0,0,1,0,0,15,3,0,65.0,6.0,0.0,1.0,0.0,62,221
8321,358A27DS,0,0,0,1,1,1,25,8,1,49.0,5.0,1.0,1.0,0.0,53,109
8322,010R47EA,0,0,1,1,0,0,25,6,0,36.0,2.0,0.0,1.0,0.0,61,55
8323,005D72SR,1,0,1,0,0,0,15,3,0,50.0,4.0,0.0,1.0,0.0,59,94
8324,129W38JY,1,1,1,1,1,1,25,5,0,14.0,5.0,0.0,1.0,0.0,70,570
8326,478F32TB,0,0,0,0,0,1,15,6,1,41.0,4.0,0.0,1.0,0.0,50,229
8327,014Y67GR,0,1,0,0,0,1,15,10,1,63.0,0.0,0.0,1.0,0.0,62,56
8328,494D22LK,0,1,0,0,0,1,15,5,0,91.0,1.0,0.0,1.0,0.0,47,45
8329,650R72SO,1,0,0,1,0,1,15,6,0,47.0,4.0,1.0,1.0,0.0,69,62
8331,534G55OH,0,1,1,1,1,1,15,8,1,80.0,1.0,0.0,1.0,0.0,66,187
8332,668H49BE,0,0,1,0,0,0,25,7,0,47.0,4.0,0.0,1.0,0.0,65,55
8334,923V74JG,1,0,0,1,0,0,50,4,0,63.0,4.0,0.0,1.0,0.0,32,67
8335,670M94EU,1,0,0,1,0,1,25,8,1,82.0,1.0,1.0,1.0,0.0,68,79
8336,365S53XC,1,1,1,1,0,1,25,4,0,56.0,3.0,0.0,1.0,0.0,69,52
8338,818V42NO,0,0,0,1,0,0,15,7,1,49.0,3.0,1.0,1.0,0.0,70,57
8340,013B96TH,1,0,1,1,0,1,15,4,0,63.0,3.0,0.0,1.0,0.0,41,79
8341,362W12VO,1,0,1,0,0,1,15,11,1,49.0,5.0,0.0,1.0,0.0,62,66
8343,092P80WY,1,0,0,0,0,1,25,3,0,55.0,6.0,1.0,1.0,0.0,67,220
8344,468L49AL,1,0,0,1,1,1,15,10,1,69.0,1.0,0.0,1.0,0.0,36,51
8346,612F30ST,0,1,1,1,0,0,25,7,1,66.0,1.0,0.0,1.0,0.0,67,118
8347,454C52FB,1,0,0,0,1,1,25,10,1,63.0,6.0,1.0,1.0,0.0,72,109
8348,210O31QH,1,1,0,0,0,0,15,4,0,46.0,2.0,0.0,1.0,0.0,67,39
8349,147Q69TG,1,0,0,0,0,1,25,11,1,78.0,1.0,1.0,1.0,0.0,58,82
8350,912H74PV,0,0,0,1,1,1,25,5,1,53.0,2.0,0.0,1.0,0.0,56,40
8352,250N01EX,0,1,1,0,0,1,50,10,1,75.0,6.0,0.0,1.0,0.0,60,55
8353,164U48II,1,0,1,1,0,0,50,4,0,47.0,2.0,0.0,1.0,0.0,61,62
8355,142R17WH,1,0,1,0,0,1,25,5,0,55.0,1.0,0.0,1.0,0.0,69,80
8356,275G81MW,0,1,1,1,1,1,15,11,1,76.0,1.0,1.0,1.0,0.0,58,70
8357,850V75GN,0,0,0,0,1,1,15,6,1,68.0,1.0,1.0,1.0,0.0,72,97
8358,753Z18XC,0,1,0,0,0,1,15,8,0,71.0,5.0,0.0,1.0,0.0,43,279
8359,622D04KM,0,1,0,1,1,1,15,11,1,63.0,0.0,1.0,1.0,0.0,46,47
8360,182A02EA,0,1,1,0,0,0,25,8,0,83.0,0.0,0.0,1.0,0.0,0,0
8361,099O39UA,0,0,0,1,1,1,15,7,1,39.0,5.0,1.0,1.0,0.0,72,93
8362,981N88TD,0,0,1,0,0,0,25,5,0,55.0,5.0,1.0,1.0,0.0,47,237
8363,511Z62OW,0,0,1,1,0,0,15,10,1,74.0,5.0,1.0,1.0,0.0,57,35
8364,280U77IX,1,0,1,1,0,1,15,6,1,60.0,1.0,0.0,1.0,0.0,60,63
8366,845P71SU,0,1,1,1,1,0,15,10,1,63.0,0.0,0.0,1.0,0.0,70,68
8367,545O06LB,1,1,1,1,0,1,15,9,1,63.0,1.0,1.0,1.0,0.0,49,100
8368,601I72MK,0,0,0,0,1,0,15,10,1,82.0,1.0,0.0,1.0,0.0,62,95
8371,859B69DE,1,0,0,0,0,1,25,3,0,37.0,6.0,0.0,1.0,0.0,67,140
8372,448S44VV,1,0,1,1,0,0,15,3,1,45.0,3.0,1.0,1.0,0.0,69,96
8373,762G43HZ,0,0,0,1,0,0,15,8,0,76.0,4.0,0.0,1.0,0.0,72,189
8374,376X67VB,0,0,0,1,0,0,25,7,0,63.0,4.0,1.0,1.0,0.0,65,122
8375,825R45PD,1,0,1,1,1,0,15,11,1,76.0,1.0,0.0,1.0,0.0,61,87
8376,196Q90BC,1,1,0,1,0,0,25,4,0,48.0,1.0,0.0,1.0,0.0,39,64
8377,199V12MY,0,0,1,1,0,0,25,3,0,63.0,2.0,0.0,1.0,0.0,63,60
8378,968W35JQ,0,0,0,1,1,1,25,9,0,69.0,4.0,0.0,1.0,0.0,64,83
8379,805T44FZ,1,0,1,0,0,0,15,3,0,58.0,1.0,0.0,1.0,0.0,28,119
8380,791S77YH,0,0,1,1,0,0,25,11,1,63.0,1.0,1.0,1.0,0.0,64,53
8381,872O05HV,0,1,1,1,1,0,15,7,0,82.0,3.0,1.0,1.0,0.0,65,152
8382,541V59ZB,1,0,1,1,0,0,25,3,0,45.0,6.0,1.0,1.0,1.0,58,81
8383,213E68LU,1,0,1,1,1,1,25,6,1,81.0,0.0,0.0,1.0,0.0,52,164
8384,103R64HX,0,1,0,1,1,0,15,4,0,49.0,6.0,0.0,1.0,0.0,45,107
8385,590O76LF,1,0,1,0,0,0,15,3,0,65.0,6.0,0.0,0.0,0.0,68,154
8387,229I93CE,0,0,1,1,1,1,15,4,1,63.0,4.0,1.0,1.0,0.0,61,91
8388,917F41NT,0,1,0,1,0,1,15,10,0,79.0,1.0,1.0,1.0,0.0,67,57
8391,054K67RF,1,1,1,1,0,1,25,7,1,79.0,1.0,1.0,1.0,0.0,57,273
8392,601K73AJ,1,0,0,0,0,1,50,5,0,79.0,0.0,1.0,1.0,0.0,58,68
8394,660B58OZ,1,0,0,1,0,0,15,6,1,77.0,4.0,0.0,1.0,0.0,66,82
8395,135W13BB,0,0,0,1,0,1,15,11,1,85.0,5.0,1.0,1.0,0.0,62,95
8397,284C45ID,0,1,0,1,1,1,15,7,1,74.0,6.0,1.0,1.0,1.0,53,26
8399,232T60DR,1,1,0,0,0,1,50,8,1,63.0,6.0,0.0,1.0,1.0,74,191
8400,220C47VI,0,1,1,0,1,0,15,9,1,28.0,2.0,1.0,1.0,0.0,56,67
8402,075K96JO,0,1,0,0,0,1,15,4,0,79.0,5.0,1.0,1.0,0.0,63,168
8404,081H54QJ,1,0,1,0,0,0,15,3,0,41.0,4.0,0.0,1.0,0.0,61,95
8405,377K12EO,0,0,0,0,1,1,15,10,1,69.0,1.0,0.0,1.0,0.0,58,57
8406,983O89XK,1,0,1,1,0,0,15,8,1,82.0,4.0,1.0,1.0,0.0,63,120
8407,499Z53XY,0,1,1,0,0,1,25,6,1,81.0,1.0,0.0,1.0,0.0,58,49
8408,356R80YQ,0,0,0,1,1,0,25,10,1,74.0,1.0,1.0,1.0,0.0,64,66
8409,808X60FJ,0,0,0,1,0,0,15,7,1,63.0,1.0,1.0,1.0,0.0,45,24
8410,773C30FZ,0,0,1,1,1,1,15,11,1,81.0,4.0,1.0,1.0,0.0,62,62
8411,396E95LY,1,1,0,0,0,0,15,8,1,57.0,4.0,1.0,1.0,0.0,47,180
8412,070A90PN,1,0,0,1,0,0,15,8,0,55.0,1.0,1.0,1.0,0.0,55,179
8413,914H99TR,0,1,0,0,0,0,15,10,1,64.0,3.0,1.0,1.0,0.0,58,209
8414,932J38FT,1,0,1,1,0,1,15,11,1,63.0,4.0,1.0,1.0,0.0,63,173
8416,202U35YS,1,1,1,0,0,1,15,4,1,57.0,3.0,0.0,1.0,0.0,63,55
8417,170X77DZ,1,0,0,1,0,0,15,3,0,81.0,5.0,0.0,1.0,0.0,63,161
8418,984B47TV,1,1,0,1,0,0,15,11,1,85.0,1.0,0.0,1.0,0.0,45,158
8420,560V10TP,0,1,0,1,0,1,15,8,1,52.0,4.0,0.0,1.0,0.0,71,82
8421,719C39VR,0,1,1,0,0,0,50,9,0,51.0,1.0,0.0,1.0,0.0,71,82
8422,256K13LO,1,0,1,0,0,0,25,2,0,43.0,4.0,1.0,1.0,0.0,35,77
8423,662Z43CP,1,0,1,1,1,1,15,11,1,84.0,2.0,0.0,1.0,0.0,62,44
8424,980K70DO,0,0,1,0,0,0,15,10,1,73.0,1.0,1.0,1.0,0.0,70,124
8425,622N76GS,0,0,1,1,0,1,15,11,1,63.0,5.0,0.0,1.0,0.0,57,80
8426,675I87GI,0,1,0,1,1,1,15,7,1,70.0,6.0,1.0,1.0,0.0,60,57
8428,341M91EI,0,1,1,1,0,1,15,10,1,70.0,1.0,0.0,1.0,0.0,29,112
8429,167V26TL,0,0,1,1,0,1,15,11,1,12.0,4.0,1.0,1.0,0.0,73,193
8430,645A62PA,0,0,1,1,0,0,50,4,0,63.0,4.0,1.0,1.0,0.0,60,266
8431,854P91DD,0,0,1,0,1,0,50,8,1,74.0,3.0,1.0,1.0,0.0,43,42
8432,828I66QK,0,0,0,1,1,1,15,4,1,53.0,3.0,0.0,1.0,0.0,47,102
8434,083H93FQ,0,0,1,1,1,1,15,6,1,45.0,6.0,0.0,1.0,0.0,72,248
8435,177I16XL,0,0,1,1,1,1,15,4,1,33.0,4.0,1.0,1.0,0.0,53,93
8436,514F59DU,0,0,1,1,0,0,25,5,0,52.0,4.0,0.0,1.0,0.0,45,51
8437,807W64KY,1,0,1,1,0,0,15,2,0,85.0,0.0,0.0,1.0,0.0,62,69
8439,470E47XB,1,0,0,0,1,1,25,4,0,51.0,3.0,1.0,1.0,0.0,64,57
8440,954I18RQ,0,0,1,0,0,0,25,4,0,79.0,4.0,1.0,1.0,0.0,67,112
8441,291A57VZ,0,0,0,1,0,0,15,11,1,58.0,4.0,0.0,1.0,0.0,46,52
8442,954H29AZ,0,0,0,1,0,0,25,11,1,63.0,4.0,1.0,1.0,0.0,49,73
8443,597M56JZ,1,0,0,1,0,0,25,7,1,73.0,3.0,0.0,1.0,0.0,70,75
8444,882K79QF,0,1,0,0,1,1,25,11,1,78.0,4.0,1.0,1.0,0.0,54,32
8448,246H84TO,1,0,1,0,0,0,15,10,1,81.0,2.0,1.0,1.0,0.0,57,225
8449,226S37RP,1,0,1,0,1,0,15,11,1,71.0,4.0,1.0,1.0,0.0,60,57
8451,944D31BB,0,1,1,1,0,1,15,11,1,83.0,0.0,0.0,1.0,0.0,74,76
8452,071V54YP,0,0,0,1,0,0,25,9,1,75.0,4.0,1.0,1.0,0.0,56,143
8453,751H12XM,1,0,1,1,0,0,15,6,0,91.0,1.0,0.0,1.0,0.0,75,62
8454,414Y56BE,1,0,0,1,1,1,50,7,0,59.0,3.0,0.0,1.0,0.0,44,49
8455,706L49HH,0,0,0,0,0,1,15,3,0,31.0,5.0,0.0,1.0,0.0,63,74
8458,269M44FY,1,0,0,0,0,1,15,11,1,89.0,3.0,0.0,1.0,0.0,63,38
8460,035C47LH,0,0,1,1,0,0,15,5,1,79.0,2.0,1.0,1.0,0.0,34,276
8461,208X54PN,1,0,1,0,0,0,15,4,0,42.0,4.0,0.0,1.0,0.0,70,70
8462,006D45BR,1,0,0,1,0,1,25,7,1,54.0,1.0,0.0,1.0,0.0,73,78
8464,093Q88WB,1,0,1,0,0,0,25,4,0,61.0,6.0,0.0,1.0,0.0,70,71
8465,091G17PT,1,1,1,1,0,0,15,10,1,95.0,4.0,0.0,1.0,0.0,59,243
8466,365L11ME,1,0,1,0,0,0,15,3,0,63.0,0.0,1.0,1.0,0.0,66,93
8467,101C93GZ,0,0,1,1,0,1,15,3,1,68.0,2.0,1.0,1.0,0.0,69,36
8468,395I14AN,0,1,0,0,0,0,15,5,0,63.0,0.0,0.0,1.0,0.0,67,176
8469,165O52NC,1,1,0,1,1,0,25,3,0,47.0,4.0,1.0,1.0,0.0,69,86
8471,980D24GS,1,0,0,1,0,0,15,6,1,61.0,4.0,1.0,1.0,0.0,65,49
8473,322B72HX,0,1,1,0,0,1,25,11,1,65.0,2.0,0.0,1.0,0.0,69,36
8474,199C48AL,1,1,1,0,0,1,15,9,0,55.0,4.0,1.0,1.0,0.0,60,515
8476,416Q37AU,1,1,1,0,0,1,15,4,0,63.0,4.0,0.0,1.0,0.0,53,47
8477,554Y63OZ,1,0,0,0,0,1,25,4,0,83.0,0.0,0.0,1.0,0.0,72,331
8478,677K61NU,0,0,1,1,0,0,15,3,0,38.0,6.0,0.0,1.0,0.0,79,194
8479,962D47GW,1,1,1,0,1,0,25,10,0,70.0,4.0,0.0,0.0,0.0,74,161
8480,008B24LP,0,0,0,0,0,1,15,11,1,77.0,3.0,0.0,1.0,0.0,59,55
8481,825Z16WZ,0,0,1,1,0,0,25,3,0,45.0,6.0,1.0,1.0,0.0,70,334
8482,396O22KY,1,0,1,0,0,0,15,3,0,47.0,1.0,0.0,1.0,0.0,49,48
8483,730C04RH,0,0,1,1,1,1,15,4,1,63.0,1.0,0.0,1.0,0.0,24,299
8484,423K91XX,1,1,0,0,0,0,15,5,0,53.0,4.0,0.0,1.0,0.0,63,62
8485,388W80ST,0,1,1,0,0,0,15,8,1,38.0,5.0,0.0,1.0,0.0,44,69
8486,672H50UM,1,1,0,1,0,0,15,4,0,62.0,0.0,1.0,1.0,0.0,59,51
8489,634D03EH,0,1,1,1,0,0,25,8,0,49.0,1.0,0.0,1.0,0.0,53,116
8490,721L30JB,1,0,0,1,0,0,15,3,0,47.0,3.0,0.0,1.0,0.0,35,93
8492,711P03WJ,0,0,0,1,0,0,25,7,0,57.0,2.0,0.0,1.0,0.0,64,37
8493,500T17GE,1,0,0,1,0,0,25,2,0,23.0,3.0,1.0,1.0,0.0,70,67
8494,492H47HZ,0,1,0,1,0,1,15,9,0,77.0,3.0,1.0,1.0,0.0,21,27
8495,598L07HO,1,0,1,0,0,1,15,4,0,70.0,2.0,0.0,1.0,0.0,51,65
8496,794J04NR,1,0,0,1,0,1,50,5,0,46.0,6.0,0.0,1.0,0.0,72,516
8497,547R26DN,1,0,1,0,1,0,50,7,0,69.0,0.0,0.0,1.0,0.0,34,43
8498,443W55TZ,0,0,0,0,0,1,15,4,0,46.0,4.0,1.0,1.0,1.0,59,228
8501,697E14MU,1,0,0,1,0,0,25,3,0,76.0,5.0,1.0,1.0,0.0,66,140
8502,876Z78SD,1,0,0,0,1,1,15,11,1,77.0,6.0,0.0,1.0,0.0,64,197
8503,147X37UA,1,1,1,1,0,0,25,4,0,73.0,1.0,1.0,1.0,0.0,55,42
8504,008P55WB,1,0,1,1,0,1,15,5,0,84.0,0.0,0.0,1.0,0.0,71,84
8505,907F14MW,1,0,0,1,0,1,15,9,0,76.0,6.0,1.0,1.0,0.0,63,223
8506,642P70IJ,0,0,1,1,0,0,15,11,0,63.0,3.0,1.0,1.0,0.0,73,217
8507,966F39MY,0,0,0,1,0,1,25,3,1,69.0,6.0,0.0,1.0,0.0,72,144
8510,355J27PY,1,0,0,1,0,0,15,3,0,61.0,2.0,0.0,1.0,0.0,48,329
8511,771X96JO,1,0,1,1,0,0,25,9,0,39.0,4.0,1.0,1.0,0.0,62,81
8512,868E79FY,0,1,1,1,0,1,50,9,1,63.0,3.0,0.0,1.0,0.0,68,91
8513,057D45AY,1,0,1,1,0,0,25,11,1,71.0,2.0,0.0,1.0,0.0,61,46
8515,232A80CT,1,0,1,0,0,0,25,5,0,25.0,3.0,0.0,1.0,0.0,52,66
8516,665C00LR,0,0,1,1,1,1,15,8,1,87.0,1.0,1.0,1.0,0.0,64,118
8518,260Z16YV,0,1,0,0,0,1,50,4,0,23.0,4.0,0.0,1.0,0.0,31,155
8519,483X08JG,0,1,1,1,0,0,15,6,0,68.0,1.0,1.0,1.0,0.0,75,167
8520,038Q44BP,1,1,1,1,0,1,15,3,0,66.0,1.0,1.0,1.0,0.0,72,124
8521,259R86CJ,0,0,1,1,1,0,15,11,1,63.0,5.0,0.0,1.0,0.0,44,153
8522,791O10UA,1,0,1,0,0,0,15,3,0,56.0,3.0,0.0,1.0,0.0,56,186
