yearID,teamID,Rank,R,RA,G,W,H,BB,HBP,AB,SF,HR,2B,3B,salary,BA,OBP,SLG
2007,SFN,5,683,720,162,71,1407,532,39,5538,36,131,267,37,90219056,0.254062839,0.321887714,0.386601661
2008,CHA,1,811,729,163,89,1458,540,63,5553,47,235,296,13,121189332,0.262560778,0.332258585,0.447505853
2008,MIN,2,829,745,163,88,1572,529,36,5641,72,111,298,49,56932766,0.278673994,0.34039503,0.4079064
2008,CLE,3,805,761,162,81,1455,560,103,5543,49,171,339,22,78970066,0.262493235,0.338609113,0.424138553
2008,KCA,4,691,781,162,75,1507,392,50,5608,36,120,303,28,58245500,0.268723252,0.320243181,0.396932953
2008,DET,5,821,857,162,74,1529,572,44,5641,44,200,293,41,137685196,0.271051232,0.340422155,0.443892927
2008,TBA,1,774,671,162,97,1443,626,68,5541,52,180,284,37,43820597,0.260422306,0.339907746,0.422486916
2008,BOS,2,845,694,162,95,1565,646,70,5596,62,173,353,33,133390035,0.279664046,0.357860056,0.447283774
2008,NYA,3,789,727,162,89,1512,535,80,5572,39,180,289,20,207896789,0.271356784,0.341631866,0.427315147
2008,TOR,4,714,610,162,86,1453,521,59,5503,56,126,303,32,97793900,0.264037798,0.331161427,0.399418499
2008,BAL,5,782,869,161,68,1486,533,42,5559,48,172,322,30,67196246,0.267314265,0.333387253,0.42885411
2008,LAA,1,765,697,162,100,1486,481,52,5540,50,159,274,25,119216333,0.268231047,0.329740323,0.412815884
2008,TEX,2,901,967,162,79,1619,595,63,5728,54,194,376,35,67712326,0.282646648,0.353571429,0.462115922
2008,OAK,3,646,690,161,75,1318,574,48,5451,35,125,270,23,47967126,0.241790497,0.317616241,0.368556228
2008,SEA,4,671,811,162,61,1498,417,38,5643,42,124,285,20,117666482,0.265461634,0.318078176,0.388977494
2008,CHN,1,855,671,161,97,1552,636,50,5588,45,184,329,21,118345833,0.27773801,0.354169964,0.442913386
2008,MIL,2,750,689,162,90,1398,550,69,5535,43,198,324,35,80937499,0.252574526,0.325480071,0.431074977
2008,HOU,3,712,743,161,86,1432,449,52,5451,41,167,284,22,88930414,0.262704091,0.322542967,0.414786278
2008,SLN,4,779,725,162,86,1585,577,42,5636,44,174,283,26,99624449,0.281227821,0.349896809,0.433286018
2008,CIN,5,704,800,162,74,1351,560,50,5465,41,187,269,24,74117695,0.247209515,0.320634402,0.407868253
2008,PIT,6,735,884,162,67,1454,474,59,5628,51,153,314,21,48689783,0.258351102,0.319864778,0.403162758
2008,PHI,1,799,680,162,92,1407,586,67,5509,40,214,291,36,97879880,0.255400254,0.332150919,0.437829007
2008,NYN,2,799,715,162,89,1491,619,39,5606,49,172,274,38,137793376,0.265965037,0.340408681,0.420442383
2008,FLO,3,770,767,161,84,1397,543,69,5499,46,208,302,28,21811500,0.25404619,0.326295274,0.432624113
2008,ATL,4,753,778,162,72,1514,618,42,5604,34,130,316,33,102365683,0.270164168,0.345188949,0.407922912
2008,WAS,5,641,825,161,59,1376,534,67,5491,36,117,269,26,54961000,0.250591878,0.322617493,0.372973957
2008,LAN,1,700,648,162,84,1455,543,43,5506,38,137,271,29,118588536,0.264257174,0.332952692,0.398656012
2008,ARI,2,720,706,162,82,1355,587,49,5409,43,159,318,47,66202712,0.250508412,0.327036794,0.414864115
2008,COL,3,747,822,162,74,1462,570,57,5557,38,160,310,28,68655500,0.263091596,0.335744134,0.415332014
2008,SFN,4,640,759,162,72,1452,452,48,5543,44,94,311,37,76594500,0.261952012,0.320683424,0.382283962
2008,SDN,5,637,764,162,63,1390,518,53,5568,46,154,264,27,73677616,0.249640805,0.317057397,0.389727011
2009,MIN,1,817,765,163,87,1539,585,45,5608,57,172,271,40,65299266,0.274429387,0.344559174,0.429029957
2009,DET,2,743,745,163,86,1443,540,61,5540,39,183,245,35,115085145,0.260469314,0.330744337,0.416425993
2009,CHA,3,724,732,162,79,1410,534,62,5463,39,184,246,20,96068500,0.258099945,0.328960315,0.411495515
2009,CLE,4,773,865,162,65,1468,582,81,5568,50,161,314,28,81579166,0.263649425,0.339277185,0.416846264
2009,KCA,4,686,842,162,65,1432,457,42,5532,32,144,276,51,70519333,0.258857556,0.318489197,0.40527838
2009,NYA,1,915,753,162,103,1604,663,54,5660,39,244,325,21,201449189,0.283392226,0.36175187,0.477561837
2009,BOS,2,872,736,162,95,1495,659,70,5543,51,212,335,25,121345999,0.269709544,0.351731773,0.453905827
2009,TBA,3,803,754,162,84,1434,642,49,5462,45,199,297,36,63313034,0.262541194,0.342852533,0.439399487
2009,TOR,4,798,771,162,75,1516,548,45,5696,49,209,339,13,80538300,0.266151685,0.332754812,0.440308989
2009,BAL,5,741,876,162,64,1508,517,39,5618,46,160,307,19,67101666,0.268422926,0.331832797,0.415272339
2009,LAA,1,883,761,162,97,1604,547,41,5622,52,173,293,33,113709000,0.28530772,0.350047908,0.4414799
2009,TEX,2,784,740,162,87,1436,472,37,5526,51,224,296,27,68178798,0.259862468,0.319585935,0.44480637
2009,SEA,3,640,692,162,85,1430,421,49,5543,44,160,280,19,98904166,0.257983042,0.313686644,0.401948403
2009,OAK,4,759,761,162,75,1464,527,50,5584,54,135,307,21,61910000,0.26217765,0.328399035,0.397206304
2009,SLN,1,730,640,162,91,1436,528,61,5465,43,160,294,29,88528409,0.262763038,0.332130556,0.415004575
2009,CHN,2,707,672,161,83,1398,592,59,5486,42,161,293,29,134809000,0.254830478,0.331607056,0.40685381
2009,MIL,3,785,818,162,80,1447,610,71,5510,47,182,281,37,80182502,0.26261343,0.341134979,0.426134301
2009,CIN,4,673,723,162,78,1349,531,53,5462,41,158,280,25,73558500,0.246979129,0.317562017,0.394177957
2009,HOU,5,643,770,162,74,1415,448,43,5436,45,142,270,32,102996414,0.260301692,0.319156062,0.400110375
2009,PIT,6,636,768,161,62,1364,499,46,5417,36,125,289,34,48693000,0.251799889,0.318272758,0.386930035
2009,PHI,1,820,709,162,93,1439,589,71,5578,45,224,312,35,113004046,0.25797777,0.334076078,0.446934385
2009,FLO,2,772,766,162,87,1493,568,63,5572,39,159,296,25,36834000,0.267946877,0.340275553,0.415649677
2009,ATL,3,735,641,162,86,1459,602,52,5539,47,149,300,20,96726166,0.263404947,0.338621795,0.405488355
2009,NYN,4,671,757,162,70,1472,526,36,5453,55,95,295,49,149373987,0.269943151,0.33509061,0.394278379
2009,WAS,5,710,874,162,59,1416,617,56,5493,42,156,271,38,59928000,0.257782632,0.336501289,0.406153286
2009,LAN,1,780,611,162,95,1511,607,63,5592,44,145,278,39,100414592,0.270207439,0.345861085,0.411659514
2009,COL,2,804,715,162,92,1408,660,47,5398,60,190,300,50,75201000,0.260837347,0.343065693,0.440533531
2009,SFN,3,657,611,162,88,1411,392,50,5493,55,122,275,43,83026450,0.256872383,0.309348915,0.389222647
2009,SDN,4,638,769,162,75,1315,586,57,5425,36,141,265,31,43333700,0.242396313,0.320773263,0.380645161
2009,ARI,5,720,782,162,70,1408,571,37,5565,41,173,307,45,73115666,0.253009883,0.324428709,0.417610063
2010,MIN,1,781,671,162,94,1521,559,39,5568,53,142,318,41,97559166,0.273168103,0.340730021,0.421515805
2010,CHA,2,752,704,162,88,1467,467,79,5484,38,177,263,21,105530000,0.26750547,0.331740277,0.419948942
2010,DET,3,751,743,162,81,1515,546,41,5643,41,152,308,32,122864928,0.268474216,0.335193749,0.415204678
2010,CLE,4,646,752,162,69,1362,545,64,5487,33,128,290,20,61203966,0.248223073,0.321585903,0.378348824
2010,KCA,5,676,845,162,67,1534,471,35,5604,53,121,279,31,71405210,0.273733048,0.331007626,0.399357602
2010,TBA,1,802,649,162,96,1343,672,57,5439,57,160,295,37,71923471,0.24692039,0.332851406,0.40301526
2010,NYA,2,859,693,162,95,1485,662,73,5567,44,201,275,32,206333389,0.266750494,0.349826662,0.435961918
2010,BOS,3,818,744,162,89,1511,587,47,5646,46,211,358,22,162447333,0.267623096,0.339076826,0.450938718
2010,TOR,4,755,728,162,85,1364,471,55,5495,34,257,319,21,62234000,0.24822566,0.312138728,0.454231119
2010,BAL,5,613,785,162,66,1440,424,54,5554,45,133,264,21,81612500,0.259272596,0.315616258,0.386208138
2010,TEX,1,787,687,162,90,1556,511,45,5635,54,162,268,25,55250544,0.276131322,0.338190552,0.418811003
2010,OAK,2,663,626,162,81,1396,527,47,5448,51,109,276,30,55254900,0.256240822,0.324386629,0.377936858
2010,LAA,3,681,702,162,80,1363,466,52,5488,37,155,276,19,104963866,0.248360058,0.311269237,0.390306122
2010,SEA,4,513,698,162,61,1274,459,39,5409,40,101,227,16,86510000,0.23553337,0.297965361,0.339434276
2010,CIN,1,790,685,162,91,1515,522,68,5579,50,188,293,30,71761542,0.271554042,0.338478855,0.435920416
2010,SLN,2,736,641,162,86,1456,541,50,5542,40,150,285,18,93540751,0.262721039,0.331605378,0.401840491
2010,MIL,3,750,804,162,77,1471,546,81,5606,35,182,293,33,81108278,0.262397431,0.334716018,0.423831609
2010,HOU,4,611,729,162,76,1348,415,33,5452,29,108,252,25,92355500,0.247248716,0.302917861,0.362068966
2010,CHN,5,685,767,162,75,1414,479,50,5512,38,149,298,27,146609000,0.256531205,0.319624938,0.401487663
2010,PIT,6,587,866,162,57,1303,463,33,5386,33,126,276,27,34943000,0.241923505,0.304142012,0.373375418
2010,PHI,1,772,640,162,97,1451,560,63,5581,43,166,290,34,141928379,0.259989249,0.33199936,0.41336678
2010,ATL,2,738,629,162,91,1411,634,51,5463,35,139,312,25,84423666,0.258282995,0.338994016,0.400878638
2010,FLO,3,719,717,162,80,1403,514,55,5531,43,152,294,37,57029719,0.253661182,0.32101579,0.402639667
2010,NYN,4,656,652,162,79,1361,502,46,5465,57,128,266,40,134422942,0.249039341,0.314497529,0.382616651
2010,WAS,5,655,742,162,69,1355,503,60,5418,47,149,250,31,61400000,0.250092285,0.318181818,0.390180879
2010,SFN,1,697,583,162,92,1411,487,50,5488,41,162,284,30,98641333,0.257106414,0.321134191,0.408345481
2010,SDN,2,665,581,162,90,1338,538,50,5434,46,132,236,24,37799300,0.246227457,0.317402769,0.371365477
2010,COL,3,770,717,162,83,1452,585,47,5530,47,173,270,54,84227000,0.262567812,0.33564181,0.42477396
2010,LAN,4,667,692,162,80,1368,533,46,5426,50,120,270,29,95358016,0.252119425,0.321552436,0.378916329
2010,ARI,5,713,836,162,65,1366,589,39,5473,41,180,301,34,60718166,0.249588891,0.324649951,0.41567696
2011,DET,1,787,711,162,95,1540,521,39,5563,58,169,297,34,105700231,0.276829049,0.339750849,0.433579004
2011,CLE,2,704,760,162,80,1380,494,65,5509,43,154,290,26,48776566,0.250499183,0.317296678,0.396442186
2011,CHA,3,654,706,162,79,1387,475,84,5502,46,154,252,16,127789000,0.252090149,0.318650729,0.387677208
2011,KCA,4,730,762,162,71,1560,442,39,5672,57,129,325,41,35712000,0.275035261,0.328663446,0.415021157
2011,MIN,5,619,804,162,63,1357,440,37,5487,25,103,259,25,112737000,0.247311828,0.306228085,0.35994168
2011,NYA,1,867,657,162,97,1452,627,74,5518,51,222,267,33,202275028,0.263138818,0.34338118,0.444182675
2011,TBA,2,707,614,162,91,1324,571,73,5436,35,172,273,37,41053571,0.243561442,0.321831562,0.402317881
2011,BOS,3,875,737,162,90,1600,578,50,5710,50,203,352,35,161762475,0.280210158,0.348778961,0.460770578
2011,TOR,4,743,761,162,81,1384,525,48,5559,47,186,285,34,62567800,0.248965641,0.316717916,0.412844037
2011,BAL,5,708,860,162,69,1434,452,52,5585,43,191,273,13,85304038,0.256759176,0.316046967,0.412891674
2011,TEX,1,855,677,162,96,1599,475,39,5659,49,210,310,32,92299264,0.282558756,0.339601414,0.459975261
2011,LAA,2,667,633,162,86,1394,442,51,5513,32,155,289,34,138543166,0.252856884,0.312520702,0.401959006
2011,OAK,3,645,679,162,74,1330,509,50,5452,57,114,280,29,66536500,0.243947175,0.311305208,0.368672047
2011,SEA,4,556,675,162,67,1263,435,37,5421,41,109,253,22,86110600,0.232982844,0.292382878,0.348090758
2011,MIL,1,721,638,162,96,1422,481,56,5447,44,185,276,31,85497333,0.261061135,0.324983411,0.42500459
2011,SLN,2,762,692,162,90,1513,542,44,5532,40,162,308,22,105433572,0.273499638,0.340857421,0.424981923
2011,CIN,3,735,720,162,79,1438,535,63,5612,40,183,264,19,75947134,0.256236636,0.32576,0.40787598
2011,PIT,4,610,712,162,72,1325,489,34,5421,44,107,277,35,45047000,0.244419849,0.308617234,0.367644346
2011,CHN,5,654,756,162,71,1423,425,59,5549,35,148,285,36,125047329,0.256442602,0.314271589,0.400792936
2011,HOU,6,615,796,162,56,1442,401,46,5598,37,95,309,28,70694000,0.257591997,0.310588622,0.373704895
2011,PHI,1,713,529,162,102,1409,539,56,5579,38,153,258,38,172976379,0.252554221,0.322601417,0.39469439
2011,ATL,2,641,605,162,89,1345,504,28,5528,30,173,244,16,87002692,0.243306802,0.308210181,0.387120116
2011,WAS,3,624,643,161,80,1319,470,65,5441,32,154,257,22,63856928,0.242418673,0.308588549,0.382650248
2011,NYN,4,718,742,162,77,1477,571,51,5600,48,108,309,39,118847309,0.26375,0.33476874,0.390714286
2011,FLO,5,625,702,162,72,1358,542,51,5508,42,149,274,30,56944000,0.246550472,0.317597265,0.388344227
2011,ARI,1,731,662,162,94,1357,531,61,5421,33,172,293,37,53639833,0.250322819,0.322361892,0.413207895
2011,SFN,2,570,578,162,86,1327,448,52,5486,43,121,282,24,118198333,0.241888443,0.303035329,0.368209989
2011,LAN,3,644,612,161,82,1395,498,45,5436,43,117,237,28,104188999,0.256622517,0.321819993,0.375091979
2011,COL,4,735,774,162,73,1429,555,57,5544,44,163,274,40,88148071,0.257756133,0.329193548,0.40981241
2011,SDN,5,593,611,162,71,1284,501,48,5417,47,91,247,42,45869140,0.237031567,0.304839514,0.348532398
2012,DET,1,726,670,162,88,1467,511,57,5476,39,163,279,39,132300000,0.267896275,0.334538879,0.422388605
2012,CHA,2,748,676,162,85,1409,461,65,5518,36,211,228,29,96919500,0.25534614,0.318256579,0.42189199
2012,KCA,3,676,746,162,72,1492,404,42,5636,41,131,295,37,60916225,0.264726757,0.316511514,0.399929028
2012,CLE,4,667,845,162,68,1385,555,59,5525,39,136,266,24,78430300,0.250678733,0.323567498,0.381357466
2012,MIN,5,701,832,162,66,1448,505,53,5562,56,131,270,30,94085000,0.260338008,0.324805699,0.39032722
2012,NYA,1,804,668,162,95,1462,565,62,5524,49,245,280,13,196522289,0.264663287,0.336935484,0.453113686
2012,BAL,2,712,705,162,93,1375,480,50,5560,30,214,270,16,77353999,0.247302158,0.31127451,0.417086331
2012,TBA,3,697,577,162,90,1293,571,58,5398,42,175,250,30,64173500,0.23953316,0.316691382,0.394220082
2012,TOR,4,716,784,162,73,1346,473,55,5487,45,198,247,22,75009200,0.245307089,0.309240924,0.406597412
2012,BOS,5,734,806,162,69,1459,428,45,5604,55,165,339,16,173186617,0.26034975,0.315068493,0.414882227
2012,OAK,1,713,614,162,94,1315,550,45,5527,34,195,267,32,55372500,0.237922924,0.310266407,0.403654786
2012,TEX,2,808,707,162,93,1526,478,57,5590,53,200,303,32,120510974,0.272987478,0.333603108,0.445974955
2012,LAA,3,767,699,162,89,1518,449,47,5536,41,187,273,22,154485166,0.274205202,0.331631813,0.432803468
2012,SEA,4,619,651,162,75,1285,466,30,5494,35,149,241,27,81978100,0.233891518,0.29560166,0.368947943
2012,CIN,1,669,588,162,97,1377,481,47,5477,37,172,296,30,82203616,0.251415008,0.315292949,0.410626255
2012,SLN,2,765,648,162,88,1526,533,53,5622,49,159,290,37,110300862,0.271433654,0.337541953,0.421024546
2012,MIL,3,776,733,162,83,1442,466,90,5557,35,202,300,39,97653944,0.259492532,0.324983735,0.436566493
2012,PIT,4,651,674,162,79,1313,444,51,5412,45,170,241,37,62951999,0.242609017,0.303763441,0.395048041
2012,CHN,5,613,759,162,61,1297,447,43,5411,24,137,265,36,88197033,0.239696914,0.301603376,0.377933838
2012,HOU,6,583,794,162,55,1276,463,58,5407,30,146,238,28,60651000,0.235990383,0.301611279,0.371370446
2012,WAS,1,731,594,162,98,1468,479,41,5615,36,194,301,25,80855143,0.261442565,0.322152001,0.42760463
2012,ATL,2,700,600,162,94,1341,567,34,5425,46,149,263,30,82829942,0.24718894,0.319828722,0.389124424
2012,PHI,3,684,680,162,81,1414,454,63,5544,39,158,271,28,174538938,0.255050505,0.316557377,0.399531025
2012,NYN,4,650,709,162,74,1357,503,42,5450,30,139,286,21,93353983,0.248990826,0.315684647,0.385688073
2012,MIA,5,609,724,162,69,1327,484,35,5437,40,137,261,39,118078000,0.24406842,0.307871915,0.382012139
2012,SFN,1,718,649,162,94,1495,483,29,5558,61,103,287,57,117620683,0.268981648,0.327352797,0.396725441
2012,LAN,2,637,597,162,86,1369,481,52,5438,38,116,269,23,95143575,0.251746966,0.316525212,0.373666789
2012,ARI,3,734,688,162,81,1416,539,41,5462,45,165,307,33,73804833,0.259245698,0.327911943,0.418161845
2012,SDN,4,651,710,162,76,1339,539,54,5422,34,121,272,43,55244700,0.246956842,0.319391635,0.379933604
2012,COL,5,758,890,162,64,1526,450,36,5577,39,166,306,52,78069571,0.273623812,0.329727958,0.43643536
2013,DET,1,796,624,162,93,1625,531,43,5735,47,176,292,23,145989500,0.283347864,0.34597231,0.43435048
2013,CLE,2,745,662,162,92,1391,562,51,5465,56,171,290,23,75771800,0.25452882,0.326703619,0.409881061
2013,KCA,3,648,601,162,86,1443,422,42,5549,42,112,254,34,80091725,0.260046855,0.314946325,0.37862678
2013,MIN,4,614,788,162,66,1346,533,52,5564,32,151,285,15,75337500,0.241912293,0.312408995,0.379942487
2013,CHA,5,598,723,162,63,1385,411,34,5563,48,148,237,19,120065277,0.248966385,0.302179657,0.378213194
2013,BOS,1,853,656,162,97,1566,581,72,5651,50,178,363,29,151530000,0.277119094,0.349228832,0.446115732
2013,TBA,2,700,646,163,92,1421,589,36,5538,55,165,296,23,52955272,0.256590827,0.329044709,0.407728422
2013,BAL,3,745,709,162,85,1460,416,36,5620,45,212,298,14,84393333,0.259786477,0.312571522,0.430960854
2013,NYA,4,650,671,162,85,1321,466,57,5449,36,144,247,24,231978886,0.242429804,0.306924101,0.37584878
2013,TOR,5,712,756,162,74,1398,510,38,5537,38,185,273,24,126288100,0.252483294,0.317818063,0.41069171
2013,OAK,1,767,625,162,96,1403,573,45,5521,49,186,301,25,60132500,0.25412063,0.326599871,0.418764717
2013,TEX,2,730,636,163,91,1465,462,61,5585,42,176,262,23,112522600,0.262309758,0.323252033,0.411996419
2013,LAA,3,733,737,162,78,1476,523,48,5588,64,164,270,39,124174750,0.264137437,0.328941025,0.414459556
2013,SEA,4,624,754,162,71,1318,529,31,5558,28,188,249,17,74005043,0.23713566,0.305564595,0.389528607
2013,HOU,5,610,848,162,51,1307,426,52,5457,38,148,266,16,17890700,0.239508888,0.298844802,0.375481034
2013,SLN,1,783,596,162,97,1494,481,64,5557,44,125,322,20,92260110,0.268850099,0.331760495,0.401475616
2013,PIT,2,634,577,162,94,1345,469,88,5486,29,161,273,35,77062000,0.245169522,0.313241107,0.395734597
2013,CIN,3,698,589,162,90,1370,585,76,5499,46,155,274,20,106404462,0.249136207,0.327263938,0.390798327
2013,MIL,4,640,687,162,74,1381,407,71,5474,35,157,238,43,76947033,0.252283522,0.310506097,0.397515528
2013,CHN,5,602,689,162,66,1307,439,67,5498,30,172,297,18,100567726,0.237722808,0.300464037,0.392142597
2013,ATL,1,688,548,162,96,1354,542,55,5441,35,181,247,21,87871525,0.248851314,0.321258027,0.401764382
2013,WAS,2,656,626,162,86,1365,464,40,5436,39,161,259,27,113703270,0.251103753,0.312594079,0.397534952
2013,NYN,4,619,684,162,74,1318,512,51,5559,32,130,263,32,49448346,0.237093002,0.305654859,0.366073035
2013,PHI,4,610,749,162,73,1355,417,53,5456,31,140,255,32,169863189,0.24835044,0.306362263,0.383797654
2013,MIA,5,513,646,162,62,1257,432,56,5449,26,95,219,31,33601900,0.230684529,0.292637934,0.334556799
2013,LAN,1,649,582,162,92,1447,476,57,5491,48,138,281,17,223362196,0.263522127,0.326086957,0.39628483
2013,ARI,2,685,695,162,81,1468,519,43,5676,43,130,302,31,90132000,0.25863284,0.323196943,0.391472868
2013,SDN,3,618,700,162,76,1349,467,52,5517,34,146,246,26,65585500,0.244516948,0.307742998,0.377922784
2013,SFN,4,629,691,162,76,1446,469,39,5552,42,107,280,35,140180334,0.260446686,0.320222878,0.381304035
2013,COL,5,706,760,162,74,1511,427,26,5599,35,159,283,36,74409071,0.26986962,0.322654838,0.418467583
