FAKEID,Y2defect,Y1G5,Y1G4,Y1G3,Y1G2,Y1G1,Y1price,YEARS,BACKER,AGE,INCOME,GNDR,OWNHOME,PCTMARR,HOMEVAL
146V66NS,1,0,0,0,0,1,15,6,0,67,0,0,1,0,0
763C71KW,0,1,1,1,0,1,50,6,0,63,3,0,1,63,46
291N53IA,0,1,0,0,1,1,15,8,1,29,5,1,1,79,227
550R69MK,1,1,1,0,1,0,25,6,0,76,5,1,1,65,43
117P56BI,0,0,0,1,1,1,15,8,1,67,0,0,1,66,75
859Z37QW,1,0,0,1,0,0,15,3,0,52,6,0,1,49,65
111V49KA,1,0,0,1,0,0,15,3,0,70,0,1,1,50,27
162Q62SR,1,0,1,1,0,0,25,2,0,37,1,1,1,42,92
844H94XK,1,1,1,0,1,0,25,7,0,68,0,1,1,29,49
223U71BN,1,1,1,1,0,0,25,5,0,55,2,0,1,67,69
197E43GA,0,1,1,1,0,0,25,4,0,29,5,1,1,45,278
644L70QU,0,0,0,1,0,0,15,3,0,36,1,1,1,59,58
014X35ZU,0,0,1,1,0,1,15,7,0,63,3,0,1,53,51
038Y72DU,1,1,1,1,0,1,15,7,0,63,0,0,1,57,37
238A52YR,0,0,0,0,0,1,15,3,0,63,2,1,1,71,68
229R29ES,0,0,0,1,0,1,25,11,1,63,3,1,1,73,99
818Z05DX,1,0,1,1,0,0,15,8,0,51,3,1,1,61,75
737C28UD,1,1,1,0,0,0,15,11,1,93,3,0,1,45,81
814T93EQ,0,0,0,1,1,1,15,7,1,55,3,0,1,45,53
506R52FH,0,1,0,1,0,1,50,7,0,73,0,0,0,72,120
186O76QX,0,0,0,0,1,1,15,7,1,80,3,1,1,57,73
678P81CL,0,0,1,1,0,0,15,3,0,87,4,1,1,70,114
311Y36GM,1,1,1,1,1,1,25,11,1,48,3,0,1,69,84
271L51JH,1,0,1,0,0,0,15,2,0,44,6,1,1,76,125
531P58JZ,0,0,1,0,0,0,15,4,0,31,4,0,1,29,63
789R28FQ,1,0,1,0,1,0,15,7,0,40,4,0,1,71,142
065B14NU,0,0,1,1,0,1,15,6,0,60,3,1,1,70,79
877M09QY,0,0,0,1,0,1,25,4,1,43,3,1,1,66,43
970N37OC,1,0,0,0,1,0,15,6,0,72,3,1,1,64,64
281M92QE,1,1,0,0,0,0,25,4,0,63,2,1,1,65,56
559K76TO,0,0,0,1,0,0,15,6,0,81,1,1,1,62,54
416V54FA,0,1,0,1,0,1,15,8,1,37,4,1,1,59,66
073Q83BC,1,0,0,1,0,0,15,3,0,51,5,1,1,70,287
388H98NI,1,0,1,1,0,1,15,4,0,71,0,0,1,60,216
359G48KX,1,0,1,1,0,0,25,3,0,46,0,1,1,72,41
968B10DQ,1,1,0,0,0,0,15,10,1,85,0,0,1,57,163
039N97IS,0,1,1,0,1,1,25,5,0,79,1,1,1,59,70
058V28KE,1,1,0,0,0,0,15,11,1,86,5,1,1,30,310
762T89JM,1,1,1,1,1,1,15,7,1,63,4,0,1,66,137
741M14DB,0,0,0,1,0,1,50,11,1,56,4,1,1,44,207
677X17LM,0,0,1,1,0,1,15,9,1,62,1,0,1,73,51
281U49JG,1,0,1,1,0,0,15,3,0,35,5,1,1,59,132
666L19MJ,1,0,1,0,0,1,15,4,1,63,6,0,1,61,69
014S22CL,0,0,0,1,0,0,25,9,1,56,3,1,1,63,78
157J07FH,0,0,1,1,0,0,25,5,0,46,4,1,1,78,110
368Y42TS,0,0,0,1,1,1,15,11,1,91,0,0,1,51,63
691U54GM,1,0,1,1,0,0,15,3,0,63,5,0,1,49,33
128N95RI,0,1,0,1,0,1,15,3,1,66,3,0,1,74,122
524B79NE,1,0,1,0,0,0,50,9,0,60,1,1,1,42,66
627W51FB,0,1,0,0,1,0,15,5,1,61,0,0,1,48,81
102S23LJ,0,1,0,1,1,1,15,4,1,46,4,1,1,43,65
231A76JF,1,0,1,1,0,0,15,2,0,63,5,0,1,54,61
474Z20FK,0,1,0,0,1,1,15,11,1,62,3,1,1,37,43
015O68BO,1,0,0,1,0,0,25,6,1,63,3,0,1,70,41
455O61RK,0,0,0,1,0,1,15,11,1,86,1,0,1,56,65
238M50JK,1,0,1,0,0,0,25,3,0,51,6,1,1,73,151
775J20PH,1,1,0,0,1,1,25,9,1,71,4,1,1,58,29
743P37ME,1,0,0,1,0,0,25,6,1,63,0,1,1,68,74
455J00CV,0,0,1,1,0,1,25,4,0,79,4,1,1,70,131
027C57EI,0,0,1,1,0,0,15,11,1,63,1,0,1,49,127
664H39WX,0,0,0,0,1,1,15,10,1,67,2,0,1,65,103
182S89IO,0,0,1,0,1,0,15,11,1,86,0,1,1,59,158
715Z81TE,0,0,1,0,0,0,25,10,0,49,6,0,1,69,146
989G69WP,1,0,0,1,0,0,25,3,0,67,0,1,0,48,237
783B53SE,1,0,1,0,0,0,25,7,0,45,3,0,1,66,109
111K10EX,0,0,1,1,0,0,50,4,0,76,1,1,1,61,60
838W64TX,1,0,1,1,0,0,25,3,0,33,2,0,1,66,62
425A68GI,1,1,0,1,0,1,15,3,0,63,3,1,1,59,110
791T38CU,1,0,1,0,1,1,15,8,1,69,2,1,1,72,124
651F73WI,1,0,0,0,1,0,25,9,1,75,5,1,1,64,54
293P77MQ,0,0,1,0,1,1,15,11,1,79,1,0,1,59,150
092L61IU,1,0,0,1,1,0,15,8,1,88,0,1,1,68,85
769A47JR,1,0,0,0,0,1,15,6,1,63,0,0,1,53,41
471Q49LH,1,0,1,0,1,0,15,11,1,78,4,0,1,62,45
150Y29IX,1,0,0,1,1,1,15,4,1,78,1,1,1,54,224
379F80MP,1,1,1,1,1,0,50,9,1,63,6,1,1,46,223
515Z22UL,0,0,0,1,1,1,15,11,1,83,0,1,1,36,62
361L67CZ,1,0,1,1,0,0,25,9,1,73,3,0,1,61,83
587E98LB,1,0,1,0,0,0,25,6,0,78,1,1,1,61,64
761H86YA,0,1,0,0,0,1,15,9,0,72,0,0,1,66,206
716D18TV,0,1,0,1,0,1,15,3,0,52,5,0,1,67,135
249O82CM,0,1,1,0,1,0,15,11,1,68,2,1,1,68,92
693H65GH,0,0,1,1,1,1,50,10,1,59,5,0,1,64,409
778B94CV,0,0,0,0,0,1,15,8,1,77,1,0,1,64,76
064C29QQ,0,1,1,1,0,1,15,6,0,63,4,1,1,65,69
715M17YO,0,1,1,1,0,1,15,5,0,73,3,0,1,43,159
217T89UY,0,1,1,0,0,1,15,11,1,82,4,0,1,58,82
822A04ZM,0,1,1,1,0,1,15,6,0,44,4,0,1,47,236
168I85WE,0,0,1,1,1,0,25,9,1,71,6,1,1,69,63
474D90HJ,0,1,1,0,1,1,15,6,1,63,1,0,0,63,53
188E95YX,0,0,0,1,0,0,15,3,1,51,1,1,1,65,76
348L13IK,1,0,0,0,0,1,15,10,1,80,0,0,1,41,34
279D39QX,1,1,1,1,0,0,25,6,1,63,2,0,1,66,100
749V19HL,1,0,0,0,1,1,15,11,1,58,3,1,1,67,94
346T54FG,1,0,1,0,0,0,15,4,0,57,4,0,1,68,87
888I62ZU,0,1,1,1,1,0,15,11,1,70,0,1,1,67,39
495H39OE,1,1,1,0,0,0,15,5,0,53,0,0,1,35,36
024F57MB,0,1,1,0,1,0,25,16,1,75,6,1,1,68,238
814C88ZX,0,0,0,1,0,0,15,5,0,31,4,0,1,70,34
158R33UQ,0,1,0,1,0,1,50,10,1,68,1,1,1,68,155
104S18KE,0,0,0,1,0,1,15,3,1,57,3,0,1,66,61
391O82RX,1,0,0,1,0,0,25,9,1,73,4,1,1,69,78
009K99LA,1,0,0,1,0,0,15,3,0,79,6,0,1,65,159
469Q98LJ,0,0,0,1,1,1,15,11,1,81,1,0,1,51,67
170X96PT,1,0,1,1,0,0,25,3,0,45,4,0,1,37,35
253A32QN,0,0,0,1,1,1,15,10,1,58,1,0,1,58,82
881M56HR,0,0,1,1,0,0,15,11,1,53,6,0,1,65,181
263G37UW,1,0,1,1,0,0,25,4,0,51,1,1,1,60,33
142Q68UP,0,1,1,1,0,0,25,6,0,38,3,0,1,59,66
571G85YA,1,0,0,0,1,0,15,11,1,87,4,0,1,66,71
015I25GQ,0,1,0,0,0,1,50,11,1,50,3,1,1,69,92
098H37ZQ,0,1,1,1,1,0,15,9,0,57,4,0,1,56,185
584V79SU,0,1,0,1,1,0,25,9,0,75,3,1,1,66,65
895H19SL,0,1,1,1,0,1,25,4,0,63,0,0,1,53,141
693A93PO,1,0,0,0,1,1,25,4,0,54,0,1,1,59,116
201C58OD,0,0,1,1,1,1,50,11,1,50,2,1,1,60,56
092B21AU,1,0,0,1,0,0,15,2,0,71,4,0,1,69,118
785D61QQ,1,0,1,0,0,0,15,3,0,63,3,0,1,43,141
810N85PO,1,0,1,0,0,0,15,3,0,55,0,0,1,61,64
829E69HL,0,1,1,0,1,1,15,4,1,72,3,1,1,70,142
765S05BP,1,0,0,1,0,1,25,4,0,89,5,1,1,52,228
096L34XT,0,0,0,1,1,1,50,6,1,31,4,0,1,66,114
000H80WU,0,0,0,1,0,0,15,3,1,39,4,1,1,68,60
286N39AD,0,1,0,0,1,1,15,4,1,38,3,0,1,61,230
997B91XC,1,1,1,0,0,0,15,6,0,59,5,0,1,58,33
374N38JV,0,1,1,0,0,1,25,6,0,51,6,0,1,75,153
630X05WB,0,0,0,1,0,0,25,6,1,40,6,1,1,59,47
091C15MC,0,1,1,1,1,1,15,8,1,43,6,1,1,58,55
390I01NS,1,0,0,0,0,1,15,4,0,63,2,1,1,71,102
590M96XD,1,0,1,1,0,0,15,3,0,53,6,0,1,62,93
124O87ZU,0,1,1,1,0,1,25,10,1,55,0,1,1,65,40
456Y37AI,1,0,0,1,0,1,25,4,0,50,3,0,1,60,97
093I32IO,0,1,1,1,0,1,15,11,1,63,0,0,1,32,24
601Y47YG,1,0,0,0,1,1,15,6,0,70,4,0,1,62,206
955N57UX,1,1,1,1,0,0,15,9,1,69,3,1,0,65,66
938T58IJ,1,1,1,0,0,1,50,4,0,37,1,1,1,55,61
485T86FQ,0,1,0,1,0,0,15,5,0,83,4,0,1,57,73
047U74RK,0,1,1,1,1,1,15,6,1,35,3,1,1,67,62
391Z04GS,1,0,0,1,0,0,25,6,1,70,4,0,1,52,65
105S88VV,0,0,1,1,0,0,25,6,0,70,3,0,1,42,154
993I13KT,0,1,1,0,1,0,25,6,0,47,2,0,1,73,110
077W59GA,1,0,1,1,0,0,15,3,0,54,6,0,1,58,179
542T03AJ,1,0,1,1,0,0,15,11,1,85,6,0,1,52,129
877R21VV,0,0,1,1,0,0,25,11,0,41,3,0,1,56,79
234S85RB,1,0,1,0,0,0,25,3,0,62,6,1,1,73,161
220Y28PF,0,1,0,1,1,0,25,3,0,62,4,1,1,69,80
342R02TF,0,0,0,1,0,0,15,3,1,44,3,1,1,49,201
002E92KS,0,0,0,1,0,1,15,3,0,83,1,1,1,53,77
780B42JP,0,0,0,1,0,1,15,5,1,40,3,0,1,58,54
778K73RS,0,0,1,1,0,0,15,10,1,74,5,1,1,59,349
541G19KE,1,0,1,1,0,0,15,3,0,47,6,0,1,70,213
541R05PO,0,0,0,0,0,1,15,3,0,85,1,0,1,59,55
093E46MX,0,0,1,0,1,1,15,11,1,64,1,0,1,69,86
087W83DF,1,0,1,1,0,1,15,4,0,45,6,0,1,54,95
669D13QH,1,1,1,1,1,1,15,9,1,81,5,1,1,72,153
638W70FJ,0,0,1,0,0,1,15,9,0,41,6,1,1,68,71
671M67RR,1,0,0,1,0,1,15,11,1,77,1,1,1,65,35
159D76ZA,0,1,0,0,0,1,15,8,1,78,3,1,1,53,55
562K70FB,1,0,0,1,0,1,25,4,1,63,4,1,1,65,71
286Q16LX,0,1,0,0,0,1,25,4,0,63,5,1,1,61,595
720L06LS,0,0,0,0,1,0,25,9,1,75,4,0,1,45,168
374I86QW,0,0,0,1,1,1,25,4,1,37,1,0,1,45,60
029C97SP,1,0,0,0,0,1,15,3,0,48,3,0,1,62,66
737A14US,0,0,1,1,0,0,25,3,1,63,2,0,1,64,59
927X32GU,0,1,1,0,0,1,50,7,1,80,4,1,1,69,125
585L19HX,0,1,1,1,0,0,15,5,0,39,2,1,1,63,83
520D84BO,0,0,0,1,0,1,15,6,0,29,1,0,1,47,178
488S18IF,0,0,0,1,1,1,15,6,1,63,1,0,1,53,52
053G51SB,1,0,1,1,0,0,15,3,0,41,5,0,1,65,119
632T47IQ,0,1,1,1,1,1,25,6,1,44,2,0,1,69,110
812F78ZB,0,0,0,1,0,0,15,7,0,45,6,1,1,75,105
072C41IZ,0,0,0,1,1,1,15,4,1,55,4,0,1,70,78
937L68MM,0,0,1,0,0,1,15,11,1,64,2,1,1,70,67
444Y25AU,1,0,1,1,1,1,15,4,1,50,3,0,1,59,85
955L51IG,1,0,1,1,0,0,25,4,0,63,5,1,1,60,41
744B11PP,1,0,0,1,0,1,15,11,1,63,6,1,1,67,86
295N20VR,1,0,1,1,0,0,15,6,1,76,5,1,1,60,39
019N80IU,1,1,0,1,0,1,15,10,1,60,2,0,1,63,35
981S39VV,1,0,1,0,0,0,15,5,0,39,3,1,1,49,101
927X07SY,1,1,1,0,1,1,25,7,0,63,3,0,1,52,32
868C59KE,0,0,1,1,0,1,15,11,0,63,0,1,1,68,41
915O82CF,0,0,0,1,0,1,15,9,1,63,0,0,1,60,49
184S54TB,0,0,1,0,0,1,25,7,0,33,5,1,1,63,155
320F46BS,1,1,1,1,1,1,15,11,1,64,1,1,1,66,72
848P02TW,1,1,1,1,0,0,15,10,1,80,0,0,1,64,56
594P35QV,0,1,1,0,0,1,15,5,1,88,2,0,1,44,0
327A00PW,0,0,1,0,0,0,15,10,1,82,0,1,1,58,68
699X05RG,0,1,1,1,0,1,15,9,1,49,0,0,1,53,59
735O37OF,1,0,0,1,0,0,25,8,0,56,4,1,1,7,48
584G50IE,0,0,1,0,1,1,15,10,1,87,1,0,1,35,153
471A15PF,0,1,0,1,1,1,15,6,0,63,2,0,1,45,48
752T98CK,1,0,0,1,0,0,15,6,1,37,6,0,1,61,242
740Z88GN,1,0,1,1,0,0,15,3,0,79,6,1,1,0,0
402A35KI,1,0,0,0,1,0,25,4,0,36,4,0,1,60,68
858N30BV,0,1,1,1,0,0,25,10,1,51,5,0,1,68,482
913R85OO,0,1,1,0,1,1,15,6,1,58,5,1,1,69,136
763B56XK,0,0,1,0,0,1,25,9,0,59,5,0,1,61,117
885O84FV,0,0,1,1,1,0,25,10,0,48,4,1,1,69,58
268L33OI,1,0,1,0,0,0,50,3,0,65,3,1,1,42,190
081J26HD,0,1,1,1,1,1,50,9,1,63,0,1,1,60,73
404C08XC,1,1,0,0,1,1,25,5,0,71,1,0,1,43,169
124Z15KJ,1,0,0,1,0,0,15,3,0,79,4,0,1,48,77
928U06NM,1,0,0,0,0,1,15,3,0,67,3,0,1,64,53
621T48WI,0,1,1,1,1,1,25,3,0,65,4,0,1,63,67
198O11YA,0,0,0,1,1,1,15,11,1,76,4,0,1,52,111
045S23IG,1,0,0,1,0,0,15,11,1,59,3,0,1,63,42
456H44YS,1,0,1,1,0,1,15,8,1,68,4,0,1,46,60
622S18XV,1,1,1,0,0,1,15,6,1,63,1,1,1,75,85
563F78WF,0,0,0,1,1,1,15,11,1,63,1,0,1,67,60
197S73CT,0,0,1,1,0,1,15,6,1,63,2,0,1,68,76
290X30FN,0,0,0,1,0,0,25,5,0,72,3,0,1,56,51
618D91HA,0,0,0,0,0,1,25,10,1,40,4,1,1,46,97
022L90HS,0,0,0,0,0,1,15,9,1,71,1,1,1,58,55
234B70PF,1,0,1,0,0,0,25,3,0,61,2,0,1,68,100
234N47UW,0,0,0,1,0,1,25,11,1,55,4,0,1,53,37
318P54OO,1,0,1,1,0,0,15,3,0,63,2,0,1,62,49
446L22OF,1,1,1,0,0,0,15,10,1,56,4,0,1,42,67
905F34MO,0,0,0,1,1,1,15,10,1,77,4,0,1,42,138
584W66EO,0,0,1,0,0,1,25,4,0,64,6,0,1,60,70
640P34JW,0,1,0,0,1,1,15,11,1,58,4,0,1,61,61
372X29XN,1,0,1,1,0,0,15,3,0,48,4,1,1,56,382
335R08EG,1,0,1,1,0,1,25,3,0,31,4,0,1,78,133
543U56OZ,0,0,0,0,1,0,25,11,0,79,1,0,1,68,41
575M16XC,0,0,0,1,0,0,15,3,0,49,4,0,1,63,89
694W49EP,0,0,1,0,0,0,15,9,1,57,4,1,1,62,108
692L22JB,1,0,0,0,0,1,15,8,0,71,1,1,1,67,111
667T98XV,1,0,0,0,1,1,50,6,1,79,5,0,1,67,200
377M79BO,1,1,1,1,0,1,15,3,0,49,4,1,1,38,78
586V83BN,1,0,0,1,1,1,15,12,1,68,1,0,1,59,58
885P17TZ,0,1,0,1,1,0,25,9,1,46,0,1,1,64,67
134R59OG,1,0,1,1,0,0,50,3,0,75,1,0,1,64,56
017T75LQ,1,0,1,1,0,0,15,4,0,33,1,1,1,61,54
864M56MW,0,0,0,1,0,0,15,3,0,63,2,1,1,70,83
628J15PY,1,0,1,1,0,1,25,10,1,88,2,1,1,50,66
951P22AK,0,0,1,1,1,0,25,4,1,49,4,1,1,33,34
348N51TD,0,0,0,1,1,1,15,6,1,59,1,1,1,77,147
755J15EJ,0,0,0,1,1,0,15,4,1,72,1,0,1,71,60
189S21FC,1,0,0,1,0,0,15,3,0,48,6,0,1,66,171
544P22QF,0,1,0,1,1,1,15,11,1,77,3,1,1,65,51
992M04WN,1,0,1,0,0,0,15,5,0,42,4,0,1,28,117
193V52ZJ,1,0,1,0,1,0,15,9,1,80,1,0,1,60,89
982H99QP,0,1,1,0,0,1,15,7,1,40,1,0,1,66,171
050D77AF,0,1,0,1,0,1,15,8,1,43,3,1,1,60,57
266B65VG,0,0,1,1,0,1,15,6,1,40,0,1,1,75,101
800D76EU,1,0,0,1,0,0,50,3,0,67,3,1,1,63,407
431I37IC,1,1,1,1,0,0,25,3,0,49,6,0,1,64,76
703X45KK,1,0,1,0,0,1,25,4,0,63,1,0,1,41,78
485D20CR,1,1,1,1,1,1,25,10,1,60,3,0,1,62,113
835B71HY,0,0,0,1,0,0,15,6,0,85,1,0,1,54,38
421S80GE,0,0,0,0,1,1,15,7,0,83,0,1,1,64,47
786P79NN,0,0,0,0,0,1,25,10,1,73,2,1,1,61,39
660P24DG,0,1,0,1,0,0,25,7,1,56,2,1,1,67,126
825E49KK,0,0,0,1,1,1,15,11,1,64,5,1,1,55,92
530L33XH,1,0,1,1,0,0,15,3,0,67,6,0,1,65,354
290C42ML,1,1,1,0,0,1,25,9,1,76,3,1,1,67,82
308B12YU,0,0,1,1,0,0,15,7,1,52,0,0,1,49,65
645O12LA,0,1,0,1,0,1,15,10,1,54,2,0,1,71,79
863E59LL,0,0,1,1,0,1,15,11,1,78,5,1,1,61,67
711U14NB,0,0,0,1,1,1,15,9,1,73,0,0,1,54,47
051F17AD,0,0,1,1,1,1,25,9,1,68,4,0,1,49,137
154V33MW,1,0,1,0,0,0,15,5,0,80,1,0,1,61,51
747M02MF,0,0,0,1,0,0,15,9,1,70,1,0,1,56,60
950V94GM,1,0,0,0,0,1,15,7,0,87,0,0,1,69,31
929U24YO,0,0,0,0,0,1,25,10,1,41,1,0,1,54,78
665T37CH,0,1,1,1,0,1,15,9,0,53,6,1,1,68,270
497Z70DQ,0,0,0,0,0,1,15,8,0,69,1,1,1,82,190
144A54PG,1,0,0,0,1,1,15,9,1,37,1,1,1,54,57
181Z42ZX,1,0,0,1,0,0,15,3,0,80,4,0,1,69,100
392G14IP,0,0,1,1,1,0,15,5,1,63,2,1,1,64,53
577K40KU,0,1,0,1,0,0,15,5,0,56,6,1,1,68,67
998Q73EZ,0,0,1,1,1,0,15,8,1,75,0,0,1,59,63
772F76XJ,1,0,1,1,0,0,15,3,0,32,1,1,1,57,57
747Z16JU,0,0,0,1,0,0,15,3,1,63,1,0,1,66,119
677E94XO,0,0,0,1,0,1,15,10,1,40,4,1,1,63,82
890S59PR,0,0,1,1,0,0,15,11,1,63,0,1,1,67,48
102J06TB,1,0,1,1,1,1,15,7,1,64,0,1,1,59,28
764N04GG,1,0,0,0,1,0,50,9,0,89,1,1,1,59,311
545N87CU,0,0,1,0,1,1,50,7,0,43,5,1,1,73,82
021W74WK,0,1,1,1,1,1,50,6,1,71,2,1,1,64,94
206I69BS,0,1,0,1,0,1,15,11,1,63,1,1,1,66,48
884H70TP,0,1,1,0,0,0,15,3,0,59,4,1,1,52,219
571B80LQ,0,0,0,1,0,0,15,7,1,75,1,1,1,50,28
238H81CB,1,0,1,1,1,1,15,7,0,74,0,0,1,54,52
542X52DH,1,1,0,0,0,0,25,7,0,64,6,1,1,57,198
805B08WH,1,0,0,0,1,0,25,10,0,76,1,0,1,55,59
965G16KS,0,1,0,1,1,0,25,4,0,40,6,0,1,77,131
123X26TZ,1,0,1,1,0,0,15,3,0,39,4,0,1,48,58
559S73BX,1,0,1,1,0,0,15,2,0,75,0,1,0,65,41
059F89RB,1,1,0,1,0,1,15,4,0,53,4,0,1,46,76
571P24IJ,0,0,0,1,1,1,15,4,0,41,0,1,1,58,70
378K16HA,1,0,1,0,0,0,15,3,0,36,4,1,1,52,278
187P48ZD,0,0,1,0,0,1,15,3,0,65,0,1,1,62,37
848K84DO,1,0,1,1,0,0,50,5,0,67,4,1,1,64,44
268B68TE,0,1,0,1,0,0,25,5,0,84,6,0,1,57,390
346X00KM,0,0,0,1,0,1,15,3,0,81,6,0,1,68,189
707Q19WM,0,1,1,1,1,0,15,6,1,53,3,0,1,63,47
757G20GM,1,0,0,1,0,0,15,3,0,67,3,0,1,69,142
152A19YS,0,0,1,0,0,1,15,8,1,76,4,0,1,64,146
253L15RX,0,0,1,1,0,1,15,6,1,55,3,0,1,57,50
262A66OM,0,0,0,1,1,1,15,5,1,57,5,1,1,71,97
728W55RC,0,0,0,0,0,1,15,8,0,76,1,0,1,75,66
197B31NP,1,0,0,0,0,1,50,7,0,63,4,1,1,59,205
264B07UU,1,0,0,0,0,1,15,5,0,80,1,1,0,48,50
713V14XS,0,0,1,0,1,0,15,4,0,69,5,1,1,64,101
451I10FF,1,1,0,1,1,1,15,11,1,61,4,0,1,69,317
793P05IA,1,0,1,0,0,0,15,3,0,54,2,1,1,77,73
414H62GN,0,1,0,0,1,1,25,11,0,43,3,1,1,58,151
832V47LE,0,1,0,0,1,0,15,10,1,46,4,0,1,49,63
543V30NW,0,0,0,1,1,1,50,4,0,72,6,1,1,63,267
957P04ZA,1,1,0,1,0,0,25,3,0,48,2,1,1,60,53
756U00LO,0,1,0,1,0,0,50,4,0,45,4,1,1,68,99
114T44SR,1,0,0,1,0,1,25,3,0,60,1,1,1,56,55
166A58OV,0,0,1,1,0,1,15,10,1,48,4,0,1,61,298
131E60JL,0,0,0,1,0,0,50,9,1,63,3,1,1,49,100
554L78MY,1,1,1,0,0,0,15,4,0,37,0,0,1,41,58
971A86CJ,0,1,0,1,1,0,15,9,1,57,3,0,1,65,88
394J94JJ,0,0,0,1,0,0,15,3,0,85,0,0,1,49,60
330J27AT,0,0,1,0,0,0,15,5,1,63,4,1,1,67,312
270R84YH,1,0,0,0,0,1,15,4,0,43,5,0,1,56,127
959E84TF,1,0,1,1,0,1,50,8,0,70,2,0,1,63,57
538C57AS,0,0,1,0,1,1,50,7,0,80,2,1,1,76,73
488N75MA,0,1,0,1,0,0,15,11,1,42,6,1,1,76,64
532J96HT,1,0,1,1,0,0,15,2,0,68,4,0,1,72,114
985X09IK,0,1,1,0,1,1,15,7,1,69,1,0,1,49,98
823Q45HS,1,0,0,1,0,1,15,7,1,70,3,0,1,57,75
424L51MP,1,1,0,0,0,1,15,6,0,76,3,0,1,36,91
514U22JM,1,0,0,1,0,1,50,11,1,48,6,0,1,71,154
790V80HK,1,1,0,0,0,1,15,11,0,63,1,1,1,50,31
426L78GZ,0,1,0,0,1,1,15,10,1,63,3,1,1,73,38
366G15LO,1,1,1,1,0,1,25,4,0,48,4,0,1,72,93
072H54YI,0,0,0,1,0,0,15,11,1,79,3,1,1,68,58
141K25KL,0,1,0,0,0,1,25,5,0,31,2,0,1,62,53
343E26ZI,1,0,1,0,0,0,15,9,1,77,1,1,1,59,65
593H09TE,0,1,0,0,0,0,15,3,0,91,1,0,1,48,76
237K80XW,0,1,0,0,0,1,25,5,1,32,3,1,1,57,165
921Z99GA,1,0,1,1,0,0,15,2,0,45,5,1,1,65,83
769E17UL,0,0,1,0,0,0,25,3,0,57,5,0,1,0,0
560I29PL,1,1,1,0,0,0,25,7,0,72,0,0,0,60,55
283W46AP,1,0,1,0,0,0,15,2,0,63,2,0,1,68,55
608O11JV,0,0,1,0,1,0,15,4,0,30,3,1,1,57,105
744L54PG,1,0,1,1,0,0,25,3,0,63,1,0,1,49,98
100S19IT,0,1,1,0,1,1,15,11,1,75,3,1,1,65,69
908S81UG,0,0,1,0,0,1,25,5,0,40,4,0,1,66,156
452L75GC,0,0,0,0,1,1,15,6,1,78,1,0,0,53,168
583V96AR,0,1,1,0,0,1,50,6,0,54,4,1,1,79,86
458T11OZ,0,0,0,0,0,1,25,9,1,63,0,0,1,46,46
374A04IR,1,1,1,1,1,1,15,6,1,37,2,0,1,62,85
029T05UO,1,0,1,0,0,0,15,3,0,70,3,1,1,57,41
822N86EB,0,0,1,0,0,0,25,6,0,63,0,0,1,67,86
202Y24MN,0,0,1,1,1,1,25,10,1,75,5,1,0,78,115
659W08WP,1,0,0,1,0,0,15,3,0,57,4,1,1,69,75
994F40QX,1,0,1,1,0,0,15,3,0,44,1,0,1,61,80
016H77JE,0,0,1,1,0,0,15,11,1,88,3,0,1,68,31
428A04EL,1,1,1,0,0,1,25,7,0,39,3,1,1,73,141
836C37WR,1,0,1,0,1,0,15,5,1,79,4,1,1,63,76
401L00NL,1,0,0,1,0,0,25,7,0,48,3,0,1,31,45
797Z38SG,0,0,0,0,0,1,15,3,1,53,4,1,1,65,75
352N57MT,0,1,0,1,0,0,15,6,1,73,0,0,1,43,209
711V75FN,1,0,1,1,0,0,15,3,0,83,2,1,1,74,59
738B16IZ,1,0,0,0,0,1,15,4,1,63,6,0,1,53,54
721U94MR,0,1,1,1,0,1,15,9,1,72,4,1,1,0,0
600N02SV,1,0,0,1,0,0,15,3,0,70,3,0,1,54,134
851A78ZC,0,0,1,1,0,1,15,10,1,48,1,1,1,55,43
058V43IZ,1,1,1,1,1,1,25,5,1,60,2,1,1,74,41
891A13LA,1,1,1,0,0,1,15,4,0,44,4,0,1,54,115
327T26LC,0,0,0,1,0,0,50,4,1,75,6,0,1,70,115
397T67JI,0,1,0,0,0,0,15,5,0,48,5,0,1,41,46
338B95ZO,0,1,0,1,0,0,15,9,1,60,5,0,1,58,53
420E45KI,0,0,1,0,0,0,15,5,0,71,2,1,1,67,146
093N79FR,1,0,1,1,0,0,15,3,0,67,3,0,1,63,216
519I94ZN,1,1,1,1,1,1,15,5,1,63,0,0,1,68,63
819H91TH,1,0,1,1,0,1,15,7,1,63,4,0,0,56,79
378B23DK,1,1,1,1,0,0,15,4,0,63,3,1,1,57,86
939W26IM,1,1,0,0,0,1,15,5,0,38,4,0,1,38,41
580H62ZF,1,0,1,1,0,0,15,3,1,73,2,1,1,67,83
258Z63OY,1,0,0,1,0,0,15,7,1,45,4,0,1,37,151
331S59QP,1,0,1,1,0,1,15,6,1,73,2,0,1,65,139
038S45XR,1,0,1,0,0,1,15,9,1,69,4,1,1,65,85
968X15FG,0,0,0,1,1,1,15,9,0,56,2,1,1,56,91
807U65VF,1,0,1,1,0,0,25,8,0,37,4,1,1,71,88
655G59PI,0,0,1,1,1,0,15,7,0,62,3,0,1,70,63
797E72DV,1,0,0,0,0,1,15,11,1,83,0,1,1,72,35
670B32TR,0,0,1,1,0,0,50,3,0,63,1,0,1,56,195
