FAKEID,Y2defect,Y1G5,Y1G4,Y1G3,Y1G2,Y1G1,Y1price,YEARS,BACKER,AGE,INCOME,GNDR,OWNHOME,PCTMARR,HOMEVAL
940A06SN,0,0,0,1,1,1,15,4,1,31,2,0,1,36,37
822Y38FT,0,0,1,1,0,0,25,5,0,87,3,1,1,66,99
431D55AE,0,0,1,0,0,1,25,5,0,75,6,1,1,73,107
423V96VS,0,0,0,1,0,0,15,3,1,33,4,0,1,56,63
245T88XB,0,0,1,0,0,1,25,10,1,60,6,0,1,71,93
261X27KH,1,0,0,1,0,0,15,3,0,33,3,0,1,57,113
768S17AJ,0,0,0,1,0,1,15,10,1,63,0,0,1,67,44
521V12JS,1,0,0,1,0,0,15,3,0,65,5,0,1,64,316
289Q54RZ,0,1,0,1,1,0,25,9,1,60,3,0,1,57,47
588N21PZ,0,1,1,0,0,0,25,4,0,63,4,0,1,74,87
892X63RE,0,1,0,1,1,1,15,9,1,62,3,1,1,64,33
369I35RB,0,1,0,0,0,1,50,3,0,41,1,0,1,53,187
244Z48FI,1,0,0,1,0,0,15,3,1,63,2,1,1,65,49
346N19GH,0,1,1,0,0,0,25,4,0,50,4,0,1,73,98
098V26EQ,0,1,1,1,0,0,25,9,0,81,5,1,1,52,402
115Y76HP,1,0,0,1,0,0,15,7,1,63,4,1,1,63,127
606S64RC,0,0,0,0,0,1,15,3,0,75,2,1,1,50,158
402N64NX,0,0,0,1,0,1,25,5,0,34,2,0,1,65,270
111L57LB,1,0,1,0,0,0,15,3,0,43,4,1,1,63,56
980L99PZ,1,0,0,1,0,1,25,11,1,61,2,0,1,51,43
476N67QP,0,0,0,1,0,0,50,4,0,63,5,0,1,60,301
135R17PN,0,1,1,0,0,0,25,4,0,43,3,1,1,69,84
684B69DP,0,1,0,0,0,0,25,9,1,63,3,1,1,72,81
451Y38FA,0,1,1,1,0,1,25,9,1,39,3,0,1,33,142
738S69II,0,1,1,1,0,1,15,9,1,63,4,1,1,42,168
238V79LC,1,0,1,1,0,0,15,5,0,69,0,0,1,64,70
190W02BT,1,0,1,1,0,0,15,3,0,66,4,1,1,66,70
809L70TM,1,0,0,1,1,1,15,3,0,76,3,1,0,84,119
843S08ON,0,0,0,1,1,0,25,10,0,47,4,0,1,73,201
079E75SJ,0,1,1,1,0,0,15,9,1,75,0,0,1,56,81
864K56UM,0,0,1,0,0,1,25,4,0,51,2,0,1,69,66
854S02HD,1,0,0,1,0,0,25,3,1,57,6,1,1,65,51
002W71HF,1,0,1,1,0,1,15,10,1,73,4,1,1,63,68
972A26RX,1,0,0,1,0,0,15,9,1,63,1,1,1,52,54
440K71TH,1,0,0,0,0,1,15,3,0,77,1,1,1,52,32
344G20KH,0,0,1,1,1,1,25,10,0,74,4,1,1,48,147
588S34QB,1,0,1,0,0,1,50,6,1,54,4,1,1,65,134
597C94KX,1,0,0,1,1,1,25,6,0,32,3,1,1,49,99
825G44HD,1,0,0,1,0,1,25,6,0,63,4,1,1,59,71
266V44UL,1,0,1,1,0,0,15,2,1,54,3,0,1,42,106
115R57EQ,1,1,1,0,0,0,25,9,1,78,1,1,1,43,256
295D26YJ,1,0,1,1,0,0,25,3,0,41,3,1,1,40,49
927D60ER,0,1,0,0,0,1,25,8,0,35,4,0,1,58,173
610X99TD,0,0,1,1,0,1,15,10,0,68,3,0,1,57,150
918B59NA,0,0,1,1,1,0,15,11,1,63,1,0,1,52,119
882A09KH,0,0,1,1,0,0,15,11,1,46,5,0,1,69,124
946P60LA,0,1,1,1,1,1,15,10,1,56,3,1,1,74,96
819X11XW,1,1,0,0,1,1,15,5,1,63,3,1,1,62,323
170J63AL,1,1,1,1,1,0,25,10,1,84,3,0,1,53,76
822W75HI,1,1,0,0,0,1,15,7,0,34,6,1,1,68,120
024X26BJ,0,1,1,1,0,1,15,4,0,51,1,0,1,61,120
873G86ZR,0,0,1,1,0,1,15,8,1,41,3,0,1,64,160
037H10YJ,1,0,0,1,0,0,15,4,0,80,5,0,1,51,141
335O42SH,1,1,0,1,0,1,15,9,1,52,6,1,1,62,69
516Z13KC,0,0,0,0,0,1,15,3,0,79,0,1,1,65,59
645O61JA,1,0,1,0,1,1,15,11,1,77,1,0,1,63,147
724Z19CD,1,0,1,0,0,0,15,3,0,67,4,1,1,69,62
667Q01UJ,0,0,1,1,0,1,25,7,0,88,0,1,1,65,133
052R18UJ,0,0,0,1,0,0,25,8,0,37,5,1,1,73,81
753H93TE,1,1,1,1,0,0,25,8,0,82,1,0,1,68,84
457G49PS,1,1,1,0,0,1,15,7,1,55,4,1,1,66,156
075K75CR,1,1,0,1,0,0,25,3,0,69,3,0,1,68,68
891G91FH,0,0,0,0,1,1,25,11,1,84,1,0,1,54,70
377L24AG,1,0,0,1,0,0,15,3,0,67,1,0,1,45,74
399W80RS,1,1,1,1,1,1,15,6,0,71,4,0,1,70,50
211U20DB,0,1,1,1,0,0,15,6,1,74,6,1,1,78,67
009J25BS,0,0,1,1,1,1,25,7,0,59,2,0,1,68,92
173C90NY,0,0,1,1,0,1,15,7,1,67,0,1,1,51,215
725Y04MU,0,0,1,0,1,0,25,5,0,56,3,0,1,57,39
487E73CO,1,0,0,1,0,1,15,4,1,44,4,0,1,74,151
725T71YH,0,1,1,1,1,1,15,10,1,82,6,0,1,46,335
512Q21KL,1,0,1,0,0,0,15,6,0,37,4,0,1,70,52
643D94JO,1,0,1,0,0,0,25,8,0,36,2,1,1,56,41
807I68SV,0,1,1,0,1,1,15,11,1,57,2,0,1,47,24
119Q81GS,0,1,1,0,0,0,50,5,0,31,5,1,1,43,168
877Z34LJ,1,0,1,0,0,0,25,2,0,69,4,1,1,62,68
794G02LO,1,0,1,0,0,0,25,2,0,35,1,0,1,13,0
471M94PN,0,1,1,0,1,1,15,4,1,74,1,1,1,75,107
805H30QV,0,0,1,0,1,0,25,7,1,48,5,1,1,71,213
903U06ZV,0,1,0,1,1,1,15,6,1,67,1,1,1,63,65
165S38TH,0,1,1,1,0,1,25,6,1,49,4,1,1,59,117
990A02QG,0,0,1,1,1,1,15,10,1,74,1,0,1,69,69
268C06TN,1,0,1,0,0,0,15,3,0,35,3,0,1,65,52
761R71IH,1,0,0,1,0,1,25,9,0,79,4,1,1,70,103
493B92TA,0,0,0,1,0,1,15,8,1,67,1,0,1,48,70
419X38WX,0,0,0,0,0,1,15,3,0,41,6,0,1,70,106
570X35GP,0,1,1,1,1,1,15,6,1,33,6,1,1,77,128
985W09OR,1,1,1,0,1,0,25,5,0,53,6,1,1,66,82
015F58JC,1,0,1,1,0,0,15,3,0,63,1,0,1,70,110
228M41KH,0,0,0,1,0,0,15,3,0,35,4,1,1,71,79
196I68XA,0,1,1,0,0,1,15,11,1,87,1,1,1,61,63
841J26EB,1,0,0,0,1,0,25,11,1,63,1,0,1,12,275
007I02VL,0,1,0,0,0,1,15,3,0,63,2,1,1,66,72
696E46DA,0,0,0,1,0,1,15,6,1,63,4,1,1,54,393
836G10NW,0,0,0,0,0,1,15,3,0,78,1,1,1,59,75
341V21WF,0,0,1,0,0,1,25,7,1,63,3,0,1,48,166
789S93OP,1,0,1,1,1,1,25,7,0,35,2,0,1,50,101
124A83KY,0,0,0,0,1,0,25,10,1,77,2,0,1,44,79
043W00XI,1,0,0,1,1,0,15,8,1,74,3,1,1,68,417
411C05WT,1,0,1,0,0,0,25,4,0,75,0,1,1,0,0
902Y83GW,1,0,0,1,0,0,25,9,1,55,0,0,1,56,80
514G48CG,1,0,0,1,0,0,15,6,1,59,3,0,1,64,53
038T11LI,1,0,1,1,0,0,15,3,0,63,5,1,1,58,159
423F29HS,1,1,0,0,1,1,25,6,0,51,3,0,1,67,70
328Z75TI,0,0,0,1,1,1,25,4,1,29,3,0,1,67,90
978G32DB,1,1,1,1,0,0,15,4,0,85,6,1,1,51,580
992D28RY,1,0,0,1,0,0,15,4,0,63,4,0,1,50,74
754H51VR,0,1,0,1,0,0,15,8,0,86,3,1,1,61,402
845P70QV,1,0,1,1,0,0,25,10,1,58,3,1,1,52,166
757O07KF,0,1,0,1,1,1,15,11,1,47,6,1,1,59,45
962X17IK,1,0,0,1,0,1,25,6,0,67,6,1,1,51,83
058U69GP,0,0,1,0,0,0,15,11,1,63,1,0,1,59,63
943I52RT,1,0,0,1,0,0,25,3,0,83,2,0,1,35,374
161C79YN,0,0,1,0,0,0,15,6,0,58,2,0,1,64,105
155I80BB,1,0,1,1,0,0,15,3,1,61,3,0,1,66,145
234Y06YC,0,1,0,1,0,0,50,5,0,39,4,0,1,66,105
407C50LE,0,1,0,1,1,0,15,11,1,82,3,0,1,71,81
110Z03NQ,1,0,1,0,0,1,25,11,1,45,1,0,1,64,88
449G20KG,1,1,1,0,1,0,25,7,0,64,6,0,1,65,239
133X37XL,1,0,0,0,0,1,15,11,1,73,5,0,1,74,102
232P18YL,0,1,1,0,1,1,15,11,1,72,1,1,1,40,62
260J86XE,1,1,1,0,0,0,15,6,0,66,4,0,1,77,131
786S87EN,0,0,1,1,0,0,25,8,1,63,4,0,1,70,85
236A58YS,0,0,1,1,1,1,15,11,1,82,4,0,1,67,51
412H21SK,1,0,0,0,0,1,15,10,1,60,2,1,1,48,64
892D67PS,1,1,0,0,0,0,15,4,0,69,4,1,1,64,72
448M61IT,0,0,1,1,0,1,15,5,1,65,4,1,1,29,82
341Z54CD,1,0,1,0,0,0,15,3,1,63,1,1,1,39,103
669Z74QC,0,1,1,1,0,1,15,5,0,54,6,1,1,41,475
210H53FX,1,1,1,1,1,1,25,9,0,35,2,1,1,65,123
953I88XM,1,1,0,1,0,1,25,4,0,63,1,0,1,56,54
337Z61JX,1,0,0,1,0,0,25,11,1,87,0,1,1,65,47
444W67KL,1,0,0,1,0,0,15,7,1,63,3,1,1,63,74
388X64TW,0,1,0,1,0,1,50,9,0,36,6,0,1,74,275
848B28PE,1,0,1,1,0,0,15,2,0,63,3,0,1,48,190
521S10WC,1,0,0,1,0,0,25,2,0,47,3,0,1,68,73
711Z18UU,1,1,1,1,1,1,25,6,1,47,5,1,1,70,84
034S76WM,1,0,0,0,0,1,15,11,1,43,1,1,1,64,67
309L69TA,0,0,1,1,0,0,15,3,0,61,1,1,0,63,80
611Q57ZJ,0,1,0,0,1,1,15,9,0,83,1,1,1,51,361
600F41ZM,0,1,1,1,1,1,15,6,0,69,4,0,1,49,92
542Y27PZ,1,1,0,1,1,0,25,11,1,72,1,1,1,44,54
298G81LR,0,0,0,0,0,1,15,4,0,53,4,0,1,41,195
292K61KU,0,0,0,1,0,0,15,3,1,68,3,1,1,19,48
981Q64ZO,1,0,0,1,0,0,15,2,0,62,4,0,1,51,99
823W04BZ,0,0,1,1,1,0,15,9,1,36,3,0,1,66,33
563U74GU,1,1,1,1,0,0,15,10,0,82,5,1,1,58,137
428C54TZ,1,0,1,1,0,0,15,3,0,63,1,0,1,60,103
086S35QH,0,1,0,0,0,0,15,3,1,65,1,0,1,48,115
590C96PB,0,0,0,1,0,0,15,10,1,72,4,0,1,33,528
048V18ID,0,0,0,1,1,1,50,11,1,63,1,1,1,22,74
360K40OY,0,0,0,1,0,1,15,11,1,63,3,0,1,55,45
536L24YR,1,0,0,0,1,1,15,7,1,74,1,0,1,52,170
183K90SI,1,1,0,1,1,0,50,9,1,79,4,0,1,73,105
821Z20GF,1,0,0,1,0,0,25,3,0,79,0,0,1,49,100
910K18PY,0,0,1,1,1,0,15,6,1,72,3,0,1,63,225
190T06FX,0,0,0,0,1,0,25,8,0,46,6,1,1,80,260
121K12RP,0,0,0,1,0,1,15,11,1,78,1,1,1,44,114
161M34KO,1,0,1,1,0,0,25,8,0,59,5,1,1,64,153
986F65VL,1,0,1,1,0,0,15,3,0,34,4,1,1,60,114
948D42SX,0,1,0,1,0,1,25,6,1,42,0,1,1,58,42
285E53WM,1,0,0,1,0,0,25,3,0,80,4,1,1,54,280
819U38GB,0,1,0,1,1,0,25,6,0,69,1,1,1,66,37
140I96RJ,0,0,0,1,0,1,15,9,0,48,2,0,1,61,43
572Y74FU,1,0,0,1,0,1,15,11,1,84,2,0,1,69,118
990G48YK,1,0,1,1,0,0,15,3,0,49,3,0,1,68,88
625R51EL,1,0,1,0,0,1,25,3,0,73,0,0,1,59,39
661U27JW,0,0,0,1,1,1,15,11,1,63,5,0,1,65,75
286T93PM,0,0,0,1,1,1,25,9,1,48,3,1,1,55,49
909Y82QA,0,0,1,1,0,0,15,5,0,40,3,1,1,47,201
960C41NN,0,1,1,1,1,0,25,9,0,55,0,0,1,66,36
967U18WP,0,1,0,1,1,0,15,8,1,69,2,0,1,51,81
899G28XU,1,0,1,0,0,1,25,4,0,75,0,1,1,67,23
980Y47PY,0,0,1,1,0,0,15,3,0,33,5,1,1,69,59
766M42YT,0,0,1,1,0,0,15,3,0,44,3,0,1,52,116
941Q17OT,0,0,1,0,1,1,15,4,0,51,4,0,1,58,66
194T23CL,0,0,1,1,1,0,50,6,0,48,1,0,1,70,34
314B36QU,1,0,0,0,0,1,15,7,1,45,4,0,1,67,79
089C19OZ,0,0,1,1,0,1,25,8,1,83,2,1,1,63,111
958W10NU,1,0,1,1,0,0,25,3,0,43,2,1,1,64,53
408E23DF,1,1,1,0,1,0,15,10,1,70,6,1,1,50,571
764F94RQ,0,0,1,1,1,0,15,3,0,61,4,1,1,51,59
265J75ED,1,0,1,1,0,0,15,3,0,67,5,1,1,60,82
270I98BF,1,0,1,0,0,0,15,3,1,38,4,0,1,66,53
175H91PO,0,1,1,1,0,1,15,4,1,53,5,1,1,67,49
634R06PT,1,1,1,0,1,1,15,4,1,30,4,0,1,60,33
890T44ZT,1,0,0,1,0,0,25,3,0,63,3,1,1,69,49
861B05ZZ,0,1,1,1,1,1,15,5,1,75,1,0,1,44,318
758J64XZ,1,0,0,0,0,1,25,3,0,47,5,1,1,74,188
121T85KZ,1,0,1,1,0,0,15,3,0,73,3,0,1,52,357
002D88NR,1,1,1,1,0,0,15,3,0,53,3,0,1,62,106
918M34FY,1,1,1,1,1,1,25,5,0,55,0,0,1,76,116
310F51OU,1,0,0,1,1,0,15,11,1,79,0,0,1,57,66
090Y32QO,0,0,1,1,1,1,15,6,1,72,3,0,1,59,65
055M88AG,1,1,1,1,0,1,50,6,0,86,4,0,1,52,86
052R38XL,0,0,1,0,0,0,50,5,0,35,3,0,1,72,85
412V66FD,1,0,1,0,1,0,25,9,1,43,4,1,1,52,77
075L21LI,0,1,0,1,1,0,15,9,1,83,2,0,1,55,73
994U52JU,0,0,0,1,0,0,15,6,0,34,4,0,1,59,104
232Y50MP,1,1,1,1,0,1,15,4,0,70,5,1,1,67,106
320U63OA,1,0,1,1,1,0,25,9,1,63,1,1,1,50,36
244L54OW,0,0,0,0,0,1,15,6,1,69,2,1,1,65,52
995K24XT,0,1,0,0,0,1,15,4,1,47,1,1,1,62,118
994O32CB,1,0,1,0,0,0,15,5,1,41,4,0,1,69,81
755B75NK,0,0,1,1,0,1,15,11,1,86,1,0,1,48,46
649R10ZG,1,0,1,1,0,0,15,4,0,73,3,1,1,62,56
919K11EB,0,0,0,1,1,0,15,9,1,73,0,0,1,45,75
596T69YW,0,1,1,1,1,1,15,3,1,63,5,0,1,67,119
986Y46DH,1,0,0,1,0,0,15,3,0,63,4,1,1,65,208
900Y13IQ,0,0,1,1,0,0,15,3,0,63,1,0,1,65,31
263J70CI,0,0,1,0,0,0,25,3,0,48,1,1,1,62,40
709M16XC,0,1,1,0,0,1,25,8,1,72,3,0,1,63,110
599I68PM,1,0,1,1,0,0,25,2,0,61,6,1,1,50,487
548I38YN,0,0,0,1,0,1,15,7,1,46,4,1,1,63,110
925C84IY,0,0,0,1,0,0,50,8,0,32,5,1,1,54,163
326X22VG,0,0,1,0,1,0,25,9,0,73,1,1,1,83,74
776Y87BR,1,1,1,0,0,1,25,3,0,63,1,1,1,37,39
278O82SP,0,0,0,1,1,1,15,8,1,63,0,0,1,54,72
926S07RD,1,0,0,0,1,0,15,9,0,65,5,0,1,66,163
240V95WU,1,1,0,0,1,1,25,9,0,68,3,0,1,59,76
796M07RT,1,1,1,0,0,1,15,3,1,45,5,0,1,52,108
486J33QV,1,0,0,1,0,0,15,3,0,31,1,1,1,70,84
941D14AP,1,0,0,1,0,1,15,7,1,78,4,1,1,65,97
960S49PN,1,0,0,1,0,0,15,3,0,45,3,0,1,58,59
440W43IY,1,1,0,1,1,1,15,11,1,40,5,0,1,46,57
892C22VJ,1,0,0,1,0,0,25,2,0,63,6,1,1,64,217
697A00SZ,1,0,1,0,0,0,15,3,0,55,4,1,1,67,48
873W27NR,1,0,1,1,0,0,15,3,0,63,2,0,1,60,74
580R51VM,0,1,1,1,0,0,25,9,0,71,1,0,1,58,94
269L07MY,1,0,1,1,0,0,15,6,1,56,1,1,1,70,34
764H21PT,1,1,1,1,0,0,25,8,1,63,5,1,1,60,103
258F62FN,0,0,0,1,0,1,15,3,0,75,0,0,1,71,34
050T98US,1,0,0,0,0,1,50,8,0,80,3,1,1,61,53
769P37IS,1,1,0,1,0,1,15,10,1,69,1,0,1,63,58
142J88UO,0,0,0,1,1,0,15,4,1,63,6,0,1,49,269
967X32GP,1,0,0,0,0,1,25,4,0,61,0,0,1,48,22
174H19XO,0,0,0,1,0,1,15,3,1,44,3,0,1,55,52
249H99WT,0,0,1,1,0,1,15,8,1,63,5,1,1,65,115
579K44UQ,1,0,1,0,0,0,15,3,1,73,4,1,1,39,47
094X84BE,0,0,1,0,1,1,15,7,1,70,0,0,1,66,40
730O66XR,1,0,0,1,0,0,25,7,0,48,6,0,0,37,106
170J95AK,0,1,0,0,0,0,15,5,0,47,5,0,1,49,338
852T90FE,0,1,1,1,0,1,15,3,1,43,3,1,1,75,73
034A91MJ,1,0,1,1,0,0,15,3,0,67,1,0,1,68,85
696M32WG,0,1,1,0,0,0,15,3,1,47,4,1,1,62,56
999N18DI,0,1,1,0,1,0,15,6,1,57,3,0,1,68,44
249I71DQ,0,1,1,0,0,0,25,5,0,63,3,1,1,48,535
070A99MP,0,0,1,0,0,0,15,3,0,67,1,1,1,63,72
817Y43JC,0,1,0,0,0,0,15,7,1,39,4,0,1,70,119
554Z91SH,0,0,0,1,0,0,15,5,0,62,3,0,1,63,69
392C28ZJ,1,0,0,1,0,1,15,4,0,38,1,0,1,67,138
539D12MP,0,0,1,0,0,1,25,3,0,63,5,1,1,68,160
208Q67PK,1,0,1,1,0,0,15,3,0,50,2,0,1,64,70
211I11BF,0,0,1,0,0,1,15,9,1,43,5,1,1,78,115
960A42KW,0,0,1,1,0,1,15,9,1,75,0,0,1,52,58
992F80OA,0,0,1,1,1,1,25,9,0,69,2,0,1,66,112
134J50ON,0,0,0,1,0,1,15,11,1,67,4,0,1,64,46
932A73LT,0,0,1,1,1,1,15,7,1,55,4,0,1,62,55
848B63CT,1,0,0,1,0,0,15,7,0,65,3,1,1,50,93
772C79KA,0,0,1,0,0,0,15,7,0,79,4,0,1,50,72
164I82VU,0,0,0,1,1,1,15,6,1,41,4,0,1,71,246
293P74UL,0,1,0,1,1,1,15,10,1,71,3,0,1,62,54
763N51FJ,1,0,1,1,0,0,25,2,0,63,1,0,1,35,126
468X05TH,1,0,0,0,1,1,25,11,1,51,5,1,1,47,68
530O31GL,1,0,0,0,1,1,25,9,1,53,5,0,1,68,241
909M57UG,0,1,0,1,0,1,15,11,1,62,4,1,1,69,155
176F68CC,0,1,0,1,0,0,25,3,0,63,1,1,1,64,61
481O40SW,0,0,1,0,0,1,15,11,1,57,3,1,1,66,58
310V29BP,1,0,1,1,0,1,15,6,0,53,6,0,1,66,111
040E83EP,1,0,1,0,0,1,15,4,0,73,1,0,1,35,243
785O93WD,0,0,0,1,1,0,15,11,1,36,4,1,1,68,52
946I37IW,1,0,1,0,0,0,15,3,0,53,4,0,1,49,106
019O62CZ,0,1,0,1,1,1,15,3,1,37,4,0,1,47,80
578B22BZ,1,0,0,1,0,0,15,10,1,68,1,1,1,66,37
112M01HJ,1,1,1,1,1,0,25,3,0,22,2,0,1,42,29
557A03UW,1,1,1,1,1,0,15,6,1,61,6,0,1,62,151
361W95JE,0,0,0,1,0,1,15,5,1,31,4,0,1,62,95
045D93ER,0,0,0,1,0,1,15,9,1,67,0,1,0,60,84
924X97RX,1,1,1,1,0,1,15,9,0,83,2,1,1,67,59
503S14IT,1,0,1,1,0,0,15,3,0,46,4,0,1,67,106
093C82XV,1,0,0,1,0,0,15,9,0,49,5,1,1,54,259
822M95GK,0,1,0,0,0,1,25,4,0,63,1,1,1,68,46
860J77IU,0,1,1,0,1,1,15,9,1,62,1,0,1,84,101
032H35NR,1,1,0,0,0,1,15,5,0,63,3,0,1,43,74
311R52WL,1,0,1,0,0,0,25,5,1,64,5,1,1,62,41
774P45YV,1,1,0,1,0,0,25,7,1,71,2,1,1,68,68
979F42RB,0,0,1,1,0,1,15,11,1,85,1,0,1,52,32
035L14FJ,1,0,0,1,1,1,25,7,1,37,5,1,1,69,97
612R35GR,1,0,1,0,0,0,15,3,0,31,4,0,1,38,204
118Z43AZ,0,0,0,1,1,1,15,9,1,47,4,0,1,73,186
477X99OQ,1,1,0,0,0,0,25,5,0,77,0,0,1,63,45
365Q55KG,0,0,0,1,0,0,25,6,0,43,4,1,1,70,71
200H97XA,0,1,0,1,0,1,15,3,0,91,6,1,1,76,151
429H30TD,0,0,0,1,0,0,15,6,0,72,0,0,1,51,54
663J38ZF,0,0,0,1,0,1,25,3,1,53,4,0,1,56,32
741B03SC,1,0,0,1,0,0,15,3,0,77,3,0,1,63,118
257M17FN,1,0,1,0,1,0,25,3,0,48,4,0,1,73,66
613R60TV,0,0,0,1,0,0,15,3,1,63,0,0,1,56,65
134Y38QV,1,1,1,0,0,0,15,11,1,61,3,1,1,69,42
086P47WY,0,1,1,1,0,0,15,5,1,50,4,0,1,59,72
559F45QY,1,0,1,1,0,1,15,8,1,63,0,1,1,62,38
679S86WN,0,0,0,1,0,0,25,6,0,71,6,1,1,58,139
645O66PA,1,1,0,0,1,0,25,11,1,63,0,1,1,56,22
512K31OR,0,0,1,0,0,0,15,3,0,46,4,0,1,62,61
332O95LH,1,0,0,1,0,0,15,3,0,53,3,1,1,52,47
030H89KY,0,1,0,1,0,1,15,11,1,80,1,0,1,58,52
356S88CR,1,0,1,0,0,0,15,3,1,65,3,1,1,59,62
110C51IQ,1,0,0,1,0,0,15,11,1,67,1,0,1,73,103
491F87PA,1,0,1,1,0,0,15,3,0,39,4,0,1,69,74
075Z44SE,0,1,0,0,1,1,15,5,0,53,0,0,1,62,47
032H41BS,1,0,1,0,0,0,15,3,0,51,6,0,1,67,125
985A93AZ,1,0,1,0,1,1,25,11,1,85,2,0,1,60,29
181F56UB,0,0,0,1,0,1,15,3,1,48,5,1,1,70,99
282N36CK,1,1,0,0,0,1,25,6,1,81,3,1,1,59,45
188S10GA,1,0,0,0,0,1,15,3,0,44,2,1,1,34,63
488M24UV,0,0,0,0,1,1,25,11,1,66,3,0,1,60,118
275Y51LP,0,0,0,1,0,1,15,4,1,46,3,0,1,66,105
573C28OQ,0,0,0,1,0,1,25,10,1,63,0,0,1,50,61
470N00DX,0,1,1,1,0,1,15,10,1,63,1,0,1,39,54
892H45SU,1,1,1,0,0,0,15,5,0,37,4,0,1,62,82
221M09ZR,1,0,1,1,0,0,15,3,0,44,3,1,1,63,74
343P81SW,1,0,0,0,0,1,25,11,1,68,2,0,1,69,57
723W72DS,0,1,1,1,0,1,15,3,0,71,2,0,1,69,66
933Q45ED,0,1,0,0,1,0,15,5,1,33,3,0,1,61,238
610S80VD,1,0,0,1,0,0,15,3,0,69,4,0,1,68,85
664A48RS,1,0,1,1,0,0,25,3,0,69,4,0,1,57,232
207O18NR,1,0,1,1,0,0,25,3,0,64,1,1,1,43,28
499C72QC,1,1,1,1,0,0,15,4,0,63,5,1,1,57,99
859V55UY,1,0,0,1,0,0,15,9,1,79,1,1,1,67,85
810V68JJ,0,0,1,0,0,1,15,9,0,59,2,0,1,57,61
732W12BH,1,0,1,1,1,0,50,4,1,59,4,1,1,29,32
868F10VF,0,1,1,0,1,1,25,6,0,63,0,1,1,58,37
319F87UW,0,0,0,0,1,0,25,7,1,41,2,0,1,62,68
691K92ID,0,0,1,1,0,1,25,6,1,82,6,0,1,72,174
600R93DB,0,0,1,0,0,0,25,3,0,35,5,0,1,61,95
523L15GG,0,1,1,0,0,1,15,11,1,55,2,0,1,58,66
056M94QV,1,0,0,1,0,0,15,10,1,85,0,0,1,24,75
834Y36VQ,0,0,1,1,0,1,15,7,0,53,6,0,1,69,80
024O92EU,1,0,0,1,0,0,25,4,0,63,1,0,1,61,74
246L31BL,0,0,1,0,0,1,15,3,0,63,6,1,1,65,214
870T79UH,1,0,0,0,0,1,15,10,1,70,5,1,1,75,115
888U49DE,1,0,0,1,0,1,25,9,1,85,4,1,1,68,164
794O07BL,1,0,1,1,0,0,15,3,0,69,5,1,1,36,79
015D26ML,0,1,0,1,1,1,15,9,1,63,3,1,1,68,77
509N84WI,0,0,0,1,0,1,25,9,1,36,4,1,1,71,77
546U77UJ,0,1,1,1,0,1,15,5,0,88,3,1,1,43,79
806G65JD,0,0,0,1,0,0,25,9,0,44,4,0,1,56,245
552Y11IE,1,1,0,1,1,0,25,11,0,65,0,0,1,70,42
392P71JC,1,0,1,1,0,0,15,3,0,63,1,0,1,44,127
006Q62BU,1,1,1,0,0,1,15,4,0,52,4,0,1,23,51
732Z44VO,0,0,0,1,0,1,15,11,0,92,0,1,1,43,52
852R21VD,1,0,0,1,0,1,15,7,1,59,5,1,1,73,148
962O26DR,0,1,0,1,1,1,15,11,1,62,5,1,1,68,83
365M62FT,0,1,1,1,0,1,25,9,1,40,4,1,1,54,81
889K12BI,0,1,0,0,0,0,15,9,1,49,1,0,1,50,83
526O65SL,0,0,1,1,1,0,15,4,0,70,4,0,1,67,142
433Z16TY,1,1,0,1,1,1,50,7,1,74,5,0,1,70,157
442W10UW,1,1,0,0,0,1,15,3,0,65,3,1,1,71,117
275T16PF,0,0,0,0,1,0,50,7,0,63,0,1,1,53,73
867J19YL,1,1,0,0,0,1,15,9,0,83,0,0,1,53,258
022T54VW,1,0,0,1,0,0,15,3,0,42,4,0,1,65,121
614H73PL,1,1,1,1,0,1,15,6,0,79,5,1,1,43,68
346W12EQ,1,0,0,1,1,1,15,5,1,76,3,0,1,71,64
781O32LN,0,1,0,1,0,1,15,8,1,71,0,0,1,64,50
303H22LS,1,0,0,1,0,0,15,9,1,71,4,0,1,70,111
680X11NU,1,0,0,1,0,1,15,10,1,75,1,0,1,46,39
918B40JB,0,1,1,1,0,0,25,5,0,63,3,1,1,65,51
910X41LH,0,0,0,0,1,1,15,10,0,84,3,0,1,63,59
036A90CT,1,1,0,1,1,0,15,9,1,85,6,1,1,67,424
396R26WD,1,0,1,1,0,1,15,10,1,76,4,0,1,62,144
263S49TH,0,0,0,1,1,0,15,8,1,70,4,0,1,57,89
840V57XW,0,0,1,1,0,0,15,10,1,77,0,0,0,56,67
155S80DT,0,0,0,0,1,0,50,5,0,71,3,1,1,65,82
503N26NB,1,1,1,0,0,1,50,6,0,31,3,1,1,46,135
287H17WV,0,1,1,0,1,1,15,5,1,68,4,1,1,74,137
030L92ZY,1,0,1,1,0,0,15,3,0,56,4,1,1,63,71
508Q42JG,0,0,1,1,0,0,25,6,0,63,3,0,1,72,73
372K53PG,0,1,1,0,0,1,15,10,1,79,4,0,1,58,89
954X32IL,1,0,0,1,0,0,15,3,0,38,3,0,1,55,133
797E71PF,1,0,1,0,0,0,25,5,0,57,1,0,1,67,35
339Q06KK,0,1,0,0,0,1,50,5,1,47,6,1,1,69,129
098L43XA,0,1,0,0,0,1,15,6,1,84,2,1,1,57,306
047C66DQ,1,0,1,0,0,0,15,3,0,34,1,0,1,54,104
