FAKEID,Y2defect,Y1G5,Y1G4,Y1G3,Y1G2,Y1G1,Y1price,YEARS,BACKER,AGE,INCOME,GNDR,OWNHOME,PCTMARR,HOMEVAL
901T01BM,1,0,1,1,0,0,15,3,0,87,4,0,1,54,62
190M41EZ,1,1,0,1,1,0,25,6,1,70,0,1,1,41,84
974U57RC,1,1,1,0,1,0,25,3,0,36,4,1,1,69,67
115N35UJ,1,0,1,1,0,0,15,3,0,45,3,0,1,59,158
152G87GC,0,1,0,1,0,0,15,6,1,63,3,0,0,47,151
102A61EY,1,0,0,1,0,0,15,3,0,33,2,1,1,56,159
382O41XA,0,1,1,0,1,1,50,5,1,67,1,0,1,58,46
965K48EP,1,1,1,1,0,0,25,9,0,63,3,0,0,74,94
069P57PG,0,0,0,1,0,0,15,3,0,32,5,0,1,49,56
658M21YR,1,1,0,0,0,1,50,6,0,46,6,1,1,44,151
036A92FC,1,0,1,0,0,1,15,7,1,75,0,0,1,47,46
303K42HV,0,1,1,1,0,1,15,3,0,65,5,0,1,44,51
851M47RG,0,1,1,1,0,0,15,5,1,63,3,0,0,73,148
850X05JM,1,0,0,1,0,1,15,10,1,72,1,0,1,68,73
508X73HD,1,0,1,0,0,1,25,10,1,63,3,0,0,70,37
233Z12GE,1,0,0,1,0,1,15,4,1,29,2,0,1,55,54
491R01LW,1,1,1,1,0,1,15,11,1,63,5,0,1,63,127
665C70JO,1,0,1,1,1,1,15,9,1,42,6,0,1,70,139
766D12CG,0,0,0,0,1,1,25,6,1,37,3,0,1,70,97
378U14AB,1,0,1,1,0,0,15,3,0,52,5,1,1,61,174
056U91UO,1,0,0,0,1,0,25,6,0,61,3,1,1,60,62
218E96AN,0,0,0,0,0,1,15,6,1,70,1,0,1,64,45
700A16IV,1,0,0,0,1,1,15,10,1,72,0,0,1,78,67
919X08NF,1,0,1,0,0,1,15,3,0,63,3,0,0,0,0
187W84HQ,1,1,1,1,0,0,50,3,0,47,0,0,1,28,30
623T95PX,0,0,0,1,0,1,15,7,1,63,3,1,0,64,51
924Q97JY,0,1,0,0,1,0,15,9,1,63,3,1,0,63,48
606T96MV,1,0,1,1,0,0,25,3,0,63,4,1,1,53,208
576C41DS,0,1,1,1,0,1,15,7,0,71,1,0,1,27,66
937Q72NQ,0,0,1,1,1,1,25,3,1,41,4,1,1,65,58
394K86ZA,0,0,1,0,0,0,15,7,0,43,4,0,1,47,365
379G54GQ,0,1,0,1,1,1,15,4,1,47,4,0,1,62,270
110W40FD,0,1,1,0,0,0,15,7,1,62,4,0,1,61,51
104N43AM,0,0,1,1,0,0,15,4,0,69,4,1,1,62,214
779T70GT,1,0,0,1,0,0,25,3,0,67,4,1,1,56,41
346U36EF,0,1,1,1,0,1,25,11,1,57,3,1,1,58,79
457B28NO,0,0,0,1,1,1,15,9,1,39,5,1,1,65,134
544E54OW,0,0,1,1,0,1,15,5,1,36,3,0,0,39,91
725J68KR,0,1,1,1,1,0,25,4,1,38,3,0,0,60,54
159P14XV,0,1,1,1,1,1,15,8,0,73,0,0,1,49,105
996O06IO,1,1,1,0,0,1,25,4,0,76,5,0,1,68,64
967O31CK,1,1,0,1,0,1,15,3,0,31,4,0,1,58,176
152E18XY,0,1,0,0,0,1,15,7,1,72,3,0,0,64,180
073F58BB,0,0,1,0,0,1,25,4,1,33,1,1,1,41,77
351Y85NG,0,0,0,1,0,0,25,4,0,77,3,1,0,62,160
611Q09PF,0,0,1,1,1,0,15,6,0,63,3,1,0,62,114
359Y44EJ,1,0,0,0,0,1,15,4,0,63,2,1,1,66,50
828K12TI,1,0,1,1,0,0,15,3,0,77,3,1,1,69,83
246Z21QI,1,1,0,1,0,1,15,6,1,93,6,1,1,73,331
997K38DH,0,1,1,0,0,0,25,6,0,68,3,1,0,73,190
965G59MZ,0,1,1,0,1,1,15,9,1,63,4,0,1,38,112
317R16RI,1,1,0,1,0,1,15,4,0,44,3,0,1,47,46
355W65HZ,1,0,0,1,0,1,15,3,0,35,3,0,1,79,65
403C67AX,0,0,1,0,1,1,15,8,0,73,6,0,1,52,148
420Q31AL,1,0,1,1,0,0,15,2,0,49,2,0,1,56,61
555M62ZS,0,0,1,0,1,0,25,7,0,63,3,1,0,58,273
577X33EY,1,1,1,0,0,0,15,4,0,65,1,1,1,64,64
652N16EE,0,0,1,1,1,1,25,3,0,29,3,0,1,59,111
601V84CR,0,0,0,0,0,1,15,11,0,70,3,0,0,54,127
856C64PT,1,0,0,1,0,0,15,11,0,89,1,1,1,64,71
651C67RW,0,0,1,1,0,0,25,6,0,56,6,1,1,64,96
094D65UT,0,1,0,1,0,1,15,4,0,87,2,0,1,60,69
094M06VV,0,1,1,0,0,0,15,4,0,73,3,1,1,51,75
701C32IQ,1,0,0,0,1,1,15,10,1,63,0,0,1,53,26
916H69XK,1,1,0,1,0,1,15,6,0,59,4,0,1,70,53
038B92WC,1,0,0,1,1,1,25,11,1,64,1,1,1,68,108
374L82MX,1,1,1,1,0,0,25,5,0,63,3,0,0,69,145
636H76BY,0,0,1,1,0,1,15,4,1,63,3,0,0,36,350
309N71WC,1,0,0,0,1,1,15,10,1,81,3,0,1,76,92
007W76ID,0,0,1,1,0,0,15,5,0,63,5,0,1,55,100
261Q88EK,0,0,1,0,0,0,15,3,0,63,3,0,0,65,143
545Z95OQ,1,0,0,1,0,1,15,4,0,46,4,1,1,67,56
602O71YL,1,0,0,1,1,1,15,9,1,73,3,0,1,57,60
879K73DP,0,1,1,0,0,0,15,4,1,47,4,0,1,66,81
570Y95NT,1,0,0,1,0,0,15,3,0,35,4,0,1,36,85
528Z09JC,1,0,0,1,0,0,15,3,0,59,2,0,1,58,29
149I03PK,0,0,1,1,1,0,25,9,0,44,5,1,1,59,318
715M20JH,0,1,1,1,0,1,25,4,0,32,3,1,0,59,86
856X55LE,0,0,0,1,0,1,15,3,1,42,2,1,1,68,53
027V37AG,0,0,0,1,0,0,25,3,0,63,3,1,0,74,196
197N45QJ,0,1,1,0,1,1,15,11,1,87,0,0,1,56,62
191L75ST,0,1,1,1,1,0,15,10,1,63,4,1,1,62,108
026J55CH,1,0,1,0,1,0,50,11,1,72,1,1,1,65,39
099T03RR,0,1,0,1,0,0,25,7,1,63,0,0,1,66,206
689A24QU,1,1,1,0,1,1,15,11,1,63,3,0,0,73,142
466K05UW,0,0,0,1,1,1,15,5,1,25,5,0,1,53,70
068W06ME,0,0,1,0,1,0,25,9,0,63,4,1,1,47,189
759S33DM,1,0,1,0,0,1,25,7,1,81,2,1,1,67,285
620P33DS,0,0,1,1,0,0,15,3,0,79,1,0,1,62,67
230M04MI,0,0,1,1,0,0,15,7,0,75,3,1,1,47,65
099P10FL,1,0,0,0,1,1,15,5,0,42,3,0,0,67,68
771N60QO,0,0,1,1,1,1,25,4,0,49,6,0,1,68,159
325D19PM,1,0,0,1,0,0,25,3,0,47,5,1,1,61,57
126R06RT,1,0,0,1,0,1,15,9,1,74,4,1,1,73,125
802J61LK,1,0,1,1,0,1,25,3,0,49,5,1,1,63,84
680A99CE,0,1,0,1,0,0,15,11,1,63,3,0,0,52,70
644C33JF,1,1,0,1,0,0,15,4,0,35,1,0,1,59,37
205N69WM,0,1,1,1,1,1,15,4,1,74,5,0,1,60,98
653B35KY,1,0,0,1,0,0,15,3,0,49,3,0,0,57,102
876Y05MX,1,1,1,0,1,1,25,4,0,53,4,1,1,74,73
240G65ZU,1,1,0,1,1,1,25,10,1,80,0,1,1,49,41
226Y06HR,1,0,1,0,0,0,25,7,0,47,5,1,1,61,156
286T80KB,0,0,1,1,0,1,15,11,1,63,3,0,0,76,111
667O45IP,0,0,0,0,1,0,50,7,0,70,4,1,1,68,273
126A52EZ,1,0,0,1,0,0,25,4,0,63,3,0,0,79,44
952O19DJ,0,1,1,1,1,1,15,6,1,28,6,0,1,51,87
351F76EJ,1,0,0,0,0,1,15,10,1,91,3,0,0,71,116
552V86WO,1,1,1,0,0,0,15,6,0,71,4,0,1,54,90
904D11QC,1,0,0,1,0,0,25,7,1,81,0,0,1,51,58
230W01YW,1,0,0,1,0,0,15,3,0,61,5,0,1,54,356
493Y37UM,0,1,0,0,0,0,15,8,1,87,0,0,1,64,49
145O26KS,1,0,1,1,0,0,25,2,0,45,5,1,1,70,91
962I78XL,0,0,1,1,0,1,15,4,0,60,2,0,1,57,72
310O75IL,0,0,0,1,1,1,15,7,1,57,4,0,1,67,83
506G21CV,1,0,1,1,0,0,15,2,0,74,1,0,1,44,56
148Y65PR,1,0,1,1,0,0,15,3,0,72,3,0,0,51,305
582Q45VR,1,0,0,0,0,1,15,9,1,70,3,1,0,54,107
535F08RZ,1,0,0,1,0,0,15,3,0,63,3,0,0,78,100
051U49DC,0,1,0,1,1,1,15,11,1,89,2,1,1,74,49
014U69RO,1,0,1,0,0,0,15,11,0,48,4,0,1,72,54
707K74QG,1,0,0,1,0,1,15,11,1,63,3,0,0,52,164
161A16UN,0,0,1,0,0,1,25,5,0,40,3,1,1,36,86
131F74LQ,1,1,1,1,0,0,15,4,0,72,4,1,1,56,87
576P00HS,0,0,1,1,0,1,15,4,0,63,4,0,1,41,228
593M78DL,0,1,1,1,1,1,15,7,0,72,0,1,1,46,94
304U29ED,1,0,0,1,0,1,25,6,1,63,5,1,1,63,379
547Y10UN,1,0,0,0,1,1,15,7,0,79,3,1,0,0,0
529A87IU,1,1,1,1,1,1,25,7,0,72,3,1,0,63,92
970V51GQ,1,0,1,1,0,0,15,3,0,79,1,0,1,45,85
902K21UK,0,0,0,1,0,1,15,3,1,84,0,0,1,51,31
164E66PB,1,1,0,1,0,0,25,10,1,67,5,0,1,61,148
625Z07ER,0,1,0,1,0,0,15,5,0,49,0,0,1,52,219
388G95ON,0,0,0,1,0,1,25,7,0,83,1,0,1,65,173
922D05SG,0,1,0,1,0,0,15,10,1,63,0,1,1,63,37
625A63OS,1,0,0,0,1,0,25,7,1,60,3,1,0,64,44
717Z98PV,0,0,0,0,1,1,15,9,1,38,4,1,1,71,84
987L14QO,1,0,0,0,0,1,25,5,1,63,3,1,1,30,51
254K42BX,0,0,1,0,1,1,50,6,0,60,2,0,1,64,45
683W96BD,0,1,1,0,0,1,15,10,1,60,6,0,1,65,55
625X75TL,0,1,1,0,1,0,25,11,1,61,6,0,1,38,91
929N93MX,1,0,1,0,0,0,25,6,1,36,2,0,1,51,53
207X97EX,1,0,0,1,0,0,15,3,0,63,4,1,1,54,88
408D15CJ,1,1,1,1,0,1,25,10,1,33,3,1,1,55,51
735O28VJ,1,0,1,0,0,0,15,3,0,33,4,1,1,63,64
395W03KL,0,0,1,1,0,1,15,11,1,46,0,1,1,63,42
566N87ZW,0,1,0,0,0,0,25,3,0,55,6,1,1,71,297
296D91DY,1,0,1,1,1,1,15,9,1,43,3,0,0,61,77
705X79BK,1,1,1,1,1,0,25,5,0,63,3,0,1,70,126
233Q99DW,1,0,1,0,0,0,15,3,0,63,1,1,1,67,59
067M36BH,1,0,1,0,0,0,25,2,0,43,3,1,0,36,281
981K82HI,0,1,0,0,1,1,25,10,1,82,3,1,0,0,0
198Y77YQ,1,1,0,0,0,1,15,9,0,86,0,1,1,60,174
128V04KW,0,1,0,1,1,1,15,5,1,76,3,1,1,60,92
927F70OX,0,1,1,0,1,1,15,7,1,63,3,0,0,58,134
536W37CJ,1,0,1,1,0,0,15,3,0,47,1,0,1,64,100
661P11ZF,0,0,0,1,1,0,15,6,1,54,3,1,1,48,70
071S82TJ,1,1,1,0,1,1,15,8,1,67,2,0,1,68,79
569G81MU,0,0,0,1,1,0,15,9,1,44,3,1,1,52,77
488X73MB,0,0,0,1,1,1,25,11,1,65,3,0,1,51,38
268Z77BA,1,0,1,1,0,0,15,2,0,65,5,0,1,71,92
400M32NI,0,0,0,1,1,1,15,4,1,57,0,1,1,54,33
629R96FW,0,1,1,0,1,1,15,10,1,85,1,1,1,56,64
594R83GG,0,1,1,0,1,0,25,5,1,34,6,0,1,70,97
991C25JK,0,0,1,1,0,1,25,3,1,73,4,1,1,48,179
635E81MV,0,0,0,1,0,0,25,4,0,37,5,0,1,73,326
479I36CM,1,1,1,0,0,0,15,4,0,33,1,1,1,71,78
610W38BE,1,0,0,1,0,1,15,10,1,96,4,0,1,55,114
285P44NV,1,0,1,1,1,0,15,8,1,31,4,0,1,66,91
158M72CK,0,1,1,0,0,0,25,4,0,55,4,1,1,59,295
710J67DK,1,0,1,1,0,1,15,9,1,76,3,0,0,76,160
888A93RG,0,1,0,0,1,0,25,6,1,81,3,0,1,58,41
778Z46VJ,1,0,0,1,0,0,15,3,0,63,3,0,0,22,40
625B37NE,1,0,1,1,0,1,15,5,0,54,5,0,1,63,77
357T99CY,1,1,0,0,0,0,50,5,1,45,4,0,1,54,64
823O96IY,0,0,0,1,1,0,15,11,1,84,3,1,1,73,223
614E07EB,1,0,0,1,0,1,15,3,0,37,3,0,0,61,54
692B27VV,0,1,1,0,0,1,50,6,0,73,1,1,1,55,104
106V36JS,0,0,1,1,0,1,15,10,0,33,3,0,0,70,197
508M38OK,1,0,0,1,0,0,15,3,0,63,3,0,1,56,69
888R80NX,1,1,0,0,0,0,15,4,0,63,5,0,1,63,82
690X86VG,1,0,1,1,0,1,15,11,1,85,1,1,1,36,75
471R26ED,0,1,0,1,0,1,15,11,1,54,3,0,0,73,556
355R62RY,1,1,0,0,0,1,15,9,1,63,3,1,0,39,149
531A52VV,0,0,1,1,0,1,50,7,1,78,4,1,1,54,133
654U43YN,1,0,0,1,0,1,15,10,1,78,0,0,1,62,91
408G31DL,1,0,0,1,0,1,25,6,1,42,5,1,1,56,151
817N78XX,0,0,1,1,1,0,15,10,1,63,3,0,0,66,131
074U60TN,0,0,0,1,0,1,15,3,1,49,4,0,1,74,107
462U67BF,1,1,1,0,0,0,15,3,0,63,3,0,0,66,243
314H09BV,0,0,0,1,0,0,15,4,1,79,0,1,1,72,123
947A95KU,1,0,0,1,0,0,15,3,0,63,3,1,0,64,30
145R12WH,0,1,1,1,0,0,15,5,1,46,4,0,1,68,98
760J42CI,1,1,0,0,0,0,15,6,1,53,4,1,1,57,80
178A18PF,0,1,1,1,0,1,25,4,1,34,2,0,1,68,84
185C72XJ,1,0,1,1,0,0,50,3,0,49,5,0,1,62,323
001W56UA,0,1,1,0,0,1,15,6,0,91,5,0,1,48,171
806P46ZS,0,0,0,1,1,1,15,10,1,56,3,0,0,55,45
593W52EW,0,1,1,0,1,1,25,7,0,70,6,1,1,76,278
374Q94GM,1,0,0,1,0,0,15,3,0,57,4,1,1,51,59
368E67XY,0,0,1,1,0,1,25,6,1,57,4,1,1,41,243
540A73II,1,0,0,1,0,0,15,3,0,43,3,1,0,44,184
266A61ST,0,1,1,0,0,0,25,8,0,67,2,1,1,57,71
927R13EE,1,1,0,1,1,1,15,10,1,75,2,1,1,76,90
959T92DV,1,0,1,0,1,1,25,9,0,71,1,0,1,49,77
876D21SY,0,1,1,0,0,1,15,6,0,71,3,1,1,65,34
378Y76JD,0,1,1,1,1,0,15,7,1,77,1,0,1,65,88
281T56IB,0,1,0,1,0,0,15,5,1,66,3,1,0,61,95
245Z60HO,1,0,0,1,1,1,25,7,0,63,3,0,0,78,150
261E34SQ,1,0,1,0,1,1,15,4,0,87,0,0,1,59,38
461L97TV,1,0,1,0,0,1,15,4,0,35,3,0,1,67,86
295C78SH,0,1,0,0,1,0,15,10,1,76,4,0,1,71,134
084J01PS,0,1,1,1,0,0,25,9,0,58,3,0,1,62,107
871Q30LS,1,0,0,1,0,0,25,2,0,34,5,1,1,67,129
894B91NT,0,0,1,1,1,1,15,6,1,34,0,0,1,65,38
281T09JY,1,1,0,1,0,0,25,10,1,88,3,0,0,66,29
454X70UM,1,1,0,0,0,0,25,4,0,48,3,0,0,63,50
611E63CZ,0,1,1,1,1,1,25,5,1,25,3,0,0,76,209
783E26NW,0,1,0,1,0,1,25,10,1,65,5,0,1,77,229
233T02QM,1,0,0,1,0,0,15,3,0,82,0,0,1,63,80
973C71FG,1,1,0,1,1,1,25,11,1,74,2,1,1,75,106
109I96MP,0,0,1,0,0,0,15,6,0,47,6,1,1,54,24
017E82IB,1,0,1,0,0,0,50,6,0,42,3,0,0,63,394
562E69PO,0,0,1,1,0,0,15,3,1,63,2,0,1,66,67
860V99PT,0,1,1,1,0,0,25,5,0,52,4,1,1,57,84
490N27XB,1,0,1,1,0,0,15,3,0,43,5,1,1,64,117
546R52MJ,1,0,1,0,0,0,15,3,0,63,3,0,0,46,70
320B56RA,1,1,1,0,1,0,15,7,0,78,6,1,1,73,128
740M40HB,1,1,1,1,0,1,25,11,1,66,1,0,1,61,141
430E46ST,1,1,0,1,0,0,15,5,0,48,4,0,1,57,65
502I56ZW,0,0,0,1,0,0,15,9,1,81,0,1,1,60,50
670K19UZ,1,1,0,1,0,1,15,6,1,52,3,0,0,61,56
592M10UW,1,1,1,1,1,1,15,11,1,63,3,0,0,44,69
250Q25WZ,0,0,0,1,1,1,15,10,1,67,3,1,0,71,85
511B25YD,1,0,1,0,0,1,15,6,0,63,3,0,0,64,49
285I32LT,0,1,0,1,0,1,25,4,0,66,6,1,0,0,0
363H63OB,0,1,1,1,0,0,15,3,0,61,4,0,1,49,40
394H57XB,0,0,1,1,1,1,15,9,1,50,6,1,1,69,90
130P77LO,0,0,0,0,1,0,15,5,1,83,0,0,1,34,91
586A19DI,0,0,1,0,1,0,15,7,1,63,0,0,1,59,47
099R69TQ,0,0,0,1,0,0,50,5,0,77,6,1,1,59,282
258E59TE,1,0,0,1,0,0,15,3,1,70,6,1,1,65,94
172W66HD,0,0,0,1,0,0,25,5,1,63,3,1,0,67,92
426P02JO,1,0,1,1,0,0,15,3,0,39,2,1,1,55,62
168N31TV,1,0,1,0,0,0,15,3,0,51,6,1,1,76,95
295G78FL,1,1,1,1,0,1,25,6,1,40,6,1,1,67,511
147N39ZR,0,1,1,0,0,0,25,5,0,63,4,0,1,66,150
517Z04TR,1,1,1,1,1,0,15,9,1,73,4,1,1,53,65
033B90OE,0,0,0,1,1,1,15,8,1,84,1,0,1,54,35
607K55XJ,0,0,0,1,0,1,15,11,1,63,3,0,0,56,46
444E83MN,0,1,1,0,1,1,25,11,0,61,3,1,1,57,42
027I79XN,1,0,1,1,0,0,25,11,0,49,1,0,1,64,112
589M32OP,0,0,0,1,1,0,15,6,1,50,1,0,1,47,50
863U60SL,1,0,1,1,0,0,25,3,0,34,1,0,1,52,90
523P40BN,1,1,1,0,0,1,25,10,1,66,4,0,1,52,68
789E73CO,0,0,1,0,1,1,25,9,0,64,3,1,1,70,299
401B76ZL,0,0,1,0,0,0,50,7,0,57,6,1,1,68,141
355F06FR,1,0,1,1,0,0,15,3,0,73,3,0,1,46,91
496H78GP,1,0,0,1,0,0,15,4,0,37,6,1,1,58,380
247G00KM,1,0,1,0,0,0,25,5,0,30,3,1,1,59,82
269W32AV,0,1,0,0,0,1,25,4,1,43,3,0,1,52,77
262O72UY,0,1,1,1,0,0,15,5,0,71,4,1,1,73,50
927J80JK,0,1,0,1,0,0,15,11,1,89,0,0,1,63,27
760T26QV,1,0,1,1,0,0,15,3,0,37,4,0,1,66,61
151T05UV,1,1,1,0,1,1,25,9,1,73,3,1,1,68,90
990S43SR,0,0,0,0,0,1,25,7,0,73,5,0,1,43,75
324C50PB,0,0,1,1,0,1,25,11,0,66,5,0,1,64,187
419O63YD,1,1,0,0,1,1,25,10,1,50,6,1,1,74,236
046P23QH,1,0,0,0,0,1,15,3,0,45,4,1,1,61,57
369T28EI,0,1,1,0,1,1,15,5,1,55,5,1,1,55,265
404W41QE,0,0,1,0,0,1,15,8,0,79,1,0,1,41,53
310S49WR,0,1,0,1,0,1,15,10,1,43,0,0,1,66,41
681S47DJ,0,0,0,1,0,1,25,7,1,48,5,1,1,68,123
240A25PB,1,0,1,1,1,1,25,9,0,76,1,0,1,58,43
400K46NE,0,0,1,1,1,1,25,7,0,33,4,1,1,61,89
562N92JM,0,1,0,0,1,1,15,8,1,57,1,1,1,68,31
457B13NK,1,1,0,0,0,1,15,11,0,78,0,0,1,54,84
317L58UL,1,0,0,1,0,1,15,4,0,91,3,0,1,34,194
250L88AV,0,0,1,0,0,0,25,6,0,70,1,1,1,56,91
662N74KE,1,0,1,1,0,0,50,3,0,46,2,0,1,63,76
390Z48OZ,0,0,0,1,0,1,50,5,0,38,6,1,1,61,154
224R55LF,0,1,0,0,0,0,15,11,1,43,1,0,1,45,61
391B24LC,1,0,0,1,1,1,25,7,1,53,5,0,1,60,47
858Q18BL,0,1,0,0,1,1,50,9,0,75,3,0,0,75,99
739S33VG,1,0,1,1,0,0,15,3,1,63,0,1,1,48,51
007Q84LW,1,1,0,1,0,1,15,3,0,59,0,0,1,59,38
496W09PQ,0,1,1,1,0,1,15,4,1,65,3,0,1,65,66
685P22VD,0,0,0,1,1,1,15,9,1,86,0,0,1,45,45
939W19TX,0,0,1,1,0,0,15,3,1,45,1,1,1,63,73
617E69AS,1,0,0,1,0,0,15,5,0,77,3,1,1,58,69
698R78HK,1,0,0,0,0,1,15,9,1,72,3,0,0,21,74
488T31HC,0,0,1,1,0,0,15,5,1,61,2,1,1,64,95
889U21SU,0,1,0,0,0,1,25,5,1,56,2,1,1,73,142
378E99MB,1,1,1,0,1,0,15,9,1,71,3,1,1,61,52
838K74TI,1,0,1,0,1,1,15,10,1,76,2,0,1,57,165
450L49UV,0,0,1,0,1,1,25,9,1,63,6,0,1,59,221
799K63PK,0,0,1,1,0,0,15,3,1,63,1,0,1,57,40
761S28QY,0,1,0,0,1,1,50,9,1,79,6,1,1,70,107
786E06DZ,0,0,0,1,0,0,15,3,1,63,0,1,1,87,0
836W26EE,0,1,1,1,0,1,25,7,0,87,1,1,1,52,134
591Y09FT,1,1,1,0,0,0,15,6,0,27,2,0,1,70,108
710Z09RM,1,1,1,0,0,1,15,11,1,50,4,0,1,65,110
003V76YZ,0,0,0,0,1,0,25,9,1,74,0,1,1,49,56
415H04UV,1,0,1,1,0,0,15,2,0,63,3,0,1,62,91
296U65GW,0,0,0,1,0,0,15,5,0,63,0,1,1,60,48
166P61EB,1,0,0,1,0,1,15,11,1,87,4,0,1,67,58
136J67ZN,0,1,1,1,0,1,15,3,0,42,3,0,1,71,59
705O23VG,0,1,0,1,0,0,15,11,1,51,1,1,1,40,92
134I11EI,1,0,1,1,0,1,25,5,1,68,0,0,1,27,273
144P06EQ,0,0,0,1,0,1,25,8,0,85,3,0,0,63,30
104M55OM,1,0,0,1,0,0,15,2,0,63,3,1,0,45,74
319T41BT,1,1,1,1,0,0,15,7,0,43,4,1,1,47,71
856M74NX,0,0,0,1,0,0,25,6,1,37,4,0,1,29,44
567Y81VL,1,1,0,1,0,0,15,3,0,47,4,1,1,75,105
802E10FT,1,0,0,1,0,0,50,8,0,62,1,1,1,55,43
709I72OD,1,0,0,1,0,1,15,7,1,71,4,1,1,34,102
326Q93JY,1,0,1,1,0,0,15,3,0,82,0,1,1,39,35
085A33DF,1,1,1,1,1,1,15,11,1,63,3,0,0,52,93
261N91QI,1,0,1,1,0,0,15,4,0,72,6,0,1,60,50
618J98NH,1,1,1,1,1,1,25,8,0,63,6,0,1,12,0
967I91YO,1,1,1,1,0,1,25,8,0,63,3,0,0,47,90
926Z42KH,1,0,0,1,0,0,15,3,1,60,5,1,1,81,137
281G84HE,0,0,0,1,0,1,15,4,0,66,0,1,1,75,42
483U36RF,0,0,0,1,1,1,50,3,0,74,4,1,1,52,202
792S59QX,0,0,0,1,0,1,15,3,1,37,0,0,1,70,26
761Z60OV,0,1,0,0,1,0,50,4,1,77,3,0,1,52,102
857V94NW,1,0,1,1,0,0,15,3,0,49,3,1,1,65,27
829C98UD,1,1,1,0,0,1,50,4,0,54,3,0,0,74,125
590E34KD,1,0,0,0,0,1,15,9,0,77,2,1,1,66,169
623T35BL,1,0,0,1,0,0,15,3,0,46,5,0,1,63,283
730B41RS,1,0,1,1,0,0,15,3,0,63,0,0,1,57,50
005Z22TG,1,0,0,1,0,0,15,9,0,86,6,1,1,59,394
610G95YC,1,0,1,0,0,0,15,3,0,63,3,0,0,50,51
861C34GK,1,0,0,0,1,1,15,11,1,65,3,0,0,66,100
439Q76GT,1,0,0,1,0,0,15,3,0,58,1,0,1,59,47
393E78RL,0,0,1,1,1,1,25,4,1,63,3,1,0,49,238
071C19DC,0,0,1,1,0,0,15,10,1,75,1,0,1,62,79
684L07PS,1,1,0,1,1,0,25,7,0,39,3,1,1,60,52
761I76LJ,1,0,1,0,0,1,15,7,0,74,4,1,1,66,67
608E50DK,1,0,1,0,0,0,15,6,0,41,3,1,0,60,262
863L89FM,0,0,1,0,0,0,15,5,0,63,0,1,1,63,55
277V14CK,0,0,0,1,0,1,15,10,1,73,1,1,1,72,81
336W03BV,1,1,0,0,1,1,15,9,1,57,3,1,1,71,44
051A79OB,1,1,0,1,0,0,25,4,0,37,3,0,1,71,142
900U02DY,1,1,1,0,1,1,25,11,1,56,6,0,1,44,42
464K86WU,1,0,1,0,0,0,15,2,0,83,0,0,1,57,327
025V84XQ,1,1,1,1,0,1,15,3,1,31,1,1,1,44,43
912K79TR,0,1,0,1,1,1,25,10,1,47,3,0,0,46,322
163B90MF,1,1,1,1,1,0,25,7,0,82,4,1,1,72,61
760P70OX,0,1,0,0,1,1,15,7,0,68,3,0,1,70,120
942D67IW,1,1,0,1,1,0,50,7,0,70,2,1,1,54,107
536V44BR,1,0,0,1,0,0,15,3,0,81,0,0,0,62,69
072W86TP,0,0,0,0,0,1,15,3,0,32,4,0,1,61,108
360L47BM,1,0,1,1,1,1,25,4,0,69,1,1,1,40,70
425B78VT,1,0,0,0,1,0,15,11,1,76,2,0,1,64,106
648S62MO,0,0,1,0,0,1,15,6,1,63,3,0,0,60,325
033Y89UJ,0,1,0,0,1,1,15,10,1,71,0,0,1,55,41
922Y97KH,0,0,0,0,0,1,25,9,1,75,3,0,1,67,36
901D79DI,0,1,1,1,1,0,15,9,1,63,1,1,1,67,55
552P95TB,1,1,0,1,0,0,15,5,0,49,4,0,1,58,94
868M47KE,1,0,1,0,0,0,15,3,0,80,4,1,1,57,110
016J35PC,0,1,1,1,1,0,50,7,1,76,3,0,0,69,81
776Z65BG,1,0,0,0,1,0,15,8,1,73,1,0,1,43,55
195W34QJ,0,1,0,1,0,1,15,4,1,68,0,0,1,41,26
022R81PS,0,0,1,0,0,1,50,7,1,62,4,0,1,29,64
266V15BE,1,0,1,1,0,0,25,5,0,48,4,0,1,48,46
259M92CJ,0,0,1,0,0,1,15,5,0,53,4,1,1,55,56
125D83IZ,0,0,0,1,0,1,15,9,0,62,4,1,1,55,162
373X10ZT,0,1,0,0,0,1,15,4,0,43,6,0,1,0,0
818Y29ZM,0,0,0,1,1,0,25,7,0,85,3,1,0,46,102
018W17KA,1,0,1,0,0,0,25,7,1,63,4,1,1,52,233
584H18AT,0,1,1,0,1,0,15,11,1,85,1,0,1,46,39
821U92PB,0,0,0,1,1,1,15,4,1,60,2,0,1,36,61
678Q32HG,0,0,1,0,0,0,25,3,0,37,5,1,1,66,131
419V77EI,0,1,1,1,0,1,25,8,1,30,3,0,1,53,110
574Q42KV,1,0,1,1,0,0,15,3,0,67,1,0,1,53,60
415E07GX,1,1,1,0,0,1,15,9,1,52,3,0,0,53,516
887C72UI,1,0,0,1,0,1,15,9,1,91,0,0,1,65,123
684Z19XB,1,0,1,1,0,1,15,6,1,57,3,1,1,56,138
553A63KK,1,1,1,0,1,0,15,11,1,69,3,0,0,66,50
331A58ID,1,0,1,0,0,0,15,3,0,63,3,0,0,27,109
682I86UB,0,1,0,0,1,1,50,10,1,73,1,0,1,58,53
249O78MJ,1,0,1,0,0,0,15,3,0,43,2,0,1,45,78
889Y21FV,0,0,1,0,0,1,15,11,1,63,3,1,0,59,58
