FAKEID,Y2defect,Y1G5,Y1G4,Y1G3,Y1G2,Y1G1,Y1price,YEARS,BACKER,AGE,INCOME,GNDR,OWNHOME,PCTMARR,HOMEVAL
948Q25MG,0,0,0,1,0,0,15,4,0,45,1,0,1,69,81
965Y96SZ,0,1,0,1,0,1,15,6,0,73,4,1,1,72,59
276V29LV,0,0,1,0,0,1,25,6,1,30,3,0,1,56,94
331I89SC,1,0,0,0,1,0,25,8,1,82,3,0,1,63,50
840F99BK,1,1,1,0,1,1,15,3,0,52,4,0,1,43,398
391Z34XR,0,0,0,0,1,1,15,10,1,71,1,0,1,69,27
579K06XO,1,0,1,0,0,0,50,2,0,45,5,0,1,66,83
112L83UI,0,0,1,1,1,1,15,10,1,82,2,0,0,65,342
091T54AD,0,0,0,1,0,0,15,3,0,55,2,1,1,63,52
917G17DF,1,1,1,0,0,1,15,10,0,55,4,0,1,68,77
225A00IZ,0,1,1,1,0,0,25,3,0,68,4,0,1,68,84
717G78YY,0,1,1,1,0,1,15,4,0,63,3,1,0,68,97
625T08QY,1,0,1,0,0,0,15,3,0,49,1,1,1,46,32
113V94NI,1,0,0,1,0,0,15,3,0,63,3,1,0,14,138
566E94XA,1,0,1,1,0,1,50,7,0,46,5,1,1,69,148
467W24RZ,1,0,1,1,0,0,15,7,1,44,5,1,1,55,154
772R42GB,0,0,0,1,0,1,50,13,1,85,1,1,1,63,59
806J46UY,0,1,0,0,0,1,15,9,1,76,1,1,1,61,43
425G21MS,1,1,1,0,1,1,50,3,0,39,3,1,1,54,244
148N83MA,1,0,0,1,0,1,15,10,1,71,3,1,1,69,118
618Q92SM,0,1,1,0,1,0,15,4,1,65,2,1,1,57,56
320L66YP,0,1,1,1,0,0,25,6,0,59,6,1,1,69,193
993J95UN,1,0,1,1,0,0,25,2,0,41,3,0,1,74,115
545A92UU,1,0,0,0,1,1,15,10,1,49,3,0,1,42,48
863J11DK,1,0,0,1,0,0,15,9,1,82,1,0,1,54,25
887J82GA,1,1,0,0,0,1,25,4,0,90,5,1,1,55,580
414N75KY,1,0,0,1,0,0,25,3,0,49,1,0,1,58,64
178O10UM,1,1,0,0,0,1,25,5,0,56,3,0,1,51,77
970N28BD,0,0,1,0,0,1,15,3,1,54,2,0,1,68,63
301V08TJ,1,0,1,1,0,0,15,2,1,51,2,0,1,13,84
291Z89LA,0,1,1,0,1,1,25,5,0,55,3,0,1,64,57
833D41NW,1,1,0,1,0,0,25,5,0,63,3,0,0,53,213
607J07JJ,0,0,0,1,0,0,15,3,0,63,3,0,0,55,76
735Y82TG,0,1,0,0,0,1,25,11,0,76,1,1,1,64,49
471N58KK,1,0,0,0,1,1,15,11,1,73,0,0,1,65,51
145Y09JL,1,0,0,1,0,0,15,3,0,63,1,0,1,78,114
341L43KZ,0,0,0,1,0,0,15,6,0,63,2,1,1,70,63
123P84YA,1,0,0,0,0,1,15,3,0,72,1,1,1,60,52
566H26GF,1,0,1,0,0,0,15,3,0,69,5,0,1,37,32
335F02MH,0,1,0,1,0,1,15,3,0,61,0,1,1,61,96
165V57JB,0,1,1,1,0,1,15,6,1,43,3,1,1,68,71
616K48VN,0,1,1,1,0,1,15,10,0,63,1,1,1,41,89
058Q66WD,1,0,1,1,0,0,15,3,0,43,4,0,1,59,222
048T96WY,0,0,1,1,0,1,25,6,0,63,5,0,1,72,145
493G57MO,1,0,0,1,0,0,25,3,0,36,5,1,1,62,233
122G32UL,1,0,1,0,0,0,25,2,0,35,5,0,1,63,84
330C94PP,1,1,0,0,1,0,50,7,0,51,6,1,1,66,153
387B96YU,0,1,1,0,0,0,15,3,0,63,3,0,1,58,134
738E64BZ,0,1,1,1,0,0,15,5,0,71,0,0,1,68,127
072U74XP,0,0,0,1,0,0,15,4,0,65,4,1,1,68,100
701C33WI,0,0,0,1,0,0,15,5,1,73,3,1,0,50,48
873L02BM,1,0,0,0,1,1,15,11,1,85,3,0,1,44,128
329F64JO,1,0,1,1,0,0,15,3,0,44,3,0,1,71,74
431C86FM,0,0,0,1,0,1,15,11,1,63,3,0,0,60,60
170W26TK,0,0,1,0,0,1,15,4,0,26,0,0,1,61,46
548N86SL,0,0,1,1,0,0,25,7,0,56,3,0,1,60,48
076Y76ON,0,1,1,0,0,1,25,6,0,63,6,0,1,48,456
205J78UG,1,0,0,1,0,0,15,2,0,63,3,0,0,65,44
716S56SO,1,0,0,1,0,1,15,3,0,67,3,1,0,64,57
297Y04WH,0,1,0,0,1,1,15,10,1,63,1,0,1,40,26
064G80MR,1,0,1,0,0,0,25,3,1,63,3,0,0,52,202
802B27XR,0,0,1,1,0,0,25,4,0,63,4,0,1,50,350
812A60SY,0,1,1,0,1,0,50,6,1,63,3,0,0,53,194
143Q24UA,1,0,0,1,0,0,15,3,0,63,3,1,0,21,96
147I86WO,1,0,1,1,0,0,25,11,1,61,2,0,1,34,43
876B97AD,0,1,0,1,1,0,15,8,1,63,3,0,0,64,101
959F66VV,0,1,1,0,0,1,15,4,0,49,3,1,1,64,71
716G83FC,1,1,1,1,0,1,15,8,1,68,3,0,0,59,44
353D14FH,0,1,1,1,0,1,15,6,0,80,0,1,1,57,33
351C27ZT,0,0,1,0,0,0,15,3,0,44,3,1,0,48,56
239Q36XN,0,0,1,0,1,0,50,11,1,64,3,0,1,55,232
254L99GR,0,1,0,1,1,1,50,10,1,63,0,0,1,67,106
939J97ES,1,0,0,1,0,1,25,7,1,50,3,1,1,74,168
306T72PZ,0,0,0,1,1,1,15,4,1,55,1,0,1,72,162
464R04XE,1,0,1,0,1,1,15,10,1,91,3,1,0,61,45
319E19HL,0,0,1,1,0,0,15,3,0,69,2,0,1,51,39
734W46BP,0,1,1,1,0,0,25,7,0,27,2,0,1,60,69
111Q13RK,0,1,1,0,1,0,15,11,1,63,0,0,1,62,54
557P00SY,0,0,0,1,1,1,15,10,1,77,3,0,0,84,130
353P55GS,0,1,1,1,1,1,15,11,1,32,3,1,1,62,49
788K22GO,1,0,0,1,0,0,25,2,0,63,3,0,0,66,518
687N20PQ,0,1,1,1,1,0,25,6,1,36,6,0,1,55,109
202O91TO,1,0,0,1,0,0,15,3,0,35,4,0,1,71,79
750Q12GV,1,1,1,1,0,1,15,5,0,44,6,0,1,63,85
502Z22YE,0,1,0,1,0,1,15,9,1,77,5,1,1,64,330
015U95EN,0,0,0,1,0,0,25,6,0,68,0,1,1,72,72
353V94EH,1,0,1,1,0,0,15,3,0,89,0,0,1,56,214
485G88PB,0,0,0,1,0,0,15,3,0,65,1,0,1,64,39
907B70RX,0,0,0,1,0,0,15,4,0,63,2,0,1,67,57
889T70WR,1,0,0,0,1,1,15,5,0,83,3,0,0,60,35
200U89JW,0,1,1,0,0,1,50,6,0,67,0,0,1,48,316
510J36YM,0,0,1,0,0,0,15,8,1,85,6,1,1,61,132
613I43KU,0,1,0,0,1,0,15,7,0,56,0,1,1,61,52
638N70HC,1,1,1,1,0,1,15,3,0,44,2,1,1,73,128
952X48PR,1,1,0,0,1,1,25,9,1,58,6,1,1,52,309
705N17IW,0,1,1,1,1,1,15,11,1,76,0,0,1,63,40
319G77ZB,1,0,1,0,1,1,25,3,0,63,3,0,0,45,381
686R80KF,1,1,1,1,1,1,15,11,1,48,3,0,0,63,332
126S04WW,0,1,1,0,1,1,50,8,1,80,4,1,1,75,57
961B73CQ,1,1,0,1,1,1,15,10,0,84,3,0,0,65,53
205F93OB,0,1,1,0,0,1,15,3,1,61,4,0,1,63,121
892Z31HW,1,1,1,0,0,1,50,7,0,50,6,1,1,65,166
956C28EX,0,0,1,1,0,0,15,3,1,54,3,1,0,28,53
489G87EY,0,1,0,1,0,0,15,11,1,89,5,1,1,30,58
518B93UH,1,0,0,1,0,0,15,6,0,52,3,0,0,47,84
101J76IO,1,0,1,0,0,0,15,4,0,59,2,1,1,49,42
045E01EG,0,0,1,0,1,0,15,11,1,48,3,0,1,55,165
245G88LQ,1,0,1,1,0,0,25,3,0,63,3,1,0,62,361
776Y02UU,1,0,1,1,0,0,25,3,0,51,6,0,1,47,372
677J66YM,0,0,1,1,0,1,50,9,1,41,6,0,1,65,97
278N15NQ,0,0,0,0,1,1,15,9,1,56,2,1,1,69,117
495A47EW,1,0,1,1,0,0,15,10,0,65,1,0,1,59,74
264X11PT,0,1,0,1,0,1,15,7,1,63,4,0,1,52,54
640A87EZ,1,0,0,1,0,0,25,6,0,51,3,0,1,49,310
094G27KV,0,0,1,0,1,1,15,11,1,65,1,1,1,66,76
174E08WY,1,1,1,1,0,0,25,8,1,50,5,0,1,74,117
016T83CG,1,1,0,0,0,0,15,5,0,67,0,0,1,28,51
709C86CI,0,0,0,1,0,0,25,6,1,45,3,1,1,67,70
210L05HF,1,0,0,1,0,1,25,10,1,63,3,1,0,69,129
455P99PF,0,1,1,0,0,0,15,9,1,43,3,1,1,63,86
086Z00MG,1,1,0,0,0,1,25,9,1,49,4,1,1,66,52
673N99IS,1,0,1,1,0,0,15,3,0,44,3,0,0,69,254
909I74FO,0,0,1,1,0,0,50,7,1,88,3,1,0,61,35
674P20UC,0,0,0,1,1,0,15,10,1,61,4,0,1,47,380
104I64AF,0,1,1,1,1,1,15,11,1,90,4,0,1,67,183
407N48JH,1,0,0,1,0,0,25,3,0,59,2,1,1,47,190
397Q27MO,1,0,1,1,0,1,15,4,0,65,5,1,1,67,269
798O54BV,0,0,0,1,1,1,15,5,1,64,5,0,1,60,243
352P94IN,1,0,0,1,0,1,15,10,1,67,4,0,1,67,177
330N54HB,0,1,1,0,0,1,15,4,1,37,3,0,1,68,52
567V06UF,0,0,0,0,1,0,15,10,0,72,1,0,1,54,68
238I97DO,1,0,1,1,0,0,25,11,1,66,0,1,1,57,40
220V99GN,1,0,1,0,1,1,25,7,0,63,3,0,0,53,456
195U01DT,1,0,0,1,1,1,15,11,1,63,3,0,0,31,31
095T14XX,1,0,1,1,0,0,15,3,0,74,3,1,1,42,133
010Q28XC,1,1,1,1,0,0,15,4,0,69,1,0,1,61,64
197C36SB,1,0,1,1,0,0,15,3,0,53,4,1,1,52,212
512E59ZE,0,1,1,1,0,0,15,9,0,53,4,0,1,64,355
313C72XX,1,0,0,1,0,0,15,2,0,47,4,0,1,67,54
646H43MO,1,0,0,1,1,0,15,10,1,72,3,0,1,76,407
585J05IE,1,1,1,0,0,0,15,10,1,88,3,0,0,49,40
010S65NX,0,1,0,1,0,1,15,4,0,48,3,0,0,63,228
872S03LM,0,0,1,0,0,1,25,6,1,81,4,0,1,68,60
588L38PW,1,1,1,1,0,1,15,10,1,77,0,1,1,63,42
792Q61HZ,1,0,0,1,0,0,15,3,1,63,4,1,1,49,48
705T35HM,1,0,1,1,0,0,15,3,1,80,3,1,1,57,166
393M16UD,1,1,1,0,0,0,15,4,0,63,3,0,1,76,185
498O70PH,0,0,1,1,0,0,50,7,0,36,6,1,1,64,163
154R32XO,1,0,1,1,0,0,15,3,1,41,4,1,1,65,108
204X23KB,1,0,1,1,0,0,15,3,0,63,5,0,1,54,40
966U37LM,1,0,0,0,0,1,15,3,1,63,3,0,0,67,32
473X84DB,0,1,1,1,0,0,50,7,0,57,3,0,0,73,153
524D12OL,0,1,0,1,0,0,15,7,1,69,4,1,1,57,71
385D85SB,1,0,0,1,0,0,50,7,0,33,5,0,1,57,186
609Y80GP,1,1,1,0,0,1,15,4,0,54,0,1,1,62,46
273S40NQ,1,0,1,1,0,0,25,3,0,33,3,0,1,72,122
721X59CR,0,1,1,0,1,1,15,11,1,88,0,0,1,58,112
415Q91LL,1,0,0,1,0,0,25,4,1,63,3,0,0,76,226
781B07DQ,0,0,1,1,1,0,15,5,0,33,4,0,1,31,557
146K80EQ,0,0,1,1,0,1,15,10,1,77,3,1,0,57,25
058I38HG,1,0,1,1,0,0,15,4,0,91,1,1,1,63,136
285X35CB,1,1,0,1,0,0,15,4,0,48,0,0,1,25,51
992O82UA,0,0,1,1,0,1,25,7,0,92,1,1,1,30,119
540W42TA,0,1,1,1,1,1,15,4,0,71,0,0,1,65,48
364T43YH,0,1,1,0,0,1,15,10,0,78,3,1,1,54,51
964V99PC,1,1,0,0,0,0,25,4,0,63,3,0,0,52,138
869A51YZ,0,0,0,0,1,1,50,10,1,42,3,0,0,75,168
805G12YX,1,0,1,1,0,0,15,3,0,75,0,0,1,40,297
865M24YJ,1,1,0,0,1,0,25,10,1,68,5,1,1,54,284
864C11LZ,1,0,0,1,0,0,15,3,0,63,3,0,0,64,114
690K08RY,1,1,0,0,0,1,15,8,1,63,3,1,1,70,61
628Y91OJ,1,0,0,0,0,1,15,3,0,85,0,0,1,65,452
781Y96AC,0,1,1,1,0,1,15,5,1,57,3,0,0,61,42
164H32IS,1,0,1,1,0,0,50,3,0,36,3,1,1,65,200
619J07VR,1,1,1,1,0,1,25,5,0,59,3,1,0,77,202
413R88MB,0,0,0,1,0,0,50,4,0,61,6,1,1,63,184
662C73KP,0,0,1,1,1,1,25,10,1,47,6,1,1,48,52
482D51UH,1,0,1,1,1,1,15,6,1,75,1,1,1,63,104
698K92OG,0,1,0,1,0,1,25,10,1,74,5,1,1,66,112
696F94GZ,0,0,0,1,0,1,15,4,1,40,5,0,1,71,136
596L24QX,1,0,1,0,0,0,15,4,0,56,1,0,1,68,80
887R51HE,1,1,1,0,0,0,50,8,0,73,1,0,1,64,68
448Q36SO,0,1,0,1,0,1,25,5,0,63,3,0,0,51,194
131B27FA,0,1,1,1,1,1,15,8,1,63,6,0,1,70,183
676T87QL,0,0,1,1,0,1,15,9,1,62,4,0,1,62,104
473Z15GZ,1,1,0,0,0,0,25,3,0,61,1,0,1,61,83
788H08CQ,0,0,0,1,0,0,15,9,1,80,3,0,0,47,164
845T32XJ,1,0,1,1,0,0,15,3,0,68,3,0,0,58,123
350M38OM,0,0,0,0,0,1,15,3,0,63,3,1,0,62,505
697X57EV,0,1,0,0,0,0,25,4,0,51,5,0,1,36,196
299U05OD,0,0,1,1,1,1,15,10,1,57,3,0,1,42,93
875U60QU,1,0,1,1,0,0,25,3,0,63,2,0,1,44,60
221X96UD,0,0,1,0,0,0,15,11,1,71,3,0,1,57,72
671N92NR,0,0,0,1,0,0,15,8,0,87,2,1,1,67,35
301M06CX,1,1,0,1,0,0,15,4,0,75,2,0,1,61,50
008R93KJ,1,1,1,1,1,0,15,10,1,79,3,0,1,73,80
835O38AK,1,0,1,1,0,1,25,5,0,63,6,0,1,51,57
117H55SH,1,0,1,0,0,0,15,9,1,50,4,1,1,61,48
943F16YA,0,0,0,0,0,1,25,8,1,68,1,1,1,63,56
642A80YF,1,0,1,1,0,0,15,2,0,63,3,0,0,68,57
423W86ST,1,0,0,1,0,0,25,2,0,53,1,1,1,38,45
073C63CO,1,0,1,1,0,0,15,3,0,67,2,1,1,60,49
284S21HR,0,0,0,1,0,1,15,4,1,34,4,1,1,60,50
521J33SG,1,1,1,1,1,1,15,11,1,63,2,0,1,60,110
913Y10YT,1,1,1,0,0,1,15,11,1,49,3,0,0,67,71
675D62QF,0,0,0,0,1,1,50,8,1,64,3,0,1,80,138
007T54PX,0,1,1,1,0,1,15,9,1,77,3,0,0,50,165
354P83NB,0,0,1,1,1,1,15,7,1,49,0,0,1,67,84
683O78SW,0,1,1,1,0,1,15,10,1,63,3,1,1,42,49
585K20MW,1,0,0,1,0,0,15,8,0,63,0,0,1,55,65
345U16QW,1,0,0,1,0,0,15,3,0,81,3,1,0,62,54
628A84YS,1,0,0,1,0,0,25,3,0,52,4,0,1,63,49
201R23JQ,1,1,1,0,0,0,15,4,0,82,1,1,1,37,36
848I00HT,0,1,0,1,1,1,15,10,1,77,5,0,1,59,202
093S46JY,1,1,1,1,0,1,50,10,1,64,3,0,1,54,65
837Z51RF,1,0,1,1,0,0,15,3,0,57,3,1,0,66,79
551U32LH,1,0,1,0,0,0,50,9,1,63,3,1,0,61,41
599O85UU,1,1,0,1,1,1,15,5,0,54,4,0,1,71,108
660Z38BG,1,1,1,0,0,1,15,10,1,78,2,1,1,60,56
930R08YY,1,0,0,0,1,1,15,9,1,74,2,0,1,68,108
668D19WA,1,0,1,1,0,0,25,3,0,57,3,0,0,66,65
746V79IG,1,1,1,0,0,1,15,3,0,41,3,1,1,67,401
800O61TA,0,0,1,1,0,1,15,3,1,19,5,0,1,42,209
267M38KM,0,0,1,0,0,0,15,3,0,57,3,1,1,25,16
739S86YJ,0,0,1,0,0,1,15,6,0,63,3,0,0,0,0
621N91LI,0,1,0,1,0,1,15,9,1,74,0,0,1,63,53
578O38KJ,0,0,0,1,0,0,15,3,1,69,6,0,1,66,111
732G30ZI,1,1,1,0,0,0,25,7,0,63,3,1,0,64,100
972V08ST,1,0,0,1,0,1,15,4,0,36,4,1,1,69,90
057S89KM,1,0,1,1,0,0,25,3,0,45,4,0,1,71,97
911R92KH,1,0,0,1,1,0,15,5,1,73,1,1,1,65,37
163N74ZF,1,0,0,1,0,0,15,2,0,63,1,0,1,70,172
412G56EU,1,1,1,0,1,0,15,10,1,77,4,0,1,71,95
330E09MW,1,0,0,0,1,0,25,9,1,48,4,1,1,64,42
033X00KS,1,1,0,0,0,1,15,3,0,75,1,0,1,62,177
223H62LC,0,1,0,1,0,0,25,4,1,49,5,1,1,73,87
081C83YC,1,1,1,0,0,1,15,3,0,63,3,1,0,59,43
076T31YB,0,0,0,1,0,0,15,3,0,63,3,1,1,65,88
485X59WJ,1,0,0,0,1,1,50,11,1,45,6,0,1,42,501
108X74DR,1,0,0,0,1,1,15,5,1,47,5,1,1,62,292
560Z10GT,0,0,0,1,1,1,25,3,1,63,3,1,0,47,107
138V65GA,0,1,0,0,0,1,15,7,0,73,1,0,1,68,66
394E10GT,1,1,1,0,0,1,15,11,1,93,2,0,1,64,80
568B98TW,1,0,1,0,0,0,15,4,0,77,4,1,1,70,184
535C98SL,1,0,0,1,0,1,15,5,0,39,0,0,1,68,56
345N97KC,1,0,0,1,0,1,15,10,1,60,5,0,1,71,489
519D50PP,0,0,0,1,1,1,15,10,1,66,4,1,1,66,66
100H54WI,1,0,0,1,0,0,25,2,0,71,6,0,1,60,249
766Q72GJ,0,1,1,0,0,0,15,4,0,47,5,1,1,77,78
768C59PK,1,0,1,1,0,1,15,6,1,63,3,0,0,73,193
610K09PK,1,0,0,1,0,0,50,3,0,63,3,1,1,56,264
289L76DG,1,0,1,1,0,0,15,3,0,35,1,1,1,75,303
814W08FT,0,0,1,0,1,0,15,10,1,63,1,0,1,62,43
095Z28SB,1,0,1,1,0,0,25,3,0,61,6,1,1,67,134
476T94PJ,1,1,1,1,0,0,15,11,0,69,0,0,1,66,61
397B03QY,0,0,1,1,1,1,15,8,1,45,2,0,1,70,101
770I02EM,0,0,1,0,1,1,15,3,0,36,1,0,1,57,72
198Z74KY,0,1,0,1,0,0,15,9,1,33,3,0,0,52,107
864O73RI,1,0,1,0,1,0,25,5,0,70,3,0,1,70,83
624Z84BR,1,0,0,0,0,1,25,9,0,78,3,0,0,77,73
834W87XC,0,0,0,1,0,0,25,3,0,50,1,1,1,49,36
827C30LH,1,1,0,1,0,0,25,4,0,63,1,1,1,58,62
631E80PO,0,0,0,1,0,1,25,7,1,59,4,1,1,66,71
955J15PK,0,0,0,1,1,0,25,9,0,55,4,1,1,60,204
980M56ZF,1,1,1,1,0,1,15,10,1,63,5,1,1,32,42
254L65UK,1,1,1,0,0,0,15,4,0,63,3,0,0,46,224
851D76KL,0,1,0,0,0,0,15,4,0,48,0,1,1,31,37
004W51FK,1,0,1,0,0,1,25,3,0,29,0,1,1,69,27
871B03WX,0,0,1,1,1,0,15,10,1,67,1,1,1,49,23
379D25VL,0,0,0,1,0,0,15,9,1,73,4,1,1,62,238
213Z96RW,1,1,0,0,1,0,25,10,0,63,3,0,0,58,53
094A47BM,1,0,0,1,0,1,25,5,0,67,6,0,1,78,223
903R72PY,0,0,1,1,0,1,15,10,1,71,3,0,0,44,140
556T94UQ,1,0,0,0,1,0,50,11,1,63,2,0,1,39,250
730Y14WS,0,1,0,0,1,1,50,10,1,64,4,1,1,68,155
004J99UO,0,0,0,1,1,1,25,6,1,75,1,1,1,48,69
110J63DF,0,0,0,1,0,1,25,7,0,70,4,0,1,27,36
097J57ZT,0,1,1,0,0,0,25,7,0,63,1,0,1,55,42
523N95VT,1,0,1,0,1,1,25,8,1,97,0,0,1,66,64
352L65ZC,0,0,1,1,0,0,25,3,0,74,1,0,1,70,89
933L27XD,0,0,0,1,0,1,15,8,1,87,0,0,1,60,89
528Y87GU,1,1,0,0,0,1,15,5,0,41,0,0,1,72,66
498Z02UM,0,1,1,1,1,1,25,7,1,69,1,0,1,39,225
100P44FR,0,0,1,1,0,0,15,3,0,79,3,1,1,61,82
433P86DK,0,0,1,0,0,1,15,3,0,63,0,1,1,47,67
630V67VB,1,1,1,1,0,1,15,11,1,78,3,1,0,53,141
930E59ZJ,0,1,1,0,0,1,25,11,1,52,2,0,1,69,42
450E05TI,1,0,1,1,0,0,15,3,0,79,3,1,1,63,45
107P65UW,0,0,0,1,0,0,25,9,0,63,3,1,0,70,99
975S69XA,0,0,0,1,0,1,15,3,1,42,4,0,1,68,92
911D46EQ,0,0,1,0,0,0,25,6,0,53,3,0,1,63,123
555S82DB,1,1,1,1,0,1,50,4,0,63,3,0,0,49,88
237J61LB,1,1,0,1,0,1,15,4,0,43,3,1,1,68,146
080I26PB,0,0,0,1,0,1,15,4,1,71,1,1,1,67,89
119N29RR,0,1,1,1,0,1,15,3,0,69,1,1,1,65,30
715D57NI,0,1,0,1,0,1,25,3,0,39,5,1,1,60,246
760R66OU,0,0,1,0,0,0,15,3,0,63,1,1,1,50,66
198R04RY,1,0,1,0,0,0,15,10,1,65,2,1,1,63,54
479C43NO,1,0,1,0,0,0,15,3,0,53,5,0,1,64,353
670W85ZY,0,0,1,1,0,1,15,4,1,50,0,1,1,53,41
820S50CD,1,0,0,1,0,0,15,4,0,32,3,0,1,60,58
443Z07LY,1,1,0,1,1,0,15,7,1,62,6,1,1,62,57
081E02VW,1,1,1,0,0,0,15,3,1,38,3,0,0,69,110
634S45GJ,1,1,1,1,0,1,25,4,0,55,3,0,0,59,160
263B32TC,0,0,1,0,0,0,15,5,1,63,4,0,1,54,278
596N35NF,0,1,0,1,1,1,25,9,1,44,4,0,1,60,103
247U95PQ,1,1,1,1,0,1,15,9,0,81,1,0,1,44,113
037N40HW,1,0,1,1,0,0,15,3,0,63,3,1,0,65,114
846R61YA,1,0,1,1,0,0,25,5,0,54,3,1,0,41,289
233A41SU,0,0,0,0,0,1,15,11,1,86,0,1,1,53,88
494Z26MR,1,0,0,1,0,0,25,2,0,64,5,0,1,60,70
284X56MN,1,1,0,0,1,1,15,7,1,63,3,0,0,69,116
400O85AY,1,0,1,0,0,1,25,4,0,51,1,0,1,50,68
566O16TR,1,0,0,1,0,0,15,3,0,76,3,1,1,61,177
083Z54ZG,0,0,0,1,0,0,25,9,1,63,3,0,0,53,46
543N88TK,0,0,1,1,0,1,50,4,0,39,3,0,1,40,39
105E85KT,0,0,1,1,1,1,25,6,1,67,1,0,1,70,70
010E44XU,0,1,0,0,1,1,25,9,0,86,1,0,1,60,50
015Z64SJ,0,0,1,1,0,0,15,3,0,69,1,0,1,42,32
778R46CV,1,0,0,1,0,0,25,5,0,81,4,1,1,50,64
774I04PM,1,1,0,1,1,1,25,11,1,61,5,0,1,65,102
356J50LK,0,0,0,0,1,0,15,10,1,75,3,0,0,70,95
636G73WY,1,0,1,0,0,0,15,3,0,85,6,1,1,43,128
361T90WX,0,0,0,1,0,0,15,8,1,63,3,1,1,74,69
480B60AG,0,0,1,0,0,0,25,6,0,65,3,0,0,48,105
564X45GA,0,0,1,1,1,0,15,9,1,63,0,0,1,68,48
063T56WA,1,1,1,0,1,1,15,11,1,40,6,1,1,70,112
707R05DK,0,0,1,1,1,1,15,5,1,28,2,1,1,61,85
730Y58IU,0,1,0,1,0,1,25,3,0,37,2,1,1,55,68
798Y17XY,1,0,0,0,1,0,25,9,0,74,3,0,1,53,233
326C91SB,0,1,1,1,0,1,15,3,1,63,1,1,1,64,97
968W42FX,1,0,1,1,0,0,15,10,1,94,4,0,1,62,78
805A28EY,1,1,1,0,0,1,15,6,0,39,4,0,1,50,51
524Y64NO,1,0,1,0,1,0,25,7,0,71,3,1,1,44,151
861U28EV,0,1,1,0,1,0,50,5,0,75,0,1,1,25,71
626G89ED,0,0,0,1,0,0,15,3,1,41,4,0,1,54,147
230F80TS,0,0,0,1,0,0,25,7,1,63,3,0,0,63,110
484T48LS,1,1,1,1,0,1,15,4,0,65,5,0,1,58,63
770A03IW,0,1,0,1,1,1,15,5,0,69,4,0,1,50,160
253U24DL,1,0,0,1,0,0,25,6,0,43,4,0,1,68,59
926C72DB,1,0,1,0,0,0,15,3,0,69,2,1,1,33,427
618S99NI,0,0,1,1,0,1,15,11,1,47,3,0,1,66,79
871K89KH,1,0,0,0,1,0,15,10,0,73,0,1,1,50,60
799M65MK,1,0,0,1,1,0,25,7,0,55,6,0,1,62,118
385R08SK,1,1,1,0,0,1,25,5,0,69,4,0,1,68,65
121T80LQ,1,0,1,0,0,1,15,3,0,63,3,1,0,49,215
530B22RS,0,1,1,1,1,1,15,9,1,82,3,1,0,45,50
383D90IO,0,1,0,0,0,1,15,3,1,52,1,1,1,58,41
223F48DI,1,0,1,0,0,0,25,3,1,63,3,0,0,73,91
422Q88YT,1,0,0,0,1,1,15,10,1,77,3,1,0,62,55
415M13FM,0,0,0,1,0,0,15,3,0,63,1,1,1,64,50
810C45HM,1,1,1,0,0,1,15,8,1,74,3,1,0,63,83
604L06FA,0,0,0,1,1,1,25,7,1,78,3,0,0,48,179
102X25SJ,1,0,1,1,0,0,15,7,0,63,3,0,0,58,187
028T69RE,0,1,0,0,0,0,15,7,1,75,3,0,1,69,51
627N87AB,0,0,1,1,0,0,15,9,1,67,3,1,1,57,51
312P30CL,0,1,1,0,0,0,15,6,0,63,3,0,1,38,48
667L10TX,0,1,1,0,1,1,25,11,1,69,1,0,1,74,61
842Z14XC,1,0,0,1,0,0,50,7,0,63,3,0,0,68,69
431K80VR,1,0,0,1,0,0,15,3,0,63,3,0,0,63,108
227J22GR,1,0,1,1,0,0,15,3,0,63,4,1,1,57,40
431P59OB,1,1,1,0,0,0,15,6,0,63,3,0,0,45,86
700T91IL,1,1,0,1,1,1,15,9,1,63,3,0,0,52,54
310M72EU,0,0,1,1,0,0,15,3,0,64,1,0,1,50,85
353D05HB,1,0,1,1,1,1,15,9,1,85,5,0,1,53,55
820K26BX,1,0,0,1,0,0,15,3,0,61,4,1,1,47,343
161T53VO,0,0,1,1,1,1,15,10,1,63,1,0,1,56,47
891T75IB,1,1,0,0,0,0,25,9,1,73,3,1,1,72,169
667D11LT,0,1,1,1,1,0,15,7,1,87,3,1,1,61,38
973E75ER,0,0,0,0,0,1,15,3,0,53,4,0,1,59,57
321H28DC,1,0,0,1,0,0,25,7,0,77,0,0,1,60,304
033Y43WN,0,0,0,1,0,0,50,6,1,41,4,1,1,71,98
549W58XL,0,0,1,0,0,1,15,11,1,63,0,0,1,65,102
699G91FE,0,0,0,1,1,1,15,9,1,69,1,1,1,67,117
982B28JS,0,1,0,1,1,0,25,6,1,58,3,0,1,44,52
675P07UG,1,1,1,1,1,0,25,3,0,73,0,1,1,58,54
201V17CI,0,1,1,1,0,1,15,9,1,63,1,0,1,44,52
508H19WR,1,0,1,1,0,1,15,6,1,37,3,1,0,72,161
522T59SO,1,0,0,1,0,0,25,6,0,76,1,0,1,43,38
032E25ET,0,1,1,1,0,0,15,4,0,71,0,0,1,60,64
614X96WN,1,0,0,1,1,1,15,10,1,77,4,0,1,70,97
701A95UD,1,0,0,1,0,0,25,2,0,63,3,0,0,0,0
423C15UF,1,0,1,1,0,0,25,2,0,42,4,1,1,60,166
