Source,Target,Type,id,label,timeset,weight
JessiehIsGay,bamanboiVEVO,Directed,556,,,1.0
EyesWideKubrick,Variety,Directed,557,,,2.0
EyesWideKubrick,GalGadot,Directed,558,,,1.0
EyesWideKubrick,PattyJenks,Directed,559,,,1.0
EyesWideKubrick,lifetimetv,Directed,560,,,1.0
GalGadotBRA,LifetimeTV,Directed,562,,,1.0
tomorrowato,LifetimeTV,Directed,564,,,1.0
RosaBerros,RevistaMoonM,Directed,565,,,1.0
RosaBerros,jmcruzbar,Directed,566,,,1.0
nihilist_hippy,Variety,Directed,567,,,1.0
nihilist_hippy,GalGadot,Directed,568,,,1.0
nihilist_hippy,PattyJenks,Directed,569,,,1.0
nihilist_hippy,lifetimetv,Directed,570,,,1.0
TeresaFortesLuz,justiceleaguewb,Directed,571,,,1.0
emiliaheards,Variety,Directed,572,,,1.0
emiliaheards,GalGadot,Directed,573,,,1.0
emiliaheards,PattyJenks,Directed,574,,,1.0
emiliaheards,lifetimetv,Directed,575,,,1.0
holl_estup,ashleycovaa,Directed,576,,,1.0
dianacrd,WarnerBrosUK,Directed,577,,,1.0
NY_C17_princess,SpiderManMovie,Directed,578,,,1.0
BigBry7076,Variety,Directed,579,,,1.0
BigBry7076,LifetimeTV,Directed,580,,,1.0
mlp_neon_sketch,element2909,Directed,581,,,1.0
mlp_neon_sketch,Google,Directed,582,,,1.0
caivill,Variety,Directed,583,,,1.0
caivill,LifetimeTV,Directed,584,,,1.0
phun_wang,Variety,Directed,585,,,1.0
phun_wang,LifetimeTV,Directed,586,,,1.0
Mayaaaaz,loalaff,Directed,587,,,1.0
Mayaaaaz,20thCFox_FR,Directed,588,,,1.0
ZoVCustomz,Variety,Directed,589,,,1.0
ZoVCustomz,LifetimeTV,Directed,590,,,1.0
TheJokerFan2,SpiderManMovie,Directed,591,,,1.0
DespicableMe,jennifer_sikora,Directed,592,,,1.0
Coops_tv,greg_jenner,Directed,593,,,1.0
invenify,loalaff,Directed,594,,,1.0
invenify,20thCFox_FR,Directed,595,,,1.0
mozpanda16,Variety,Directed,596,,,2.0
mozpanda16,GalGadot,Directed,597,,,1.0
mozpanda16,PattyJenks,Directed,598,,,1.0
mozpanda16,lifetimetv,Directed,599,,,1.0
Th3D35tr0y3r,Tashaski27,Directed,600,,,1.0
Supercedric8427,loalaff,Directed,601,,,1.0
Supercedric8427,20thCFox_FR,Directed,602,,,1.0
privacypeeks,IFI_Dub,Directed,603,,,1.0
_Storagee_,DaveOFlanagan,Directed,604,,,1.0
Leeking44,theTelluris,Directed,605,,,1.0
shawnvalentino,bladerunner,Directed,606,,,1.0
WorstHeroEver07,Variety,Directed,607,,,1.0
WorstHeroEver07,GalGadot,Directed,608,,,1.0
WorstHeroEver07,PattyJenks,Directed,609,,,1.0
WorstHeroEver07,lifetimetv,Directed,610,,,1.0
KarimeCazares1D,TTBate,Directed,611,,,1.0
KarimeCazares1D,annabellemovie,Directed,612,,,1.0
SarelCa,Variety,Directed,613,,,3.0
SarelCa,KellyClarkson,Directed,614,,,1.0
UniversoDCnauta,GalGadot,Directed,618,,,1.0
UniversoDCnauta,PattyJenks,Directed,619,,,1.0
UniversoDCnauta,lifetimetv,Directed,620,,,1.0
4LoveOfTheRoad,MountainBetween,Directed,621,,,1.0
4LoveOfTheRoad,bladerunner,Directed,622,,,1.0
4LoveOfTheRoad,AmMadeMovie,Directed,623,,,1.0
TheComicsPals,GailSimone,Directed,624,,,1.0
TimeOfHollywood,GalGadot,Directed,626,,,1.0
TimeOfHollywood,PattyJenks,Directed,627,,,1.0
TimeOfHollywood,lifetimetv,Directed,628,,,1.0
zsommidublin,annabellemovie,Directed,629,,,1.0
magnusllewellin,arthistorynews,Directed,630,,,1.0
GalSerbia,Variety,Directed,631,,,1.0
GalSerbia,LifetimeTV,Directed,632,,,1.0
NoufyZadjalia,DaveOFlanagan,Directed,633,,,1.0
FernandoBaeza22,IMAX,Directed,634,,,1.0
elizabetm1,Everymancinema,Directed,635,,,1.0
KHWsangsun,Angela_AZ1010,Directed,636,,,1.0
Yukihe629,Variety,Directed,637,,,1.0
Yukihe629,GalGadot,Directed,638,,,1.0
Yukihe629,PattyJenks,Directed,639,,,1.0
Yukihe629,lifetimetv,Directed,640,,,1.0
dacuauhtli,Popkinema,Directed,641,,,1.0
_Rashad_H_,Variety,Directed,642,,,4.0
_Rashad_H_,KellyClarkson,Directed,643,,,2.0
edmkh,Variety,Directed,644,,,1.0
edmkh,KellyClarkson,Directed,645,,,1.0
JAscariat,Variety,Directed,646,,,1.0
JAscariat,GalGadot,Directed,647,,,1.0
JAscariat,PattyJenks,Directed,648,,,1.0
JAscariat,lifetimetv,Directed,649,,,1.0
FernandoBaeza22,DCEUMX,Directed,650,,,1.0
PhantomX1313,Variety,Directed,651,,,2.0
PhantomX1313,GalGadot,Directed,652,,,2.0
PhantomX1313,PattyJenks,Directed,653,,,2.0
PhantomX1313,lifetimetv,Directed,654,,,2.0
HPerezTapia,syromon,Directed,655,,,1.0
trovejo_,IMAX,Directed,656,,,1.0
ourseyesopen,enelcine_ar,Directed,657,,,2.0
ourseyesopen,peliculasdeFOX,Directed,658,,,2.0
famartinez2001,Laberintosarte,Directed,659,,,1.0
crom_record,Laberintosarte,Directed,660,,,1.0
TimeOfHollywood,LifetimeTV,Directed,662,,,1.0
wondrousdiana,Variety,Directed,663,,,1.0
wondrousdiana,GalGadot,Directed,664,,,1.0
wondrousdiana,PattyJenks,Directed,665,,,1.0
wondrousdiana,lifetimetv,Directed,666,,,1.0
IMGONZOFIRE83,Variety,Directed,667,,,1.0
IMGONZOFIRE83,KellyClarkson,Directed,668,,,1.0
comiczombie101,DrClawMD,Directed,669,,,1.0
msgoddessrises,Variety,Directed,670,,,1.0
msgoddessrises,LifetimeTV,Directed,671,,,1.0
pebbles2day,Variety,Directed,672,,,1.0
pebbles2day,LifetimeTV,Directed,673,,,1.0
VesperUK,J_amesp,Directed,674,,,1.0
VesperUK,MargaretAtwood,Directed,675,,,1.0
gem_hopkins,KatStarczewski,Directed,676,,,1.0
gem_hopkins,derbymuseums,Directed,677,,,1.0
gem_hopkins,LiamRSharp,Directed,678,,,1.0
barbaraigVzla,WeLoveBarbieIG,Directed,679,,,1.0
barbaraigVzla,barbaraig,Directed,680,,,1.0
passion_fruit4U,GalGadot,Directed,681,,,2.0
FocusFeatures,tanejamainhoon,Directed,682,,,1.0
FocusFeatures,a,Directed,683,,,1.0
NerdyCasual,Variety,Directed,684,,,1.0
NerdyCasual,LifetimeTV,Directed,685,,,1.0
eebraheemz,coachforward,Directed,686,,,1.0
naara_aa,bladerunner,Directed,687,,,1.0
VesperUK,bladerunner,Directed,688,,,1.0
Aurora_Hernandz,kelly_clarkson,Directed,689,,,1.0
SarelCa,GalGadot,Directed,691,,,2.0
SarelCa,PattyJenks,Directed,692,,,1.0
SarelCa,lifetimetv,Directed,693,,,2.0
FocusFeatures,VictoriaAbdul,Directed,694,,,1.0
MaliceIsGDLK,Variety,Directed,695,,,1.0
MaliceIsGDLK,LifetimeTV,Directed,696,,,1.0
ourseyesopen,MacaEncina,Directed,699,,,1.0
ourseyesopen,Itsalrighthere,Directed,700,,,1.0
ourseyesopen,mariano_12,Directed,701,,,1.0
ourseyesopen,catlavz,Directed,702,,,1.0
CineElBiografo,lacomiquera,Directed,703,,,1.0
CineElBiografo,CineElBiografo,Directed,704,,,1.0
DavidRP91,Variety,Directed,705,,,1.0
DavidRP91,GalGadot,Directed,706,,,1.0
DavidRP91,PattyJenks,Directed,707,,,1.0
DavidRP91,lifetimetv,Directed,708,,,1.0
AsunaxCherry,CNET,Directed,709,,,1.0
adrianginger,KermodeMovie,Directed,710,,,1.0
adrianginger,robbiereviews,Directed,711,,,1.0
WillKlaver,Variety,Directed,712,,,1.0
WillKlaver,GalGadot,Directed,713,,,1.0
WillKlaver,PattyJenks,Directed,714,,,1.0
WillKlaver,lifetimetv,Directed,715,,,1.0
santiag65a,DCEUMX,Directed,716,,,1.0
PhantomX1313,GeekPride5,Directed,718,,,1.0
CharlesRakes10,CNET,Directed,722,,,1.0
HarryS_AsAlways,WarnerBrosUK,Directed,723,,,1.0
gamedevilbitch,bladerunner,Directed,724,,,1.0
AgentPatel,GalGadot,Directed,725,,,1.0
DCoficialista,Variety,Directed,726,,,1.0
DCoficialista,GalGadot,Directed,727,,,1.0
DCoficialista,PattyJenks,Directed,728,,,1.0
DCoficialista,lifetimetv,Directed,729,,,1.0
AmusedAnn,WarnerBrosUK,Directed,730,,,1.0
EvanildoFreit,SonyPicturesBr,Directed,731,,,1.0
EvanildoFreit,RealRobinWright,Directed,732,,,1.0
aflynn42,SizzlerKistler,Directed,733,,,1.0
aflynn42,GailSimone,Directed,734,,,1.0
SaraMcKeeFRSA,vangoghmuseum,Directed,735,,,1.0
SaraMcKeeFRSA,LovingVincent,Directed,736,,,1.0
jakeblckmn,Variety,Directed,737,,,1.0
jakeblckmn,GalGadot,Directed,738,,,1.0
jakeblckmn,PattyJenks,Directed,739,,,1.0
jakeblckmn,lifetimetv,Directed,740,,,1.0
JackieMc0216,nathanmhurst,Directed,741,,,1.0
BrianIpuche28,DCEUMX,Directed,742,,,1.0
tcbro,Variety,Directed,743,,,1.0
tcbro,KellyClarkson,Directed,744,,,1.0
hwlfbloodx,KellyClarkson,Directed,745,,,1.0
yoursjomo,tom_hollanders_,Directed,746,,,1.0
yoursjomo,TomHolland1996,Directed,747,,,1.0
rogaso6,AlexxGenesis,Directed,748,,,1.0
muchopikalberto,SonyPicturesCol,Directed,749,,,1.0
cineMAppazzone,GalGadot,Directed,750,,,1.0
FdoSantoyoTello,playersoflife,Directed,751,,,1.0
ks7000,AvedonNicholas,Directed,752,,,3.0
LyraFay,Variety,Directed,756,,,1.0
LyraFay,GalGadot,Directed,757,,,1.0
LyraFay,PattyJenks,Directed,758,,,1.0
LyraFay,lifetimetv,Directed,759,,,1.0
commar86,Variety,Directed,760,,,1.0
commar86,GalGadot,Directed,761,,,1.0
commar86,PattyJenks,Directed,762,,,1.0
commar86,lifetimetv,Directed,763,,,1.0
DrManhattans,Variety,Directed,764,,,1.0
DrManhattans,KellyClarkson,Directed,765,,,1.0
BossEnderDude,EmojiMovie,Directed,766,,,1.0
Renan1990,WarnerBrosUK,Directed,767,,,1.0
sgtyates,IMAX,Directed,768,,,1.0
ks7000,ks7000,Directed,769,,,1.0
ks7000,PresImplacable,Directed,771,,,1.0
De_La_Fuente_23,DCEUMX,Directed,772,,,1.0
AlexMLancaster,WarnerBrosUK,Directed,773,,,1.0
Sheigher,annabellemovie,Directed,774,,,2.0
crom_record,fabymoz,Directed,775,,,1.0
SMKP_Films,whoshotyapod,Directed,776,,,1.0
SMKP_Films,RickyCarmona,Directed,777,,,1.0
SMKP_Films,AWolfeful,Directed,778,,,1.0
SMKP_Films,TheDreaClark,Directed,779,,,1.0
keysersaur,ALANNEILWM,Directed,780,,,1.0
keysersaur,tentaciones,Directed,781,,,1.0
tsbuilderboy,element2909,Directed,782,,,1.0
tsbuilderboy,Google,Directed,783,,,1.0
Sheigher,creepypuppet,Directed,785,,,1.0
jussticeleague,Variety,Directed,786,,,1.0
jussticeleague,LifetimeTV,Directed,787,,,1.0
p3rryGray,Variety,Directed,788,,,1.0
p3rryGray,LifetimeTV,Directed,789,,,1.0
kwakupretingle,SilverbirdGhana,Directed,790,,,1.0
Swikithegreat,Variety,Directed,791,,,1.0
Swikithegreat,LifetimeTV,Directed,792,,,1.0
ZBCZone,AQOFthemovie,Directed,793,,,1.0
ROPmaidenYT,StripMarvel,Directed,794,,,1.0
MunsterMoe,annabellemovie,Directed,795,,,1.0
fincherism,Variety,Directed,796,,,1.0
fincherism,GalGadot,Directed,797,,,1.0
fincherism,PattyJenks,Directed,798,,,1.0
fincherism,lifetimetv,Directed,799,,,1.0
wondsrwomsn,DeaLawrence1,Directed,800,,,1.0
wondsrwomsn,Variety,Directed,801,,,1.0
WillMontgomer14,Variety,Directed,803,,,1.0
WillMontgomer14,KellyClarkson,Directed,804,,,1.0
JesabelRaay,Variety,Directed,805,,,2.0
JesabelRaay,GalGadot,Directed,806,,,1.0
JesabelRaay,PattyJenks,Directed,807,,,1.0
JesabelRaay,lifetimetv,Directed,808,,,1.0
CantizanoAndrea,WarnerBrosUK,Directed,809,,,1.0
atomkinder6,bladerunner,Directed,810,,,1.0
JackieOMoleski,ericvale,Directed,811,,,1.0
crom_record,FrikiSol,Directed,812,,,1.0
_Rashad_H_,LifetimeTV,Directed,814,,,1.0
_Morena_16,WarnerBrosUK,Directed,815,,,1.0
DespicableMe,GiveawayGirlEm,Directed,816,,,1.0
ItsmeVID,GalGadot,Directed,817,,,1.0
ItsmeVID,PattyJenks,Directed,818,,,1.0
ItsmeVID,WonderWomanFilm,Directed,819,,,1.0
DianaBS87,Hyperguy_HD,Directed,820,,,1.0
ElCluso,angelicabastien,Directed,821,,,1.0
ElCluso,vulture,Directed,822,,,1.0
nfc_nick,nerdflixchill,Directed,823,,,1.0
JanetOS_,ingreenskies,Directed,824,,,1.0
RDrago66,Variety,Directed,825,,,3.0
RDrago66,LifetimeTV,Directed,826,,,1.0
PhantomX1313,DCEUMX,Directed,827,,,1.0
filmproductionb,Variety,Directed,828,,,1.0
filmproductionb,LifetimeTV,Directed,829,,,1.0
LadyJuliet6,Variety,Directed,830,,,1.0
LadyJuliet6,LifetimeTV,Directed,831,,,1.0
RDrago66,GalGadot,Directed,836,,,1.0
RDrago66,PattyJenks,Directed,837,,,1.0
RDrago66,lifetimetv,Directed,838,,,1.0
cvnnerkent,Variety,Directed,839,,,1.0
cvnnerkent,GalGadot,Directed,840,,,1.0
cvnnerkent,PattyJenks,Directed,841,,,1.0
cvnnerkent,lifetimetv,Directed,842,,,1.0
Rick_24K,Katphotography1,Directed,843,,,1.0
Rick_24K,HerUniverse,Directed,844,,,1.0
hxrietxoxo,WarnerBrosUK,Directed,845,,,1.0
celogalhano,Variety,Directed,846,,,1.0
celogalhano,LifetimeTV,Directed,847,,,1.0
CantizanoAndrea,Harry_Styles,Directed,848,,,1.0
stonezago,AmazonVideo,Directed,849,,,1.0
CraigSu1,GalGadot,Directed,850,,,1.0
djanasprince,Variety,Directed,851,,,2.0
djanasprince,GalGadot,Directed,852,,,1.0
djanasprince,PattyJenks,Directed,853,,,1.0
djanasprince,lifetimetv,Directed,854,,,1.0
Dany_Extreme,DCFilmaniacos,Directed,855,,,1.0
RDrago66,KellyClarkson,Directed,857,,,1.0
2hh88mccoyv,MarkMahon,Directed,858,,,1.0
JanetOS_,adrianbowyer,Directed,859,,,1.0
smokinhokin,WarnerBrosUK,Directed,860,,,1.0
MirrorLadies,MindyMossXO,Directed,861,,,1.0
MirrorLadies,CamModelsNowCom,Directed,862,,,1.0
AfterBurn739,thecountdownpc,Directed,863,,,1.0
canada_panda,Variety,Directed,864,,,2.0
canada_panda,LifetimeTV,Directed,865,,,1.0
djanasprince,LifetimeTV,Directed,867,,,1.0
modernpoly,PolyamoryNews,Directed,868,,,1.0
modernpoly,rosiebiwords,Directed,869,,,1.0
modernpoly,BabsinGlasses,Directed,870,,,1.0
AprendizMusico,DCFilmaniacos,Directed,871,,,1.0
JanetOS_,NParker009,Directed,872,,,1.0
mcottenden,Fandor,Directed,873,,,1.0
JanetOS_,SammyR21,Directed,874,,,1.0
Josh2Gud4U,Variety,Directed,875,,,1.0
Josh2Gud4U,GalGadot,Directed,876,,,1.0
Josh2Gud4U,PattyJenks,Directed,877,,,1.0
Josh2Gud4U,lifetimetv,Directed,878,,,1.0
HarryStyh,WarnerBrosUK,Directed,879,,,1.0
JanetOS_,dtdinh,Directed,880,,,1.0
HarryStyh,empiremagazine,Directed,881,,,1.0
canada_panda,GalGadot,Directed,883,,,1.0
canada_panda,PattyJenks,Directed,884,,,1.0
canada_panda,lifetimetv,Directed,885,,,1.0
PhantomX1313,CNET,Directed,886,,,1.0
miya_mccray,Variety,Directed,887,,,2.0
miya_mccray,LifetimeTV,Directed,888,,,1.0
JustKendall93,Variety,Directed,889,,,1.0
JustKendall93,LifetimeTV,Directed,890,,,1.0
rockett70,Laberintosarte,Directed,891,,,1.0
ifavgadot,Variety,Directed,892,,,2.0
ifavgadot,LifetimeTV,Directed,893,,,1.0
pwrlwt,WarnerBrosUK,Directed,894,,,1.0
OnePerfectShot,rejects,Directed,895,,,1.0
OnePerfectShot,stormofspoilers,Directed,896,,,1.0
ifavgadot,GalGadot,Directed,898,,,1.0
ifavgadot,PattyJenks,Directed,899,,,1.0
ifavgadot,lifetimetv,Directed,900,,,1.0
causefilmfest,theweeklyreview,Directed,901,,,1.0
NightingaleYor1,Aglaia_Berlutti,Directed,902,,,1.0
NightingaleYor1,lustermagazine,Directed,903,,,1.0
onedagay,nerdypoc,Directed,904,,,1.0
LosInmamables,LosInmamables,Directed,905,,,1.0
Coreallan,LosInmamables,Directed,906,,,1.0
styIesdevil,WarnerBrosUK,Directed,907,,,1.0
miya_mccray,GalGadot,Directed,909,,,1.0
miya_mccray,PattyJenks,Directed,910,,,1.0
miya_mccray,lifetimetv,Directed,911,,,1.0
ekapurkapur,YouTube,Directed,912,,,1.0
gatitomiaudc,DCEUMX,Directed,913,,,1.0
tesoromish,nerdypoc,Directed,914,,,1.0
dennerdias27,Xbox,Directed,915,,,1.0
lolee_azzam,WarnerBrosUK,Directed,916,,,1.0
dianaprincing,Variety,Directed,917,,,2.0
dianaprincing,GalGadot,Directed,918,,,1.0
dianaprincing,PattyJenks,Directed,919,,,1.0
dianaprincing,lifetimetv,Directed,920,,,1.0
The_Crying_Moon,AQOFthemovie,Directed,921,,,3.0
mozpanda16,LifetimeTV,Directed,923,,,1.0
MarcDavidGaudry,Variety,Directed,924,,,1.0
MarcDavidGaudry,GalGadot,Directed,925,,,1.0
MarcDavidGaudry,PattyJenks,Directed,926,,,1.0
MarcDavidGaudry,lifetimetv,Directed,927,,,1.0
spacemaghrebi,nerdypoc,Directed,928,,,1.0
skymods,atomkinder6,Directed,929,,,1.0
skymods,bladerunner,Directed,930,,,1.0
dianaprincing,LifetimeTV,Directed,932,,,1.0
celeb_studies,JackieRaphael,Directed,933,,,1.0
parkprang,theTelluris,Directed,934,,,1.0
princessgadot,Variety,Directed,935,,,1.0
princessgadot,LifetimeTV,Directed,936,,,1.0
medonnab,Ramon_N90,Directed,937,,,1.0
_Rashad_H_,GalGadot,Directed,939,,,1.0
_Rashad_H_,PattyJenks,Directed,940,,,1.0
_Rashad_H_,lifetimetv,Directed,941,,,1.0
mommasaysobama,Variety,Directed,942,,,2.0
mommasaysobama,KellyClarkson,Directed,943,,,1.0
KateMarieAdams,Gelliman82,Directed,944,,,1.0
dsm67,BatmanNewsCom,Directed,945,,,1.0
wondygal,Variety,Directed,946,,,1.0
wondygal,LifetimeTV,Directed,947,,,1.0
manthx,Variety,Directed,948,,,1.0
manthx,GalGadot,Directed,949,,,1.0
manthx,PattyJenks,Directed,950,,,1.0
manthx,lifetimetv,Directed,951,,,1.0
AppleGr01612739,apbmontano,Directed,952,,,1.0
_juan_jose,AndesFilmsPe,Directed,953,,,1.0
_juan_jose,RyanGosling,Directed,954,,,1.0
jeffthein,alexfilmpro,Directed,955,,,1.0
B_jinkabell,theTelluris,Directed,957,,,1.0
adrianherrera10,tattoogirlspain,Directed,958,,,1.0
mommasaysobama,kellyclarkson,Directed,960,,,1.0
LukeEvans_News,marstonmovie,Directed,961,,,1.0
LukeEvans_News,RobinsonAngela,Directed,962,,,1.0
b_eternal757,CNET,Directed,963,,,1.0
pinkpopcornfilm,Variety,Directed,964,,,1.0
pinkpopcornfilm,GalGadot,Directed,965,,,1.0
pinkpopcornfilm,PattyJenks,Directed,966,,,1.0
pinkpopcornfilm,lifetimetv,Directed,967,,,1.0
AgurtGomez,annabellemovie,Directed,968,,,1.0
lexluthoz,Variety,Directed,969,,,1.0
lexluthoz,LifetimeTV,Directed,970,,,1.0
xfireflyx3,bamanboiVEVO,Directed,971,,,1.0
pinecavill,Variety,Directed,972,,,1.0
pinecavill,LifetimeTV,Directed,973,,,1.0
AngelLuque2001,pipevicioso,Directed,974,,,1.0
ezragaI,Variety,Directed,975,,,1.0
ezragaI,LifetimeTV,Directed,976,,,1.0
platypusrme,bladerunner,Directed,977,,,1.0
JesabelRaay,LifetimeTV,Directed,979,,,1.0
Kidnapthamoney1,FatD212,Directed,980,,,1.0
Kidnapthamoney1,PaperChasinTee,Directed,981,,,2.0
Kidnapthamoney1,YungggBillaaa,Directed,982,,,1.0
CoinsInfoXYZ,mindpass2050,Directed,984,,,1.0
McClain_on_NFL,Variety,Directed,985,,,1.0
McClain_on_NFL,LifetimeTV,Directed,986,,,1.0
FlutterRetweets,BronyMate,Directed,987,,,1.0
KlaineyBear1,Darren_Mooney,Directed,988,,,6.0
dorkwayne,Variety,Directed,989,,,1.0
dorkwayne,LifetimeTV,Directed,990,,,1.0
The_Crying_Moon,OfficialReneeOC,Directed,991,,,1.0
The_Crying_Moon,RealLucyLawless,Directed,993,,,1.0
The_Crying_Moon,AnaMSL4ever,Directed,994,,,1.0
The_Crying_Moon,thebigloc,Directed,995,,,1.0
The_Crying_Moon,LenaDalli,Directed,996,,,1.0
The_Crying_Moon,dlsquared2,Directed,997,,,1.0
The_Crying_Moon,sjf13k_sj,Directed,998,,,1.0
theprincesamu,AndesFilmsPe,Directed,999,,,1.0
theprincesamu,RyanGosling,Directed,1000,,,1.0
LokiBartleby,bladerunner,Directed,1002,,,1.0
LokiBartleby,RyanGosling,Directed,1003,,,1.0
LokiBartleby,Ana_d_Armas,Directed,1004,,,1.0
Kevinolivagonz,sonypictures_es,Directed,1005,,,1.0
BackToBee,Variety,Directed,1006,,,1.0
BackToBee,KellyClarkson,Directed,1007,,,1.0
BronyRetweets,ssarkasmi,Directed,1008,,,2.0
Agnosis9,Neomalkavian,Directed,1010,,,1.0
ManuelRo2050,OnePerfectShot,Directed,1011,,,1.0
ManuelRo2050,rejects,Directed,1012,,,1.0
ManuelRo2050,stormofspoilers,Directed,1013,,,1.0
oiselle_sally,Variety,Directed,1015,,,1.0
oiselle_sally,GalGadot,Directed,1016,,,1.0
oiselle_sally,PattyJenks,Directed,1017,,,1.0
oiselle_sally,lifetimetv,Directed,1018,,,1.0
SiberiaMachines,lights,Directed,1019,,,1.0
carlosmoreno_ch,MariaPalmero_,Directed,1020,,,1.0
carlosmoreno_ch,LaLlamadaLaPeli,Directed,1021,,,1.0
carlosmoreno_ch,soyambrossi,Directed,1022,,,1.0
carlosmoreno_ch,javviercalvo,Directed,1023,,,1.0
Jorgeluenda,HLfavorito,Directed,1024,,,1.0
Jorgeluenda,Knifer259Adrian,Directed,1025,,,1.0
CooperKnox,Variety,Directed,1026,,,1.0
CooperKnox,GalGadot,Directed,1027,,,1.0
CooperKnox,PattyJenks,Directed,1028,,,1.0
CooperKnox,lifetimetv,Directed,1029,,,1.0
JMIAHONLINE,justiceleaguewb,Directed,1030,,,1.0
__AntoniaWhite,WarnerBrosUK,Directed,1031,,,1.0
hazelnut317,Variety,Directed,1032,,,1.0
hazelnut317,KellyClarkson,Directed,1033,,,1.0
kylewflora,fandango,Directed,1034,,,1.0
JAscariat,Darren_Mooney,Directed,1035,,,1.0
elkellima,Variety,Directed,1036,,,2.0
elkellima,KellyClarkson,Directed,1037,,,2.0
pinemorley,Variety,Directed,1038,,,1.0
pinemorley,LifetimeTV,Directed,1039,,,1.0
madipeciosa,ecartelera,Directed,1040,,,1.0
kennykraly,ladiesofcomics,Directed,1043,,,1.0
kennykraly,JssMerino,Directed,1044,,,1.0
saramarz,OnePerfectShot,Directed,1045,,,1.0
saramarz,rejects,Directed,1046,,,1.0
saramarz,stormofspoilers,Directed,1047,,,1.0
Janisku7,Artyfakes,Directed,1048,,,1.0
mommasaysobama,JarettSays,Directed,1051,,,1.0
mommasaysobama,JuddApatow,Directed,1052,,,1.0
mommasaysobama,edbegleyjr,Directed,1053,,,1.0
ESPNRadio,adnanESPN,Directed,1054,,,1.0
ESPNRadio,ScottFeinberg,Directed,1055,,,1.0
Bey_Mafia,Variety,Directed,1056,,,1.0
Bey_Mafia,GalGadot,Directed,1057,,,1.0
Bey_Mafia,PattyJenks,Directed,1058,,,1.0
Bey_Mafia,lifetimetv,Directed,1059,,,1.0
DespicableMe,LydiaMBowers,Directed,1060,,,1.0
BSGDrew,cameronmonaghan,Directed,1061,,,1.0
JustADamnHero,DCEUMX,Directed,1062,,,1.0
aliensonIy,thisisbenoliver,Directed,1063,,,1.0
CalireBlackInk,Variety,Directed,1064,,,1.0
CalireBlackInk,GalGadot,Directed,1065,,,1.0
CalireBlackInk,PattyJenks,Directed,1066,,,1.0
CalireBlackInk,lifetimetv,Directed,1067,,,1.0
Pollobarba,OlmoGonzalez,Directed,1069,,,1.0
RachKStevens,LovingVincent,Directed,1070,,,1.0
RachKStevens,PhoenixLeic,Directed,1071,,,1.0
epskrcgl,Cinemaximum,Directed,1072,,,1.0
mommasaysobama,ariannahuff,Directed,1073,,,1.0
mommasaysobama,Benioff,Directed,1074,,,1.0
sumaschill,Variety,Directed,1075,,,1.0
sumaschill,KellyClarkson,Directed,1076,,,1.0
biotene2010,lucrezianews,Directed,1077,,,1.0
MattGaming_76,GoslingFrance,Directed,1078,,,1.0
MacaulayRickett,WarnerBrosUK,Directed,1079,,,1.0
ApMarvel,Variety,Directed,1080,,,1.0
ApMarvel,GalGadot,Directed,1081,,,1.0
ApMarvel,PattyJenks,Directed,1082,,,1.0
ApMarvel,lifetimetv,Directed,1083,,,1.0
BubbIyShai,BatmanNewsCom,Directed,1084,,,1.0
petitebushmills,prattman711,Directed,1085,,,1.0
StarSong13,BronyMate,Directed,1086,,,1.0
GeekGirlRiot,idobiradio,Directed,1087,,,1.0
mj178tak,pinausagi,Directed,1088,,,1.0
jlaweutevenero,PopcornStation1,Directed,1089,,,1.0
uriel_cas_flei,WeLoveBarbieIG,Directed,1090,,,1.0
uriel_cas_flei,barbaraig,Directed,1091,,,1.0
Valery_Tommo01,WarnerBrosUK,Directed,1092,,,1.0
EyesWideKubrick,LifetimeTV,Directed,1094,,,1.0
ArTallks,Variety,Directed,1095,,,1.0
ArTallks,GalGadot,Directed,1096,,,1.0
ArTallks,PattyJenks,Directed,1097,,,1.0
ArTallks,lifetimetv,Directed,1098,,,1.0
theapptrade,cybercodetwins,Directed,1099,,,1.0
ahmetgargili,OnePerfectShot,Directed,1100,,,1.0
ahmetgargili,rejects,Directed,1101,,,1.0
ahmetgargili,stormofspoilers,Directed,1102,,,1.0
ThotLyncher,bamanboiVEVO,Directed,1103,,,1.0
rhiannonkatie18,Variety,Directed,1104,,,1.0
rhiannonkatie18,KellyClarkson,Directed,1105,,,1.0
monasso,greg_jenner,Directed,1106,,,1.0
EvanCastella,OnePerfectShot,Directed,1107,,,1.0
EvanCastella,rejects,Directed,1108,,,1.0
EvanCastella,stormofspoilers,Directed,1109,,,1.0
LastSonofKryp,WarriorDiana1,Directed,1110,,,1.0
dayana_rorenu,SpiderManMovie,Directed,1111,,,1.0
ArTallks,officialnoho,Directed,1112,,,1.0
finaltle_2545,IGN,Directed,1113,,,1.0
HarryStylesBol,WarnerBrosUK,Directed,1114,,,1.0
cathyfwilson2,alibra4_cathy,Directed,1115,,,1.0
louisloverangel,WarnerBrosUK,Directed,1116,,,1.0
alcaderr,Variety,Directed,1117,,,1.0
alcaderr,GalGadot,Directed,1118,,,1.0
alcaderr,PattyJenks,Directed,1119,,,1.0
alcaderr,lifetimetv,Directed,1120,,,1.0
No_Normal_Bitch,DylanOBrienPOL,Directed,1121,,,1.0
katycatkaren,Variety,Directed,1122,,,1.0
katycatkaren,KellyClarkson,Directed,1123,,,1.0
